Datum,Kikinda Centar,Novi Sad Rumenacka,Novi Sad Liman,Beocin Centar,Sremska Mitrovica,Pancevo Sodara,Beograd Novi Beograd,Beograd Mostar,Beograd Vracar,Beograd Zeleno brdo,Sabac,Kostolac,Smederevo Centar,Obrenovac Centar,Valjevo,Bor Krivelj-ZIJIN,Bor Brezonik,Bor Gradski park,Bor Institut RIM,Kragujevac,Kosjeric,Popovac,Zajecar,Paracin,Uzice,Kraljevo,Kamenicki Vis EMEP,Nis O.s. Sveti Sava,Nis IZJZ Nis,Kopaonik,Novi Pazar,Vranje,Vrsac
2020-10-17,7.25,8.12,5.03,7.95,2.82,13.51,4.49,11.51,11.58,5.9,4.74,16.9,11.87,14.32,8.9,16.88,9,12.03,10.24,13.07,3.54,4.99,16.12,5.32,6.01,8.24,14.17,9.9,7.75,2.06,10.43,6.12,6.59
2020-10-18,6.71,7.55,4.71,7.05,3.36,13.23,5.94,13.5,11.77,7.36,5.1,16.78,17.02,17.46,9.22,16.1,5.1,6.59,9.55,9.63,3.54,4.84,15.86,7.2,6.6,5.02,13.99,6.99,7.78,2.21,9.26,9.63,7.11
2020-10-19,7.41,8.82,4.82,6.58,3.06,13.23,6.75,16.86,12.42,5.03,4.46,34.74,10.96,14.54,14.48,9.24,3.39,3.93,6.55,8.11,7.5,4.66,19.65,,9.16,4.67,8.47,,5.71,2.66,14.31,11.68,6.69
2020-10-20,15.47,14.46,10.54,16.74,15.19,13.19,10.14,13.54,10.28,5.89,9.76,16.44,21.98,15.76,10.13,8.93,3.65,17.28,5.96,7.49,3.75,4.42,27.29,2.81,7.62,3.33,6.72,,9.68,2.2,16.63,16.09,6.82
2020-10-21,14.05,15.4,9.93,12.01,11.12,14.7,7.7,18.81,8.58,5.25,7.07,16.91,21.95,18.85,10.8,8.59,4.62,17.29,5.73,9.43,4.24,4.49,31.76,3.8,8.46,4.12,,,11.04,1.71,14.72,15.53,6.82
2020-10-22,9.42,16.54,6.9,9.45,8,20.85,16.79,23.05,31.14,24.61,9.44,17.79,18.28,18.55,10.18,14.75,7.69,6.61,6.89,9.29,5.51,,29.17,3.92,9.87,3.39,6.19,5.96,9.57,1.71,16.46,14.52,23.62
2020-10-23,13.02,22.41,9.39,13.9,13.21,21.17,16.06,26.81,26.29,16.5,10.53,18.33,15.09,28.55,12.43,11.14,6.97,6.78,7.18,10.24,5.42,4.91,35.69,4.61,10.67,4.02,10.43,11.83,10.68,1.59,16.77,15.22,35.01
2020-10-24,11.96,15.2,7.91,8.76,7.39,16.31,17.22,22.61,25.96,22.41,7.46,19.67,18.3,16.57,12.99,12.52,6.7,8.72,8.82,12.12,4.99,4.81,39.08,6.09,11.95,4.45,11.75,13.63,11.24,3.9,16.15,16.68,21.92
2020-10-25,11.37,15.44,7.81,10.44,9.84,15.1,19.7,21.17,21.28,11.81,13.78,18.55,13.4,21.27,12.46,9.18,6.89,13.2,6.18,13.86,3.95,5.14,18.98,4.14,8.32,5,6.89,12.19,5.55,2.44,11.9,10.35,6.99
2020-10-26,11.04,15.82,6.27,11.58,5.52,20.79,14.94,22.25,20.34,13.72,7.38,21.19,15.23,16.93,9.8,9.99,5.89,7.54,9.04,15.24,4.63,5.27,16.15,4.72,8.42,3.27,7.01,12.96,6.06,4.29,12.9,7.94,14.86
2020-10-27,10.96,15.12,8.13,11.1,8.58,13.93,8.22,11.41,8.83,5.72,6.85,18.9,17.36,15.97,10.38,9.17,8.16,22.65,6.3,16.28,4.88,5.34,17.35,4.72,9.35,4.22,,14,6.57,5.17,10.87,9.92,8.79
2020-10-28,10.55,11.22,6.87,7.39,3.22,23.45,42.32,34.73,31.1,15.12,4.08,12.89,12.77,15.85,10.73,8.32,5.06,15.66,5.66,14.3,4.87,6.59,17.27,3.9,9.2,,5.67,14.08,5.65,5.57,12.3,13.38,10.23
2020-10-29,11.7,13.65,14.82,7.06,3.47,25.58,29.01,26.12,26.88,14.92,3.74,6.06,15.5,19.44,10.66,11.12,6.65,14.6,7.87,17.56,3.89,7.84,18.69,3.59,9.62,,5.93,12.3,5.83,5.13,10.39,13.41,8.83
2020-10-30,6.94,8.67,12.73,6.21,2.65,7.56,5.34,12.4,9.69,6.35,3.9,5.04,19.58,7.77,9.01,10.98,5.49,7.02,6.69,23.81,4.35,7.48,19.59,3.69,9.76,3.91,7.74,12.6,6.9,5.5,11.35,20.52,6.72
2020-10-31,6.78,8.2,12.97,6.28,3.29,8.59,6.96,16.44,14.32,9.64,6.08,4.27,12.57,4.74,11.85,12.87,6.14,8.51,8.04,18.73,4.45,7.72,19.54,3.61,14.12,4.32,9.13,11.27,5.42,6.7,17.03,33,7.54
2020-11-01,6.89,8.33,12.84,6.99,4.11,7.35,4.78,11.54,9.94,4.96,4.17,19.63,12.03,4.02,26.61,9.33,3.76,4.35,5.16,20.59,4.42,7.65,19.08,5.64,7.28,6.23,11.3,13.03,8.27,5.55,10.1,8.23,6.48
2020-11-02,12.51,14.25,18.29,10.04,13,10.61,11.98,17.83,17.38,9.24,15.51,7.37,22.84,6.32,12.45,9.12,4.34,5.35,8.2,18.48,4.78,7.85,32.27,5.26,11.81,4.81,9,12.57,9.33,5.49,14.19,13.62,8.44
2020-11-03,8.3,9.71,9.55,8.17,7.23,9.62,8.97,17.1,18.46,12.7,12.9,6.67,23.19,9.39,24.4,19.25,9.44,10.84,11.57,23.23,9.72,8.16,30.89,10.65,18.31,8.38,23.97,21.12,13.84,7.05,22.44,17.24,11.13
2020-11-04,6.81,5.08,4.81,4.41,3.93,5.3,5.45,10.89,13.63,7.1,5.96,4.21,13.3,3.28,10.88,8.93,7.52,73.92,5.81,18.68,4.96,6.33,10.13,6.05,11.85,4.94,8.41,13.13,11.87,9.71,16.6,18.17,7.8
2020-11-05,9.26,4.78,4.43,3.87,3.01,4.72,5.1,10.03,10.09,4.7,4.39,2.97,11.72,1.61,5.77,21,61.5,40.49,10.32,19.98,3.26,4.18,13.25,5.29,6.24,2.76,4.44,8.38,5.16,4.57,13.99,7.93,5.66
2020-11-06,6.57,6.1,5.12,4.45,3.95,4.62,3.14,10.16,9.06,5.13,5.06,1.88,14.65,,6.66,7.99,3.95,4.92,6.11,30.65,3.3,4.05,27.07,4.09,6.99,4.2,7.13,10.22,10.85,5.21,13.52,7.58,4.1
2020-11-07,6.77,7.06,5.77,5.01,3.56,6.81,3.98,12.25,12.45,6.36,6.2,6.37,13.36,2.3,8.27,12.7,38.14,29.16,9.57,19.75,3.29,4.09,14.47,5.17,7.01,4.21,8.43,10.2,9.78,4.84,11.07,13.09,4.91
2020-11-08,8.06,5.25,7.35,5.76,4.62,7.5,6.51,13.01,13.26,7.59,5.05,4.36,18.45,2.28,7.6,18.45,60.6,91.44,22.57,21.27,4.23,4.33,10.56,5.6,7.78,3.3,7,8.98,5.49,5.02,7.97,11.5,4.64
2020-11-09,6.57,4.66,7.57,3.67,3.95,6.12,6.54,12.17,10.75,6.3,7.88,2.87,7.14,4.69,6.6,42.78,104.27,189.27,31.4,19.4,5.15,4.14,12.93,5.28,9.14,3.05,5.43,12.02,6.51,4.89,15,16.66,3.94
2020-11-10,7.68,2.79,13.64,6.49,50.33,9.27,11.37,18.46,9.37,6.07,24.25,3.85,15.94,5.26,10.01,9.85,5.6,55.89,5.26,22.82,3.49,4.17,10.31,5.29,6.29,2.46,4.62,10.16,6.11,5.02,14.53,9.61,4.34
2020-11-11,7.29,7.68,10.86,6.16,8.56,11.7,5.79,10.04,6.09,4.44,7.79,3.29,26.4,5.16,7.37,9.54,3.29,103.73,4.49,19.98,3.15,4.21,9.23,5.76,5.84,2.87,4.95,8.68,12.33,5.22,9.06,10.68,4.17
2020-11-12,8.75,8.39,8.91,5.54,6.27,10.48,15.16,14.91,15.23,9.11,9.07,3.16,25.21,17.64,8.5,9.28,3.66,58.86,4.94,14.62,4.27,4.18,17.12,6.88,9.2,3.62,7.41,11.21,7.61,5.92,10.51,10.07,4.44
2020-11-13,9.37,10.69,12.92,7.74,10.39,8.64,17.12,18.57,18.43,10.57,11.37,3.5,13.86,9.58,9.61,29.62,57.19,20.4,8.54,21.22,4.11,4.61,24.86,6.43,8.79,3.37,6.81,12.34,8.17,5.22,15.92,22.88,7.23
2020-11-14,7.17,7.45,9.24,5.62,20.05,11.76,22.95,32.05,30.14,10.73,56.2,27.73,17.78,43.29,7.76,16.25,19.23,20.19,11.15,17.17,3.51,4.75,28.97,8.64,7.35,3.57,5.9,11.31,6.25,5.26,14.5,13.66,5.25
2020-11-15,9.45,9.61,12.49,9.67,41.53,20.83,39.77,36.49,38.99,20.4,30.59,22.86,34.04,27.96,8.44,43.94,148.03,90.77,43.63,19.21,4.02,4.57,29.98,6.86,7.33,3.18,6.24,10.16,6.49,5.13,14.24,15.21,5.74
2020-11-16,9.47,13.12,12.44,9.72,12.55,15.39,19.51,19.69,16.24,10.24,10.46,12.89,46.97,15.8,11.78,52.08,152.46,53.73,14.03,16.91,5.12,4.81,21.14,8.49,13.46,3.75,10.44,17.61,11.74,5.46,26.04,22.58,8.07
2020-11-17,8.27,7.8,4.12,6.21,5.85,7.71,7.29,11.67,10.76,6.84,6,3.77,14.68,5.79,7.77,12.42,47.93,37.82,20.25,14.31,3.71,4.55,31.05,7.83,10.87,4.41,24.51,20.58,16.44,5.28,23.95,19.07,5.15
2020-11-18,6.93,5.47,5.57,3.74,4.42,6.4,6.3,8.61,7.88,4.74,7.94,2.33,13.91,8.21,10.87,20.24,16,71.42,13.01,22.54,3.92,4.47,27.64,6.96,24.18,7.32,7.28,14.86,8.51,4.85,16.54,20.67,7.6
2020-11-19,6.97,6.79,10.07,5.14,14.69,7.49,9.87,9.42,10.3,7.82,7.53,3.5,25.84,10.75,7.92,4.77,4.87,100.53,3.75,14.32,4.18,4.44,11.41,6.99,10.56,4.05,4.98,10.91,8.71,5.61,17.03,10.61,4.37
2020-11-20,7.72,6.96,9.32,4.26,5.8,8.69,7.72,10.29,12.44,7.07,6.48,4.28,20.2,8.07,6.76,11.2,25.29,76.02,12.63,16.48,3.95,4.73,23.24,7.35,11.56,4.35,8.31,16.89,7.35,7.78,28.69,13.24,5.69
2020-11-21,7.12,4.49,7.44,3.56,4.23,6.4,5.05,,5.37,3.7,4.34,2.55,18.84,4.59,4.22,6.08,4.81,8.88,3.95,13.31,2.73,4.05,13.13,5.17,5.72,5.55,7.31,9.33,2.4,7.06,12.39,8.69,5.23
2020-11-22,7.44,18.07,23.08,20.66,12.07,9.79,9.22,8.08,8.7,5.72,7.32,2.94,25.43,4.31,3.92,5.22,4.67,23.73,3.13,14.8,2.93,4.21,15.77,6.02,5.72,2.71,5.18,10.65,7.4,5.41,11.56,6.02,6.16
2020-11-23,9.77,16.63,16.24,8.53,10.41,11.11,15.22,14.01,18.09,11.54,12.25,4.47,21.9,12.3,13.03,21.77,25.52,26.43,9.95,15.33,5.25,4.45,56.94,7.01,10.63,3.99,18.82,14.16,11.04,4.9,21.31,15.75,5.9
2020-11-24,8.23,7.41,9.51,4.93,6.38,9.56,12.24,15.03,18.27,10.89,10.26,3.61,24.36,10.21,19.8,14.16,13.24,17.34,8.83,27.64,3.56,4.48,48.83,10.31,12.15,7.57,15.81,23.13,14.53,5.08,15.24,20.73,7.68
2020-11-25,9.59,10.54,14.88,9.01,21.75,9.56,15.34,13.45,14.36,7.3,17.38,6.02,,14.1,14.97,17.16,130.3,71.18,12.53,24.5,3.99,4.75,48.38,9.94,9.84,6.94,9.63,11.64,7.45,5.03,12.61,14.09,13.32
2020-11-26,14.48,13.27,19.3,20.56,8.73,8.27,13.49,11.41,13.41,6.91,13.82,4.19,,14.09,6.23,36.03,129.4,32.56,11.4,28.46,5.72,4.88,62.6,8.18,10.8,3.93,7.83,14.38,9,5.13,21.01,17.62,5.38
2020-11-27,9.63,8.42,17.1,7.26,6.55,13.34,143.11,133.66,126.49,59.63,15.02,7.34,,335.43,10.07,36.58,144.35,52.93,30.01,20.87,6.58,5.16,86.21,7.67,12.44,2.54,32.31,12.65,3.61,5.38,19.62,17.44,11.84
2020-11-28,9.03,6.59,24.95,4.81,13.35,15.19,90.75,71.33,61.73,30.37,33.09,8.03,,248.52,9.37,31.14,20.23,26.17,35.42,44.5,6.82,4.95,56.89,7.8,11.89,2.29,11.96,11.89,4.56,5.82,16.23,19.1,6.65
2020-11-29,8.75,6.03,16.94,4.98,6.55,10.7,15.65,18.95,18.7,11.32,9.98,5.57,,46.39,8.51,18.38,19.7,24.39,20.05,41.03,3.92,4.86,65.02,13.21,6.3,5.39,24.05,21.35,10.67,7.12,14.39,25.07,5.41
2020-11-30,9.32,6.62,13.75,5.23,6.51,15.46,12.88,20.32,22.66,14.41,11.19,11.23,,27.24,23.72,9.19,9.29,12.29,7.67,37.38,5.12,4.6,46.1,14.91,9.12,7.61,16.3,21.84,10.97,6.41,19.27,17.23,5.46
2020-12-01,9.41,10.78,23.3,12.69,10.85,16.22,17.82,16.49,18.58,10.97,16.09,7.7,,17.35,9.07,11.19,14.12,34.29,10.54,17.74,5.52,4.81,16.5,11.02,,3.71,14.09,11.08,19.89,5.95,20.05,15.44,5.94
2020-12-02,7.99,16.63,31.2,10.21,10.14,12.01,11.42,11.61,10.36,6.64,11.87,6,,20.11,13.89,5.79,6.6,49.27,3.71,9.89,5.57,4.71,11.7,10.47,8.06,4.75,9.99,8.87,41.09,5.97,17.13,13.32,6.28
2020-12-03,4.38,11.14,23.86,11.33,13.16,12.43,12.92,9.13,10.88,7.19,11.55,6.23,37.14,20.93,17.68,6.57,6.68,53.9,2.7,15.93,8.03,5.04,6.77,11.65,31.35,8.67,12.95,14.88,57.51,6.2,30,9.17,11.41
2020-12-04,4.32,11.01,13.26,10.04,20.3,16.36,11.17,8.63,10.27,7.58,11.02,6.98,47.27,18.86,12.5,7.05,9.1,47.39,7.72,11.65,8.05,5.44,11.81,13.15,24.64,10.47,11.44,13.8,38.38,6.35,16.03,6.5,7.71
2020-12-05,3.09,11.99,13.35,15.31,17.46,18.77,12.68,12.35,13.85,10.08,10.99,6.2,49.66,18.81,13.57,6.28,41.6,62.4,5.51,12.29,8.37,5.08,19.46,13.13,23.54,5.43,12.88,14.04,35.12,7.35,14.76,4.32,5.94
2020-12-06,2.12,9.73,8.92,8.57,17.26,10.4,9.28,7.9,9.36,5.85,9.45,4.16,32.47,16.88,11.63,5.73,18.13,27.77,3.13,7.56,7.74,5.16,6.96,13.09,13.23,4.66,11.54,12.74,20.06,6.57,17.5,4.94,5.77
2020-12-07,2.17,8.51,7.61,9.06,15.2,9.88,8.52,6.56,8.29,5.23,8.18,3.68,26.53,14.93,10.05,6.47,6.95,104.35,3.29,5.76,5.95,5.19,,10.46,13.08,5.69,7.63,10.27,27.44,6.19,13.01,4.37,5.31
2020-12-08,4.12,9.47,9.65,30.24,16.42,10.93,14.44,9.4,11.07,7.06,9.74,3.08,47.58,13.22,10.39,6.28,12.25,72.82,3.17,5.33,5.26,5.03,,9.21,6.12,9.04,8,8.2,10.38,5.89,16.86,2.51,6.34
2020-12-09,4.47,8.6,10.62,8.14,11.66,12.49,8,6.97,9.35,6.04,8.94,3.16,50.28,15.58,10.63,6.8,10.97,102.93,3.31,8.23,5.81,5.95,,10.14,10.67,11.24,11.27,14.46,31.93,6.66,22.56,4.1,6.42
2020-12-10,5.99,10.74,10.53,11.08,14.17,18.24,15.79,12.59,14.38,8.98,14.24,3.94,43.12,18.54,22.09,15.25,26.95,68.3,22.44,10.07,6.4,,24.73,11.13,13.36,6.65,8.87,12.48,10.39,6.57,14.7,4.26,6.54
2020-12-11,6.86,12.9,14.42,12.34,15.88,17.56,16.39,12.57,19.16,12.38,18.05,3.11,13.85,14.97,12.23,13.72,16.19,62.67,34.56,9.24,5.28,,48.83,11,8.14,5.07,11.13,13.18,5.38,7.09,21.91,5.89,6.36
2020-12-12,5.54,13.2,15.86,12.2,28.82,17.72,14.24,13.75,15.8,10.12,22.34,4.09,41.92,20.6,11.92,9.26,8.36,123.96,14.94,11.49,5.29,,19.77,11.87,9.73,4.56,9.79,9.8,7.63,7.33,28.56,5.02,6.33
2020-12-13,4.41,8.75,8.51,7.15,9,10.63,7.75,6.93,9.01,5.67,7.13,2.05,14.32,13.09,13.39,14.79,9.61,25.33,19.48,20.2,5.15,,34.95,10.04,8.24,4.1,10.5,8.9,6.36,7.47,19.88,6.22,5.45
2020-12-14,2.71,8.54,7.33,5.18,7.35,8.9,7.2,6.57,8.78,5.79,6.16,,18.38,10.45,11.7,10.8,6.72,18.44,15.37,26.66,4.37,8.9,33.13,8.09,16.58,3.85,,,3.22,7.05,22.95,31.89,4.92
2020-12-15,2.92,23.9,26.99,22.6,23.56,21.13,10.34,9.67,12.63,8.45,23.9,,32.6,9.15,6.9,24.43,4.53,14.72,9.31,10.65,3.6,9.21,30.87,9.88,12.25,16.35,14.12,,7.31,5.61,15.56,5.96,5.17
2020-12-16,7.51,26.32,24.14,27.15,50.73,13.17,19.44,19.91,17.19,9.29,15.27,,64.13,11.77,7.55,14.52,,24.3,4.7,11.35,4.37,6.38,9.83,10.63,12.96,7.88,6.44,,3.01,5.36,11.28,,5.71
2020-12-17,3.83,11.01,8.04,7.5,7.07,11.7,17.09,15.03,20.6,12.87,7.41,,13.23,9.98,10.14,34.5,96.29,314.26,208.94,10.94,5.84,4.07,14.43,10,12.4,4.24,8.94,9.02,6.5,6.49,14.02,5.65,7.34
2020-12-18,2.93,8.27,3.66,4.58,5.9,10.94,7.85,12.58,12.59,9.03,5.9,,9.14,8.88,8.27,56.08,71.84,77.85,49.91,8.57,4.83,4.02,24.89,7.92,10.02,4.02,17.45,6.36,2.53,6.02,17.62,,9.39
2020-12-19,8.33,25.41,24.76,28.03,28.81,12.79,27.18,22.86,24.93,12.32,27.58,,16.38,15.27,17.06,16.58,10.07,24.37,13.74,10.68,3.47,4.12,10.49,9.44,6,6.09,6.22,3.76,1.71,6.79,13.6,,49.84
2020-12-20,7.67,22.24,23.28,22.63,27.88,11.1,18.07,19.68,18.68,9.44,68.9,,38.83,13.67,5.31,7.68,2.35,20.06,5.73,11.45,3.84,3.57,5.46,10.16,4.85,7.56,6.62,4.9,19.59,6.74,13.45,,8.32
2020-12-21,5.34,11.69,7.69,12.28,14.66,14.81,12.84,16.43,16.5,11.27,10.66,,67.9,16.57,10.03,5.71,,26.68,4.7,10.34,3.91,3.47,9.18,10.05,9.62,15.9,6.09,3.53,7.73,5.78,21.16,,5.24
2020-12-22,5.73,18.75,15.89,14.8,12.72,14.48,17.22,19.71,18.86,14.24,13.26,6.74,69.76,15.76,12,7.52,4.64,11.94,4.9,14.43,5.29,3.65,15.86,10.54,13.92,14.93,7.1,6.09,6.19,6.86,22.95,7.06,6.87
2020-12-23,7.06,19.58,15.4,15.79,20.52,19.08,24.45,32.85,38.36,25.55,22.26,10.48,55.25,27.28,19.58,22.09,34.58,38.01,21.7,15.79,5.82,4.41,55.27,13.14,17.21,7.57,10.58,11.82,12.27,6.02,28.48,10.1,42.58
2020-12-24,8.98,22.69,14.87,25.77,16.13,17.53,23.08,28.53,33.34,25.58,18.11,14.85,60.07,25.37,20.42,32.28,22.28,32.05,28.29,14,5.58,4.95,71.89,15.81,20.02,6.7,10.76,16.6,12.99,5.93,32.72,10.88,20.55
2020-12-25,4.19,10.76,6.23,7.38,9.3,10.41,8.67,8.66,,6.85,8.46,7.3,11.69,15.01,11.47,10.47,11.27,26.09,46.86,17.1,5.05,4.77,56.3,14.38,15.37,8.54,9.57,13.13,2.91,6.47,40.28,19.48,7.62
2020-12-26,4.08,8.69,4.91,7.26,7.98,9.24,7.88,6.39,,5.39,6,4.77,12.64,10.6,6.68,8.38,5.85,10.96,7.58,11.95,3.85,4.21,17.03,9.73,4.51,5.2,9.35,8.02,2.27,7.09,,13.3,6.35
2020-12-27,5.15,10.79,7.6,7.84,8.17,11.21,9.15,8.14,10.75,6.76,8.96,5.5,39.58,12.12,10.46,7.55,5.24,213.03,6.13,12.43,4.25,4.31,5.91,10.1,3.7,3.47,9.17,8.93,14.26,7.24,,8.3,6.22
2020-12-28,7.95,18.12,21.18,19.36,12.61,16.49,10.52,20.84,12.24,9.16,12.08,8.91,70.25,19.04,14.89,9.59,60.54,95.4,26.72,16,5.58,4.6,11.63,14.02,13.07,11.27,9.47,13.54,8.89,8.27,26.08,9.23,7.6
2020-12-29,7.36,14.47,13.81,13.68,12.61,13.6,10.57,18.63,11.16,7.29,10.54,8.3,56.01,18.88,12.07,12.42,27.82,53.38,50.62,14,5.95,4.52,39.86,13.56,12.84,4.88,8.36,12.45,9.93,6.99,16.99,6.95,7.5
2020-12-30,7.81,13.94,12.25,11.23,9.64,12.69,11,12.88,13.92,8.69,10.37,7.47,39.82,18.38,13.31,11.62,38.14,37.4,26.67,14.34,5.74,4.58,46.23,14.17,10.81,11.38,8.33,12.38,12.88,6.96,17.91,6.05,7.37
2020-12-31,4.99,11.03,7.43,10.15,7.81,11.34,10.54,11.39,12.4,9.42,8.65,7.17,22.6,16.72,12.35,12.51,12.01,14.97,12.82,13.98,5.15,4.53,70.17,13.69,9.84,4.88,9.54,14.06,12.55,6.69,17.83,8.04,10.16
