Datum,Kikinda Centar,Novi Sad Rumenacka,Novi Sad Liman,Beocin Centar,Sremska Mitrovica,Pancevo Sodara,Beograd Novi Beograd,Beograd Mostar,Beograd Vracar,Beograd Zeleno brdo,Sabac,Kostolac,Smederevo Centar,Obrenovac Centar,Valjevo,Bor Krivelj-ZIJIN,Bor Brezonik,Bor Gradski park,Bor Institut RIM,Kragujevac,Kosjeric,Popovac,Zajecar,Paracin,Uzice,Kraljevo,Kamenicki Vis EMEP,Nis O.s. Sveti Sava,Nis IZJZ Nis,Kopaonik,Novi Pazar,Vranje,Vrsac
2020-04-14,7.69,6.12,8.97,6.28,10.24,12.19,9.32,7.99,8.77,9.08,5.91,8.75,12.28,14.18,6.61,14.06,22.79,18.13,10.97,6.02,8.63,8.11,17.77,8.72,5.64,6.59,14.27,11.36,13.96,5.17,12.91,8.79,1.24
2020-04-15,6.83,4.66,7.17,6.1,8.59,9.5,7.24,6.18,7.9,8.39,4.89,18.43,21.33,14.5,12.58,6.69,23,26.86,6.82,6.08,10.16,7.9,19.37,10.73,5.96,10.05,10.81,5.62,10.34,4.88,8.85,17.01,
2020-04-16,6.97,28.73,38.64,15.25,16.53,15.78,12.78,11.66,9.19,11.23,11.89,13.07,15.21,21.99,9.66,13.11,39,26.23,12.46,7.17,9.26,7.94,25,13.89,5.43,8.57,20.17,9.41,11.41,4.38,6.86,10.43,7.58
2020-04-17,12.25,6.86,11.09,8.63,11.06,13.32,10.06,9.36,9.26,12.12,7.04,10.84,14.38,40.12,16.51,9,47.18,38.68,13.9,7.17,10.69,9.06,23.04,13.87,7.02,10.15,15.59,11.44,13.14,4.94,5.18,8.3,6.22
2020-04-18,7.65,8.22,11.18,7.53,14.83,16.25,21.79,15,11.46,16.03,7.19,43.57,16,26.83,8.84,7.37,26.78,32.89,20.45,6.57,9.08,8.64,19.78,10.41,8.79,8.67,15.41,9.23,13.94,4.75,4.04,8.05,4.23
2020-04-19,7.92,7.27,,6.89,11.62,13.79,10.43,8.25,9.56,15.75,6.84,26.34,17.21,36.18,21.8,10.19,72.34,57.19,35.81,6.78,11.95,9.31,19.68,12.86,7.84,11.89,14.49,10.48,14.34,5.22,4.42,7.21,4.13
2020-04-20,6.57,5.83,,5.58,10.49,24.85,10.19,6.94,8.49,10.63,5.79,37.15,19.34,14.6,19.59,7.72,21.56,197,17.57,5.76,19.18,8.82,23.61,10.5,4.49,11.11,11.71,10.65,13.02,5.01,4.68,10.33,0.59
2020-04-21,6.96,9.56,13.97,8.01,14.21,14.26,9.23,6.32,8.23,7.5,15.9,8.1,26.04,13.84,7.55,6.71,25.28,117.03,6.49,4.61,8.35,7.89,14.76,7.45,2.98,5.45,8.39,5.97,8.78,4.9,2.66,5.23,0.42
2020-04-22,7.8,7.71,11.08,7.44,12.78,16.48,12.98,10.67,10.01,12.23,12.74,8.34,11.92,13.17,6.35,6.09,22.99,100.91,38.3,4.3,8.01,7.87,14.18,8.02,2.82,4.97,8.09,4.94,,4.76,4.18,5.07,0.79
2020-04-23,12.96,5.92,9.22,6.5,14.44,13.09,12.7,9.58,10.4,12.3,9.25,17.3,18.7,15.83,6.18,6,30.43,149.66,48.82,4.24,7.68,8.15,18.92,7.53,4.88,5.85,10.82,7.36,,,4.42,7.56,
2020-04-24,7.42,11.19,15.26,9.08,14.61,19.48,11.66,10.53,10.97,9.58,8.48,21.08,9.69,16.06,6.73,7.12,85.78,98.4,32.61,5.68,7.8,8.69,21.89,9.44,4.4,5.75,10.2,8.17,,8.84,3.88,11.71,
2020-04-25,11.74,8.98,13.5,9.27,14.63,15.48,12.65,10.85,11.95,14.89,10.48,12.98,13.4,34.47,12.5,11.05,66.92,65.37,33.25,7.77,8.49,9.33,21.59,15.82,4.54,7.02,12.47,9.76,,4.41,2.15,6.86,6.85
2020-04-26,6.28,6.44,9.87,5.93,11.24,11.48,10.25,6.84,9.1,9.01,6.1,16.61,9.8,15.75,16.26,8.39,25.9,18.92,14.11,7.27,16.67,9.07,21.07,15.48,3.71,8.69,13.73,11.14,,4.18,4.22,6.64,0.31
2020-04-27,5.27,5.92,9.28,6.35,20.14,12.33,10.38,7.87,9.34,9.08,14.83,19.33,7.33,21.53,12.69,9.1,27.86,,23.55,6.76,8.31,9.3,18.74,15.36,3.92,9.77,16.85,11.19,,4.35,2.11,7.91,1.32
2020-04-28,7.15,8.33,12.3,8.81,16.53,26.15,32.41,21.73,15.54,20.93,9.7,16.27,15.63,34.97,13.64,9.23,24.7,,13.46,6.2,8.28,9.98,16.85,9.05,6.52,6.9,12.21,9.31,,4.48,2.7,7.36,9
2020-04-29,9.95,9.3,12.53,8.37,13.17,18.67,14.55,12.59,11.18,14.48,8.27,12.14,14.59,30.84,10.09,9.18,29.29,,16.29,6.42,8.61,8.47,21.11,6.27,4.06,6.85,11.16,10.37,,5.82,3.17,9.18,9.84
2020-04-30,7.5,7.05,9.11,8.93,10.93,13.05,10.13,7.49,9.76,9.55,6.22,10.01,10.94,23.58,13.44,11.23,27.48,,15.1,6.5,8.95,7.57,18.88,7.8,4.39,7.11,11.03,10.59,,5.85,2.6,10.14,4.82
2020-05-01,7.84,7.95,11.41,8.89,12.15,18.79,16,10.94,11.31,15.21,7.63,12.57,13.33,22.48,9.04,11.66,27.19,,10.85,6.29,8.07,7.3,16.46,7.77,3.49,6.52,11.59,9.88,,6.18,2.27,7.28,6.85
2020-05-02,7.78,6.53,9.92,7.25,10.76,13.36,10.86,6.58,10.43,10.19,6.55,9.68,8.06,16.32,7.75,10.35,26.1,19.83,10.28,6.69,7.84,8.4,17.54,5.42,3.87,6.15,11.67,11.09,,6.9,1.87,9.28,7.12
2020-05-03,6.52,5.7,9.08,7.05,10.31,10.95,9.5,6.03,9.15,8.28,6.03,9.51,7.21,19.03,9.5,10.01,26.08,20.18,9.85,6.21,7.37,7.96,15.8,5.82,3.1,7.08,10.92,9.21,,6.69,1.38,7.01,3.98
2020-05-04,5.35,5.15,8.43,6.56,9.71,10.48,8.87,6.17,8.76,8.27,5.54,12.39,6.92,15.64,7.67,9.51,25.37,21.35,10.14,6.54,7.17,8.4,13.75,4.92,,6.74,10.92,8.08,,6.63,2.07,6.33,3.68
2020-05-05,7.03,12.88,16.38,9.98,12.86,16.22,17.49,14.64,11.74,15.09,8.04,10.22,8.2,23,9.28,9.41,42.21,65.66,70.99,5.75,7.32,8.9,14.35,5.46,,6.52,12.19,7.99,,5.92,1.92,6.6,16.99
2020-05-06,5.18,,8.63,6.75,9.63,10.29,8.92,5.32,8.72,8.27,5.25,7.99,5.09,18.4,7.56,10.17,23.38,18.76,11.68,5.54,8.75,8.04,12.56,6.8,,6.09,12.5,8.4,,6.11,2.4,6.18,3.33
2020-05-07,4.95,,8.22,6.35,9.65,10.42,8.95,6.2,8.67,8.09,5.52,8.03,5.74,20.28,10.57,10.34,24.09,19.37,10.79,6.64,7.53,7.5,12.41,5.38,,7.38,12.82,8.26,,6.49,2.21,5.15,3.51
2020-05-08,4.16,,8.07,7.52,9.8,10.57,13.44,11.62,10.78,18.68,5.58,10.69,6.33,31.8,11.3,10.28,23.76,35.59,16.94,6.55,9.18,8.2,12.79,6.29,5.28,7.45,15.32,7.75,,6.04,3.39,5.76,3.68
2020-05-09,8.45,19.12,22.7,13.15,14.24,24.22,27.2,23.16,14.25,24.3,9.43,62.8,16.09,43.02,15.13,10.6,36.73,38.68,29.28,5.65,9.92,8.46,13.35,4.52,5.26,8.2,12.93,7.91,,5.35,1.63,6.08,7.22
2020-05-10,7.82,11.63,13.14,9.43,14.7,29.72,32.96,26.94,16.8,29.37,9.85,11.22,11.68,38,14.43,9.96,80.15,97.52,44.81,6.05,7.69,8.86,15.64,5.81,5.48,7.09,17.06,10.2,,4.84,1.18,6.52,10.56
2020-05-11,12.04,19.08,20.05,11.48,17.14,20.7,17.6,16.07,11.13,11.86,7.27,12.21,8.99,21.65,8.69,10.75,47.77,56.81,99.44,6.96,7.29,9.12,16.05,5.46,4.67,7.01,13.2,10.88,,5.04,1.27,7.19,8.06
2020-05-12,5.46,7.84,9.53,7.62,12.62,14.22,10.7,7.83,10.13,9.89,6.69,12.14,7.76,23.17,9.23,11.01,30.7,23.64,13.28,6.94,7.29,9.17,13.42,8.08,3.59,6.53,12.25,10.13,,5.13,2.38,7.55,5.05
2020-05-13,6.91,10.01,11.34,10.01,22.33,16.77,14.63,13.47,11.06,12.21,10.83,10.6,9.3,18.68,9.5,9.65,34.52,101.36,14.73,6.04,6.79,,12.18,5.26,3.7,8.19,14.03,8.63,,4.83,3.36,5.68,4.46
2020-05-14,11.17,9.5,8.12,9.86,12.9,19.06,14.89,14.91,10.95,11.4,,17.85,14.6,25.12,12.4,11.96,34.6,100.11,20.53,6.83,8.19,,15.75,5.91,4.43,7.63,11.75,10.46,,4.73,4.48,8.97,4.39
2020-05-15,4.61,8.21,5.76,9.53,13.04,14.97,12.99,10.17,11.37,12.08,,12.99,14.25,29.13,10.99,11.02,39.1,64.66,42.53,7.01,7.22,,18.75,23.05,4.12,8.76,14.86,10.78,,4.49,5.17,7.78,5.66
2020-05-16,3.04,5.92,3.27,8.18,10.57,10.61,9.65,6.99,9.02,9.03,,18.63,7.92,95.23,8.14,11.32,30.34,25.57,15.14,4.96,6.45,,16.64,15.21,3.14,13,21.93,13.4,,4.36,5.18,12.98,2.92
2020-05-17,6.2,8.42,5.32,8.4,11.21,14.27,10.97,8.34,10.01,10.14,,14.88,11.98,18.07,9.75,11.72,61.81,85.04,41.34,5.6,7.03,,18.12,9.64,3.4,9.54,13.8,10.54,,4.79,5.18,8.74,3.96
2020-05-18,3.8,5.72,2.81,7.99,11.07,21.77,12.75,9.34,10.14,13.77,,23.85,18.17,16.01,9.78,9.15,27.34,120.62,17.58,4.83,7.47,,18.7,15.73,3.33,10.59,14.38,12.79,,4.39,6.39,13.24,3.2
2020-05-19,4.99,12.85,8.36,8.99,13.61,18.12,15.82,12.72,10.98,14.91,10.02,15.35,18.43,21.44,14.48,10.2,45.73,110.81,32.1,5.67,7.54,,16.96,10.31,3.82,8.2,,11.3,,4.67,6.39,10.62,3.85
2020-05-20,5.6,6.93,4.2,9.45,11.73,12.76,11.28,7.13,10.37,10,4.97,12.79,9.64,17,9.09,,42.91,62.47,23.68,6.7,6.47,,18.22,5.59,3.54,6.8,10.71,10.68,,5.29,3.78,11.44,3.72
2020-05-21,4.65,6.36,2.3,8.95,10.99,11.3,10.24,6.28,9.33,9.47,3.97,23.17,7.23,15.19,7.94,,31.25,40.62,7.89,5.9,5.67,,11.56,5.75,3.11,9.2,10.6,8.06,,6.35,3.71,6.8,3.34
2020-05-22,3.36,5.58,1.86,8.85,10.44,10.89,9.47,6.33,9.33,9.32,3.75,11.78,6.38,21.77,14.84,,27.4,66.78,11.31,5.69,9.81,,11.98,4.91,7.46,9.37,9.46,7.53,,6.38,5.82,4.61,2.98
2020-05-23,3.6,5.38,2.71,8.45,11.08,15.08,14.58,10.43,10.96,17.18,4.57,10.68,7.62,55.43,7.65,,28.29,37.02,15.81,4.49,5.81,,11.94,4.18,3.39,7.44,10.25,5.48,,5.73,4.02,5.62,4.24
2020-05-24,4,5.59,2.76,8.28,10.38,13.84,11.28,7.18,9.64,9.69,3.89,10.77,8.27,20.41,8.88,,28.21,30.35,13.91,4.57,5.12,,13.55,3.71,2.74,6.05,6.95,5.47,,5.61,2.7,5.08,3.95
2020-05-25,2.93,5.2,2.22,8.08,10.16,10.57,9.37,6.3,8.89,8.34,3.51,9.64,6.99,15.75,7.34,,27.09,21.07,9.63,6.06,5,,12.3,3.76,3.76,6.3,6.92,6.36,,5.81,2.94,4.35,2.82
2020-05-26,2.73,5.11,2.18,8.55,10.17,10.7,9.54,5.07,9.14,8.37,3.7,5.65,6.67,9.61,6.84,,21.61,17.56,9.87,7.03,4.89,,17.8,3.76,3.17,7.07,6.13,4.71,,6.24,3.06,3.67,2.91
2020-05-27,2.57,5.33,1.99,8.33,10.37,10.79,9.53,4.56,9.27,8.7,3.97,3.57,6.59,4.28,6.95,12.48,11.69,9.67,6.69,7.51,5.19,,9.96,6.34,3.27,8.96,7.1,3.95,,6.25,3.51,3.2,2.99
2020-05-28,3.24,5.94,2.68,8.39,10.92,11.25,10.24,4.63,9.18,9.44,3.64,4.25,6.66,7.81,9.34,13.14,12.21,10.31,7.73,8.38,4.46,,7.41,6.53,3.8,7.32,6.73,4.77,,6.37,3.06,3.56,3.01
2020-05-29,3.54,5.84,,8.59,10.74,11.63,10.14,4.7,9.24,9.25,3.93,4.48,7.63,16.17,14.6,12.68,12.17,10.32,7.52,9.54,4.39,,6.92,7.93,3.36,7.45,8.07,5.81,,6.05,3.18,3.78,3.12
2020-05-30,4.32,6.12,1.57,8.7,11.05,12.34,10.39,4.82,9.57,9.36,4.42,5.57,7.8,14.02,16.39,15.07,12.65,12.15,8.49,10.3,3.95,,8.89,6.55,3.13,7.89,9.09,5.86,,6.31,3.11,4.68,3.25
2020-05-31,4.14,5.95,1.4,9.23,11.06,12.09,10.22,4.61,9.42,9.41,4.42,5.15,7.57,20.94,12.8,19.46,13.85,15.83,11.38,11.5,4.69,,11.51,9.85,3.18,8.6,10.66,7.85,,6.55,3.95,4.37,3.2
2020-06-01,3.98,6.07,,9.04,10.98,11.76,10.43,4.89,9.83,9.63,4.66,4.75,7.3,6.23,11.16,13.46,12.25,11.87,9.53,11.31,3.93,,8.55,10.01,3.6,8.39,11.4,8.31,,6.77,4.09,6.43,3.18
2020-06-02,4.4,6.56,,9.11,11.17,12.23,10.89,5.05,9.85,10.6,5.03,5.87,7.36,8.27,12.5,16.1,13.1,13.58,10.22,9.14,4.26,,9.74,9.67,3.55,7.44,9.6,7.6,,6.77,3.4,4.69,3.26
2020-06-03,5.27,6.82,1.73,9.66,11.73,15.59,12.99,8.14,10.86,,5.93,14.1,15.77,17.88,11.48,13.14,15.29,22.1,21.61,7.92,4.38,,6.52,7.81,3.77,6.85,7.74,6.88,,6.98,4.32,6.82,6.83
2020-06-04,6.35,9.83,4.95,10.19,12.55,16.3,16.84,10.38,11.91,,6.1,9.65,10.38,10.42,10.63,12.92,15.6,19.48,173.77,7.85,4.64,,6.79,7.11,3.78,6.72,9.74,8.7,,6.07,3.75,4.77,8.88
2020-06-05,7.47,14.62,9.21,10.62,12.39,14.66,12.81,5.78,10.13,,6.13,7.66,12.18,9.95,10.45,11.68,20.39,48.84,83,8.94,4.31,,6.36,7.97,3.35,7.29,9.19,8.72,10.21,6.41,3.9,5.42,5.02
2020-06-06,7.16,8.39,2.7,10.25,23.94,14.84,13.28,8.88,10.57,,15.74,7.23,13.65,9.33,12.05,10.61,13.5,57.67,17.78,7.82,4.87,,6.88,7.21,3.84,6.78,8.73,8.01,9.53,5.84,4.32,5.38,4.45
2020-06-07,6.74,24.84,19.94,10.68,15.76,16.52,12.63,6.78,10.29,,8.97,6.97,14.43,11.35,11.27,15.07,30.01,98.06,67.15,7.61,,,6.8,6.58,3.64,6.7,8.67,7.58,9.16,5.5,3.24,5.4,5.15
2020-06-08,6.13,8.58,,10.51,13.77,15.17,13.54,7.58,10.34,,7.16,9.6,14.67,51.02,,19.51,28.03,37.87,39.85,15.67,,,6.2,8.61,4.58,8.32,8.93,7.61,9.68,5.38,3.47,5.68,5.69
2020-06-09,5.02,7.46,,10.88,12.94,20.38,16.68,10.84,10.71,,6.06,10.52,16.68,22.65,,11.91,19.13,20.63,22.2,12.23,,,7.61,7.48,4.45,8.08,8.36,7.52,9.75,5.43,3.43,5.94,4.09
2020-06-10,5.38,7.55,1.75,11.03,18.27,26.29,48.92,20.95,12.4,,9.44,13.95,21.47,12.71,,,45.49,84.58,24.56,8.25,,,6.98,6.57,4.4,6.59,,6.9,9.41,5.4,3.82,4.92,13.79
2020-06-11,6.45,8.13,,10.67,12.37,13.6,12.71,8.44,11.3,,6.17,9.23,12.93,14.41,9.75,,14.77,24.35,18.15,9.4,7.14,,9.11,6.91,4.29,8.83,10.31,9.2,10.65,5.85,4.02,4.99,4.76
2020-06-12,5.49,6.75,,12.4,12.31,12.44,13.04,9.07,10.76,4.95,7.71,8.24,12.02,19.34,14.06,,3.83,15.14,11.03,9.93,6.23,6.78,12.21,9.98,3.89,8.87,9.09,8.16,10.69,6.3,3.9,5.97,3.87
2020-06-13,5.68,6.27,,14.77,11.96,11.58,12.55,8.29,10.12,3.34,7.17,7.41,10.89,24.43,11.43,,3.66,18.5,12.44,17.09,7.26,6.18,9.49,13.2,3.76,10.22,14.91,9.8,12.29,5.85,4.54,7.7,3.95
2020-06-14,6.06,6.35,,12.71,12.32,12.75,12.45,7.39,10.06,3.04,7.5,7.9,10.33,24.37,10.8,,3.42,25.79,14.02,14.08,6.4,5.83,10.57,11.37,3.81,7.9,13.21,10.23,11.54,5.41,4.11,7.33,4.03
2020-06-15,5.87,6.31,,11.78,12.15,13.91,12.82,7.81,10.5,5.76,5.46,7.92,11,8.79,12.48,,2.91,14.91,12.21,9.54,5.98,5.61,10.15,10.87,3.88,9.23,8.99,8.08,10.18,5.55,3.75,5.9,5.06
2020-06-16,5.97,6.22,,11.42,11.96,11.79,11.64,7.11,9.73,2.67,4.23,10.4,14.69,9.54,10.3,,4.77,19.77,23.43,9.68,5.68,5.48,9.61,9.41,4.01,7.53,8.72,8.16,9.61,5.95,3.33,5.43,4.12
2020-06-17,6.91,6.29,,11.22,12.06,12.08,12.76,7.7,10.01,3.6,7.82,15.24,28.68,12.19,10.6,,3.55,16.34,13.77,8.2,5.49,5.92,9.02,8.33,4.28,6.56,9.33,7.92,9.43,6.16,3.71,5.48,4.01
2020-06-18,6.57,6.09,,11.5,11.92,11.6,11.35,7,9.67,2.46,5.34,8.54,15.09,18.26,10.23,,,20.8,14.75,8.01,5.31,5.51,9.33,8.02,4.2,6.25,8.1,7.26,9.56,5.82,3.43,5.01,3.94
2020-06-19,5.89,5.75,,10.52,11.53,11.65,11.26,6.87,9.34,2.74,5.59,7.53,11.56,29.71,10.3,,9.02,21.03,14.8,8.31,4.84,5.47,11.95,7.3,3.56,6.36,8.98,7.05,10.01,5.33,4.47,5.26,3.92
2020-06-20,5.78,5.48,,10.54,11.24,11.69,10.9,6.43,9.16,4.65,3.89,7.45,11.37,16.52,8.2,,8.25,14.56,9.89,10.65,5.14,5.33,7.81,8.98,3.36,7.19,10.8,7.79,10.12,5.86,4.1,5.42,3.77
2020-06-21,5.94,5.68,,10.27,11.23,11.09,10.63,5.67,9.01,1.98,3.74,7.36,10.17,9.62,8.81,,7.52,12.23,8.84,10.11,4.3,5.24,8.48,13.88,2.9,9.45,12.91,10.06,11.25,6.4,3.54,6.28,3.83
2020-06-22,6.12,6.06,,10.18,11.42,11.05,10.49,5.57,9.14,1.93,3.81,7.27,9.48,9.19,8.59,,7.92,13.1,9.59,9.63,4.35,5.59,8.18,8.73,3.86,6.56,9.29,7.59,9.01,6.31,3.63,5.37,3.94
2020-06-23,5.99,5.59,,10.09,11.35,10.85,10.23,6.02,8.91,1.78,3.64,7.29,9.56,9.01,8.03,,7.38,4.44,10.97,8.28,3.43,6.03,9.23,6.37,3.4,7.38,,6.59,8.46,6.12,3.9,4.98,4.1
2020-06-24,5.02,4.94,,9.99,10.92,10.23,9.68,6.71,8.46,2.45,3.41,6.66,9.46,44.3,12.72,,6.24,4.19,10.33,7.07,4.54,5.58,6.48,11.18,3.49,9.65,,5.55,9.59,5.64,3.83,4.16,3.69
2020-06-25,4.48,5.63,,9.67,17.42,12.48,10.29,8.5,9.27,3.43,22.99,12.66,13.29,7.19,10.98,,10.4,65.39,25.88,6.69,4.16,4.32,7.76,6.26,3.82,6.65,7.3,4.13,8.92,5.24,3.81,3.88,4.52
2020-06-26,4.98,5.68,,9.88,18.64,11.76,12.12,7.56,8.89,2.59,6.27,9.55,10.21,6.12,10.15,,2.59,153.08,40.84,5.75,4.61,3.01,6.23,5.31,4.42,5.88,6.13,4.53,8.8,4.83,3.95,4.45,4.05
2020-06-27,8.48,10.61,,10.36,16.23,13.93,13.06,7.48,8.91,2.48,8.91,7.15,10.99,6.19,9.36,,3.64,223.63,72.06,6.44,4.97,3.08,7.17,6.06,4.6,5.98,7.42,5.13,9.02,4.98,5.1,4.8,4.57
2020-06-28,7.73,7.45,3.56,10.86,18.14,16.22,11.72,7.54,9.47,2.81,13.07,22.52,11.42,6.35,9.44,,68.76,139.19,59.33,6.17,4.69,3.17,10.05,6.23,4.3,5.85,7.41,5.6,9.23,5.43,3.56,5.35,5.6
2020-06-29,9.49,11.72,10.57,13.3,14.71,21.88,21.62,18.08,12.49,10.1,10.7,15.89,15.89,14.26,10.14,,47.49,72.73,18.96,7.82,4.65,3.74,7.92,7,5.05,6.09,,6.89,9.83,6.04,3.57,5.74,8.72
2020-06-30,6.31,5.08,4.4,11.32,11.81,10.65,9.86,6.85,9.68,2.07,5.54,8.27,9.56,35.32,10.64,,5.86,9.67,15.25,11.29,5.5,3.39,8.72,11.4,4.49,7.87,10.31,7.71,11.26,5.95,4.61,5.63,4.23
2020-07-01,6.66,15.7,15.56,11.29,18.42,20.92,19.53,12.81,12.04,14.29,24.32,9.73,11.99,8.22,10.57,,41.16,241,99.57,7.1,4.3,3.03,10.76,7.74,4.64,6.09,8.92,6.09,9.45,6.11,6.19,5.43,4.34
2020-07-02,9.05,9.31,7.34,11.43,15.37,16.47,14.31,10.07,9.98,3.48,6.41,10.11,13.59,22.82,19.58,,19.63,105.87,38.03,8.93,5.86,4.65,9.05,8.09,4.96,6.59,10.5,8.44,10.51,5.93,4.95,9.01,6.22
2020-07-03,7.05,5.68,3.99,11.28,12.62,14.29,11.68,8.26,9.7,5.26,6.44,10.1,13.78,17.17,21.91,,44.96,11.28,16.13,9.1,7.41,4.51,8.4,7.7,5.03,6.71,8.99,6.51,9.36,6.1,4.11,5.91,9.89
2020-07-04,,4.84,3.07,10.51,11.34,10.65,9.62,6.71,6.62,2.17,4.27,8.45,11.34,12.88,15.94,,5.09,6.47,12.59,16.78,8.2,3.86,9.33,16.12,5.22,8.04,19.19,11.37,13.68,5.8,4.14,5.44,4.28
2020-07-05,,4.88,3.63,10.18,11.48,10.83,9.73,6.46,2.53,2.12,4.32,8.61,10.86,10.57,11.8,,3.59,4.37,20.71,6.68,8.65,3.94,9.61,12.6,4.64,7.31,11.42,6.5,9.82,6.01,4.42,6.73,4.26
2020-07-06,7.09,5.86,5.21,10.57,12.23,12.37,10.54,7.63,3.26,2.7,5.91,9.73,12.67,9.71,15.86,,4.56,85.19,29.88,11.02,9.22,4.28,8.34,8.01,6.09,6.66,9.47,7.13,9.62,6.75,4.94,6.64,4.49
2020-07-07,6.33,4.75,3.63,10.22,11.3,10.96,9.26,6.67,2.63,1.86,4.33,8.88,11.21,10.59,10.83,,4.65,5.58,11.21,10.16,4.12,3.21,7.89,7.47,3.81,5.66,9.69,6.6,8.94,6.53,3.48,5.38,4.33
