Datum,Novi Sad Rumenacka,Novi Sad Liman,Beocin Centar,Sremska Mitrovica,Beograd Stari grad,Beograd Novi Beograd,Beograd Mostar,Beograd Vracar,Beograd Zeleno brdo,Sabac,Kostolac,Smederevo Centar,Obrenovac Centar,Smederevo Carina,Valjevo,Bor Institut RIM,Kragujevac,Kosjeric,Popovac,Zajecar,Cacak,Paracin,Uzice,Kraljevo,Krusevac,Kamenicki Vis EMEP,Nis O.s. Sveti Sava,Nis IZJZ Nis,Novi Pazar,Vranje,Vrsac
2020-04-10,23.12,10.64,21.13,16.53,14.4,11.11,23.03,24.49,21.62,13.01,13.68,20.99,41.19,14.55,17.41,51.35,14.19,,43.84,17.7,38.34,17.32,31.77,15.14,12.08,,12.16,16.43,18.97,11.79,9.13
2020-04-11,7.84,5.07,17.37,10.88,8.6,3.63,10.44,18.58,15.16,10.72,8.22,8.79,22.93,7.15,6.59,36.73,6.81,,49.2,13.25,33.03,8.82,11.85,7.77,8.52,,6.19,8.63,10.78,7.48,3.38
2020-04-12,11.04,2.92,14.61,9.85,9.97,6,12.26,18.65,13.46,10.13,5.09,10.15,20.76,6.59,4.55,41.27,6.8,,49.22,12.15,32.92,5.86,9.56,6.63,6.01,,3.31,6.56,8.53,5.25,3.11
2020-04-13,25.92,8.21,25.69,24.59,19.77,9.45,27.04,28.76,17.18,18.48,8.05,23.68,42.6,8.72,20.31,38.76,13.26,,59.73,15.37,36.05,12.38,22.43,11.78,10.64,,5.47,11.67,14.52,8.08,7.22
2020-04-14,14.39,5.81,17.4,10.99,7.58,5.67,13.36,16.99,16.01,7.14,9.86,11.15,28.08,6.88,16.99,39.32,12.55,39.97,45.66,11.5,49.32,7.35,22.99,12.71,8.44,,10.71,14.11,14.41,12.08,7.39
2020-04-15,14.21,6.79,13.72,17.7,9.86,6.09,14.84,16.67,17.39,10.57,7.94,16.6,28.22,9.93,13.19,33.9,10.47,31.79,35.48,12.93,36.24,8.86,16.87,9.41,7.14,5.26,6.21,9.57,10.9,9.27,10.04
2020-04-16,26.65,7.41,15.29,22.25,19.33,6.98,26.09,21.5,17.7,21.05,12.51,27.24,35.32,11.5,16.17,47.77,11.13,30.11,45.87,19.18,33.55,11.77,25.22,12.59,12.38,6.44,12.01,14.27,12.8,15.52,8.88
2020-04-17,20.26,6.27,22,19.63,14.33,7.64,23.47,25.18,15.3,16.06,11.41,19.31,37.13,12.89,10.63,55.64,11.18,27,51.26,15.03,32.1,10.14,19.65,10,10.42,5.83,10.18,13.14,11.47,10.6,9.64
2020-04-18,13.33,6.55,26.32,11.18,10.92,4.55,15.82,22.03,12.4,11.59,9.08,14.04,22.46,8.29,4.38,46.91,7.3,25.03,54.88,10.61,27.48,6.68,9.97,5.93,7.66,4.97,4.09,7.84,5.9,4.72,3.46
2020-04-19,8.05,,23.74,9.61,9.4,3.26,7.21,20.43,12.46,6.38,6.28,9.6,22.3,7.34,3.62,45.39,6.46,25.72,60.24,9.13,26.82,5.81,6.99,5.32,5.25,5.99,4.32,6.6,5.5,4.88,3.84
2020-04-20,4.45,,12.57,4.54,4.02,0.74,3.19,12.71,9.08,5.08,5.15,7.01,17.9,4.2,4.76,30.07,6.69,26.96,55.25,5.96,35.7,3.75,7.52,4.58,4.2,5.26,3.53,5.1,3.32,2.29,2.07
2020-04-21,9.05,4.02,13.28,12.71,7.83,4.31,11.93,12.62,9.1,13.46,7.32,26.88,24.09,6.6,10.28,26.96,10.24,56.11,35.57,10.83,61.92,5.93,8.82,6.65,5.9,3.75,2.97,10.36,10.02,8.47,3.84
2020-04-22,13.31,4.37,13.57,13.59,9.69,6.84,16.25,16.58,10.38,12.36,8.38,23.77,23.37,7.65,11.34,46.1,9.79,36.36,35.96,13.49,39.08,6.47,15.33,6.81,6.45,3.8,3.15,,8.73,8.68,6.68
2020-04-23,16.17,4.74,15.28,15.36,10.84,8.58,18.75,17.18,10.79,17.04,7.36,24.3,27.4,8.48,12.4,48.33,10.09,30.82,37.71,16.62,27.35,9.16,18.63,9.95,8.86,4.22,4.07,,9.94,9.2,5.18
2020-04-24,23.88,7.14,18.97,20.06,24.25,8.02,24.41,30.24,12.01,20.32,10.77,25.37,39.86,9.8,14.64,51.7,11.02,31.37,48.75,17.04,26.38,11.34,27.92,12.69,10.11,3.92,10.83,,10.32,10.11,10.74
2020-04-25,10.89,3.49,21.86,9.73,10.2,2.92,10.73,20.15,12.63,8.27,5.1,11.09,21.91,5.32,7.53,46.16,7.5,26.01,50.64,11.26,23.2,8.21,11.01,7.66,7.14,4.71,4.95,,3.8,5.16,3.01
2020-04-26,6.18,3.35,12.23,8.05,6.16,1.66,7.33,16.06,11.93,7.63,6.93,6.79,21.63,6.15,6.15,45.11,6.51,29.82,60.17,9.29,22.38,4.61,6.84,5.31,4.37,4.58,3.34,,4.81,2.92,4.02
2020-04-27,11.71,6.35,17.07,15.08,15.13,10.38,16.15,24.06,13.21,16.13,6.99,17.83,34.74,7.22,15,31.55,10.06,38.3,55.8,11.59,33.15,9.41,19.44,8.62,7.87,4.63,7.97,,7.85,7.47,7.44
2020-04-28,18.55,6.38,24.97,17.08,15.3,6.84,20.96,26.3,17.02,13.12,6.51,25.32,44.5,8.53,14.69,47.03,10.76,30.19,53.6,12.3,28.66,10.47,21.38,11.61,7.38,5.28,9.87,,10.5,10.6,5.72
2020-04-29,13.29,5.07,18.61,15.25,13.13,3.57,19.51,22.19,15.41,12.21,8.83,19.61,41.07,5.29,18.46,50.02,10.9,40.4,62.66,10.13,28.46,9.88,19.64,10.11,7.96,4.81,11.13,,11.05,10.1,6.07
2020-04-30,14.97,5.35,21.1,12.75,8.97,5.6,16.55,23.66,12.93,8.1,6.74,13.2,33.18,6.55,15.26,49.13,11.19,48.6,61.92,8.83,40.7,8.12,19.59,6.74,5.4,3.72,7.55,,5.83,9.58,8.14
2020-05-01,5.14,1.82,12.94,9.59,7.06,1.73,7.81,20.22,10.85,6.74,4.2,7.72,20.27,4.17,6.62,35.8,6.36,49.02,53.83,5.43,43.89,4.66,7.46,5.97,3.51,4.64,2.27,,2.72,2.65,3.15
2020-05-02,8.17,3.32,8.83,8.67,5.8,3.89,7.99,18.02,11.87,6.15,3.76,7.92,24.31,4.97,9.77,32.07,11.28,63.63,45.43,5.59,63.25,6.16,7.52,6.47,3.62,4.42,3.91,,8.24,7.43,5.12
2020-05-03,8.3,4.42,11.84,7.46,5.33,4.16,6.92,15.6,11.07,5.27,4.52,7.49,22.47,5.69,11.04,34.07,8.51,34.56,51.04,6.15,34.87,3.87,11.07,5.69,2.99,3.98,2.64,,7,3.61,5.85
2020-05-04,19.98,7.25,13.34,14.13,11.14,9.19,14.89,23.61,15.92,9.26,7.65,13.86,30.15,8.62,18.79,29.74,13.26,21.61,44.2,9.3,18.17,9.09,,10.45,6.27,5.34,6.91,,12.35,9.29,9.11
2020-05-05,26.73,6.6,17.35,22.14,17.24,8.91,22.46,25.39,16.83,11.97,8.37,26.06,39.98,8.7,17.33,46.58,11.42,30.84,55.21,12.79,23.95,10.21,,10.84,7.31,4.91,8.6,,8.33,11.37,8.37
2020-05-06,15.63,6.33,13.24,8.58,6.1,6.11,9.98,17.24,12.69,5.24,4.09,9.62,23.89,5.87,14.61,35.7,14.61,34.61,50.77,9.15,31.87,5.81,,7.8,4.25,4.44,9.33,,7.82,9.79,7.03
2020-05-07,22.5,9.44,16.24,13.05,10.8,9.89,16.3,23.68,15.61,8.46,8.58,13.09,32.94,7.31,23.33,45.51,14.47,21.22,47.32,10.53,15.78,9.87,,11.6,7.58,5.31,12.51,,16.09,14.59,12.66
2020-05-08,28.05,7.91,18.89,28.03,23.46,15.98,29.29,33.74,21.08,18.38,14.44,23.25,54.62,9.26,21.67,56.35,14.92,31.13,50.34,17.05,18.83,14.24,31.51,11.66,10.66,4.73,13.71,,16.43,16.08,15.81
2020-05-09,37.72,9.31,27.82,33.32,39.97,21.55,36.6,41.28,13.67,22.93,12.45,38.56,52.36,12.55,18.56,58.35,12.38,29.87,57.77,13.18,22.74,10.43,26.11,13.01,9.34,4.2,13.49,,14.12,18.99,8.8
2020-05-10,28.41,6.63,27.93,24.78,33.1,17.08,33.52,36.82,18.46,16.97,10.73,27.15,43,8.86,15.1,51.02,11.18,28.48,61.86,11.4,19.21,6.01,19.52,8.88,6.82,5.83,10.72,,11.11,13.71,6.31
2020-05-11,25.78,7.82,28.13,30.26,25.91,12.25,30.79,29.29,15.28,20.3,7.41,35.88,46.67,5.36,23.35,49.22,14.43,27.02,69.22,17.43,18.56,8.16,31.28,12.47,16.07,3.86,17.53,,12.15,11.89,6.88
2020-05-12,23.48,7.49,17.44,16.18,11.97,11.1,18.63,27.82,15.63,11.84,9.19,15.63,40.26,5.35,23.45,42.92,15.26,26.89,66.79,11.68,13.28,7.58,23.91,10.28,6.69,4.11,9.32,,10.91,8.5,9.29
2020-05-13,11.55,4.79,22.23,18.98,14.27,6.56,17.23,21.25,9.85,15.45,8.55,26.18,26.45,7.4,17.01,38.84,11.05,29.97,56.16,11.46,15.64,5.19,24.05,7.07,8.12,3.9,8.64,,9.9,7.94,4.99
2020-05-14,21.82,9.94,24.15,21.14,23.41,15.33,25.8,32.36,16,16.23,11.49,34.08,42.2,13.03,21.22,47.46,15.09,35.08,69.01,12.42,17.41,12.21,29.9,13.08,11.37,3.89,23.59,,14.52,14.66,8.55
2020-05-15,23.09,9.53,18.74,17.23,13.97,9.78,16.82,26.96,19.74,10.86,9.63,16.05,41.26,11.05,13.45,47.96,13.57,40.9,65.12,10.83,14.75,15.52,27.16,14.27,9.12,5.31,17.19,,18.53,13.97,12.97
2020-05-16,17.98,6.75,17.36,18.16,14.07,10.63,15.01,26.98,14.13,13.1,8.87,15.71,41.09,10.18,12.51,45.67,10.3,34.18,55.82,9.73,14.32,10,21.3,8.19,6.66,5.3,8.52,,12.63,8.64,9.5
2020-05-17,17.25,8.12,20.24,21.47,20.99,20.45,21.65,34.12,19.19,13.88,8.17,18.15,40.5,13.23,14.06,45.24,10.74,49.44,53.46,7.28,19.41,10.59,12.8,9.49,5.94,4.17,8.32,,11.37,7.97,8.24
2020-05-18,19.81,7.29,23.99,20.83,21.34,17.61,22.13,31.95,16.12,21.4,6.74,21.16,46,10.56,14.36,35.65,11.41,54.51,56.83,8.84,23.76,11.08,18.65,10.45,7.18,4.47,10.08,,12.67,8.96,8.74
2020-05-19,27.39,14,21.44,20.96,20.68,19.61,18.79,32.2,15.65,18.35,9.71,25.85,44.74,12.24,15.94,51.31,14.15,58.41,51.36,10.82,19.12,13.06,17.45,12.51,6.02,3.73,7.51,,12.64,10.69,10.98
2020-05-20,21.13,12.4,19.31,12.25,10.8,14.38,14.51,25.63,13.97,7.12,4.66,11.54,40.65,8.05,19.66,46.07,17.84,54.9,45.52,6.49,24.73,11.03,19.72,9.9,4.27,4.69,6.19,,11.01,6.58,11.15
2020-05-21,26.37,9.73,15.89,14.51,12.17,15.65,14.64,25.33,11.84,10.91,6.9,18.94,42.08,9.65,21.64,34.19,15.32,27.35,33.63,4.78,11.42,10.35,25.23,9.74,6.46,3.98,7.86,,10.81,7.43,8.01
2020-05-22,27.73,8.78,16.88,25.99,21.7,16.64,26.17,36.66,21.03,14.36,12.67,20.67,53.14,10.34,22.57,41.41,14.86,31.45,26.34,8.66,9.69,12.98,29.06,12.7,7.22,,13.28,,13.23,10.09,13.73
2020-05-23,25.63,7.45,23.23,24.1,27.91,11.63,32.09,35.89,21.35,19.46,13.44,25.09,49.75,11.97,20.43,52.6,13.1,46.75,39.5,10.74,21.7,10.69,24.06,11.13,7.53,3.92,12.39,,15.5,13.72,9.39
2020-05-24,15.76,6.8,18.67,12.02,15.97,13.35,20.27,24.38,16.41,8.55,7.96,14.72,32.96,7.56,17.27,36.28,12.09,41.61,27.27,7.94,22.72,10.38,15.72,9.95,7.29,3.37,8.65,,11.56,7.71,8.76
2020-05-25,20.96,8.01,13.85,11.06,16.12,13.34,17.76,26.12,16.39,7.22,8.61,16.8,37.78,7.69,20.43,28.84,14.81,32.14,28.21,9.76,13.39,9.63,22.71,10.62,5.42,2.89,8.23,,8.01,10.7,9.36
2020-05-26,21.16,8.88,12.34,14.46,19.96,10.37,19.56,26.41,23.81,6.74,5.47,13.53,38.36,7.67,19.44,29.35,15.27,43.89,29.94,9.23,20.62,11.74,21.78,15.43,6.22,3.05,8.07,,9.18,10.46,11.82
2020-05-27,24.38,9.36,11.35,10.81,14.33,12.27,18.34,28.12,18.63,6.02,4.72,14.96,32.2,7.94,20.12,30.75,13.28,37.99,33.69,8.53,15.72,9.71,21.86,15.3,6.05,4.12,6.63,,11.87,9.64,12.91
2020-05-28,23.98,8.07,13.1,13.26,14.1,13.9,20.32,26.57,17.93,6.82,5.38,18.24,36.61,8.35,20.51,29.12,14.9,40.24,37.91,10.09,5.46,10.61,33.91,15.19,8.21,3.44,9.55,,12.19,12.89,9.7
2020-05-29,27.22,9.38,11.56,17.47,14.73,10.43,21.07,28.64,18.11,8.23,8.77,16.36,37.88,,24.73,34.16,14.14,43.89,30.77,9.6,5.68,13.76,34.83,15.73,10.75,3.68,10.55,,10.21,10.81,12.02
2020-05-30,21.11,7.54,10.07,13.75,15.05,7.3,17.9,24.88,17.35,8.49,7.07,18.67,37.95,,18.79,32.76,12.93,42.94,32.1,7.31,5.84,13.24,30.2,15.61,6.19,3.14,11.62,,11.7,11.02,10.16
2020-05-31,12.55,6.14,9.57,10.07,10.25,8.74,13.94,21.8,13.71,5.82,5.33,11.47,30.06,,17.56,34.59,14.74,38.56,25.62,7.26,5.38,10.43,24.68,13.75,8.09,2.93,9.09,,8.89,7.48,8.36
2020-06-01,20.06,7.53,9.6,19.14,16.23,7.48,18.13,26.42,21.17,9.51,6.33,14.17,36.21,7.28,20.36,25.97,17.82,35.09,27.46,10.88,4.81,14.17,30.14,14.63,8.42,3.84,11.42,,11.62,10.84,11.16
2020-06-02,27.61,9.17,12.36,18.04,18.18,11.95,20.8,27.46,22.86,14.15,7.15,18.42,40.25,8.04,19.58,36.43,18.82,43.21,30.06,13.99,10.02,12.4,32.87,16.36,7.3,3.2,12.82,,15.2,13.9,14.23
2020-06-03,24.97,6.51,10.53,22.29,23.74,4.98,25.07,26.2,20.47,15.33,9.53,25.86,39.69,10.4,21.15,40.22,18.15,50.01,29.64,10.59,14.06,11.94,31.74,16.11,7.28,2.86,11.52,,14.61,19.15,9.84
2020-06-04,16.57,3.71,20.59,21.22,30.18,7.64,25.94,28.88,18.46,15.64,6.98,30.76,44.19,5.65,21.34,46.85,15.37,35.06,35.75,9.91,13,10.54,23.91,14.75,5.18,3.99,13.26,,12.03,16.09,6.62
2020-06-05,15.84,2.72,22.77,13.62,27.01,4.77,24.85,27.86,14.4,15.29,9.59,38.63,34.57,7.93,12.58,51.41,15.09,25.34,46.13,10.84,19.14,14.57,27.89,22.09,12.22,2.71,18.22,24.77,8.86,14.47,5.4
2020-06-06,27.48,8.32,22.17,24.07,29.21,,25.96,29.08,14.54,23.08,10.22,31.72,39.16,11.14,16.92,44.47,12.98,34.95,45.39,9.89,14.02,14.73,32.31,12.99,10.53,2.28,11.36,21.01,12.64,14.63,13.29
2020-06-07,21.5,8.98,25.09,16.25,22.97,13.15,23.83,26,10.63,17.38,5.99,31.12,35.26,8.7,10.07,48.1,10.49,38.33,36.64,7.42,8.35,8.7,24.96,8.93,6.45,2.55,6.84,16.35,8.06,9.55,6.14
2020-06-08,21.39,7.82,19.12,16.62,15.39,12.78,17.44,23.78,20.4,13.9,9.59,22.41,38.8,9.14,,46.07,14.54,40.13,40.89,9.29,6.49,12.55,24.01,14.79,7.22,2.58,8.72,17.42,9.17,10.58,8.06
2020-06-09,20.98,8.17,16.52,16.16,15.01,8.6,16.19,20.63,21.55,13.19,6.5,16.84,41.47,8.76,,52.23,13.19,26.77,40.89,9.74,8.38,7.97,19.07,11.79,5.75,2.68,7.89,15.72,8.83,8.26,8.52
2020-06-10,25.1,8.29,15.22,16.69,17.96,11.36,17.37,21.05,18.04,11.73,6.34,18.25,33.16,6.1,,47.22,12.45,26.37,,11.76,8.68,7.1,20.59,9.84,5.67,,8.12,13.64,8.72,7.97,7.53
2020-06-11,25.72,10.27,14.41,14.77,20.23,13.22,18.24,23.83,21.63,11.17,6.23,15,38.08,6.74,,38,17.67,15.65,,8.84,6.17,9.53,27.72,12.72,6.98,3.41,11.62,11.74,11.46,11.98,9.38
2020-06-12,25.81,7.06,28.39,19.69,22.55,14.6,25.34,25.75,21.81,11.96,9.62,16.78,43.81,8.04,,41.2,25.96,15.91,23.27,14.3,5.81,12.03,30.3,15.31,11.05,3.33,13.16,23.32,11.91,13.33,13.47
2020-06-13,23.26,7,35.92,17.26,21.25,15.4,24.23,26.01,15.52,9.71,10.64,14.79,45.14,11.56,,47.09,22.82,13.06,26.21,15.63,4.99,14.8,28.77,13.23,8.86,3.77,12.08,23.82,12.88,12.43,12.45
2020-06-14,13.61,7.1,32.31,12.51,14,14.47,17.23,23.25,12.68,7.67,9.96,13.12,37.05,13,,53.24,16.01,12.94,24.77,11.24,4.16,8.58,20.32,12.9,5.77,3.4,8.71,13.53,8.97,9.25,7.44
2020-06-15,22,7.06,20.94,13.58,12.27,8.93,13.87,19.83,17.23,7.66,5.44,13.14,36.95,17.59,,43.72,14.1,17.96,24.06,11.12,5.26,9.02,26.03,10.84,5.46,3.5,8.54,18.08,9.23,10.65,9.1
2020-06-16,21.43,7.54,17.84,17.52,11.14,10.59,14.12,20.09,15.71,8.54,5.24,11.67,35.52,17.62,26.49,44.93,13.66,20.83,24.35,9.34,7.71,6.61,23.8,10.69,3.41,2.61,7.24,13.86,7.56,12.86,8.96
2020-06-17,19.49,9.14,18.25,18.84,13.86,10.4,19.24,23.09,14.3,8.06,6.2,16.87,40.93,16.8,31.44,41.7,17.69,19.99,31.5,8.47,5.94,9.31,24.25,10.84,5.07,3.02,9.52,17.73,8.45,12.1,10.88
2020-06-18,20.75,8.98,18.89,16.66,14.67,12.63,17.95,21.55,17.66,9.26,5.06,12.63,39.8,12.98,29.56,48.4,19.38,22.58,23.41,8.26,6.05,9.91,27.01,11.33,9.15,2.97,11.45,20.77,10.08,11.02,11.64
2020-06-19,28.34,8.85,18.39,17.26,18.48,17.25,21.44,23.55,16.53,8.79,,17.79,41.82,15.65,25.77,55.32,21.31,17.13,23.83,10.08,3.71,12.99,32.02,13.23,7.15,2.97,13.29,24.81,8.38,11.2,11.62
2020-06-20,16.51,7.65,15.05,10.45,9.56,12.43,13.88,20.05,12.59,5.38,4.35,11.69,31.09,12.2,24.74,45.79,15.98,14.35,22.32,7.58,3.14,9.21,25.43,10.36,5.52,3.96,8.69,19.21,9.06,9.63,6.87
2020-06-21,10.95,5,9.9,9.04,7.69,8.7,10.11,14.79,11.56,2.98,,7.41,23.22,8.12,18.42,35.77,10.72,17.15,20.33,6.34,2.72,6.56,18.58,8.66,3.37,3.74,5.63,9.29,5.46,7.11,3.62
2020-06-22,20.58,10.18,9.27,8.75,6.15,9.83,9,17.64,12.03,5.71,,4.44,28.57,6.57,18.55,30.93,17.46,30.38,20.07,7.37,4.98,8.82,15.63,14.53,5.38,3.02,9.19,15.3,12.84,12,7.93
2020-06-23,21.35,10.85,14.34,11.15,8.48,15.76,10.96,20.46,12.37,8.7,,6.19,30.12,5.04,24.13,38.97,13.48,29.55,26.86,12.45,3.25,6.41,17.12,16.22,5.82,,5.82,15.53,20.3,11.47,6.35
2020-06-24,27.72,6.63,17.05,20.61,17.71,15.79,34.17,22.9,16.27,11.68,8.69,16.07,44.19,7.27,27.9,42.93,15.66,18.31,24.4,12.9,5.31,12.2,33.66,12.62,8.02,,18,28.58,10.59,9.56,12.28
2020-06-25,23.89,7.55,18.72,24.42,32.56,22.21,50.31,28.49,16.46,24.78,10.01,25.45,32.52,11.96,20.44,47.22,11.22,15.94,19.52,11.18,8.3,11.41,29.16,10.76,8.34,2.52,8.09,18.98,9.16,10.32,9.12
2020-06-26,18.08,5.5,20.76,19.47,21.58,17.77,42.64,27.36,8.57,19.19,5.94,33.43,28.23,6.96,17.98,49.94,12.84,17.62,25.98,13.02,11.31,9.34,28.31,10.71,8.38,1.77,6.14,22.45,8.89,16.1,5.3
2020-06-27,12.8,4.08,25.28,15.72,14.99,10.03,36.02,18.29,9.07,16.53,5.74,38.61,26.14,8.06,15.97,48.93,13.39,20.02,26.14,11.15,7.96,10.7,18.6,9.88,8.68,1.95,4.63,17.52,8.58,13.69,5.91
2020-06-28,22.62,7.87,24.15,18.15,23.36,19.24,45.07,22.97,8.95,19.01,17.75,35.91,37.82,11.48,13.71,47.4,8.82,19.08,22.94,9.01,6.33,10.9,20.98,9.54,8.55,1.96,8.59,18.17,5.8,8.34,10.97
2020-06-29,30.85,5.41,19.27,18.83,30.42,16.53,56.73,37.44,17.08,15.18,11.85,33.39,44.89,8.49,20.13,47.91,12.31,16.87,27.05,9.94,6.3,9.4,27.05,11.7,10.06,2.56,10.74,18.47,7.58,10.78,11.76
2020-06-30,15.4,4.95,25.99,14.65,13.35,13.97,32.25,32.88,10.21,12.72,7.7,19.55,33.53,6.97,15.36,42.55,10.9,16.32,26.37,8.42,5.3,8.53,30.45,9.19,6.06,3.27,9.36,20.93,6.42,10.6,10.46
2020-07-01,15.87,9.72,22.09,23.68,20.8,23.89,48.73,31.85,8.3,22.38,6.89,39.26,32.69,8.13,16.58,42.08,9.57,17.27,24.32,11.83,10.79,11.6,31.41,9.81,9.25,2.92,7.42,24.1,8.05,9.57,10.06
2020-07-02,24.06,7.83,23.1,20.05,18.42,15.21,40.5,33.66,15.14,13.24,14.46,31.71,47.32,8.2,25.25,36.42,11.62,22.03,33.15,11.64,8.27,12.52,24.6,12.46,8.29,2.7,11.22,23.04,6.96,12.02,7.73
2020-07-03,20.87,8.83,26.98,12.1,13.83,13.45,32.04,31.33,16.37,7.25,8.82,20.98,33.34,7.4,26.05,39.83,10.1,21.55,30.94,9.26,5.29,7.11,29.78,10.91,6.22,3.07,7.17,20.1,6.1,9.27,8.24
2020-07-04,20.15,7.89,22.34,11.85,9.96,14.83,23.91,30.41,11.68,8.04,6.18,11.15,36.84,4.97,23.97,23.57,9.78,16.69,31.24,7.14,4.08,9.49,21.58,9.87,4.96,3.88,7.05,14.71,5.09,7.72,9.64
2020-07-05,21.02,7.82,22.05,13.2,10.32,14.34,23.11,30.3,11.55,9.4,6.37,14.25,38.97,5.64,19.38,21.82,8.54,16.97,23.52,7.46,3.46,10.24,17.69,10.7,6.85,3.17,7.02,15.25,5.06,5.66,8.4
2020-07-06,32.24,7.9,25.39,24.34,19.39,18.18,41.49,44.75,19.1,12.53,8.41,25.43,53.37,,24.4,32.07,10.87,18.64,23.72,9.84,5.86,13.92,30.9,13.51,8.98,3.41,8.48,22.55,7.19,9.34,8.38
2020-07-07,20.34,7.03,16.95,11.08,15.09,17.14,39.39,39.63,20.34,8.34,5.29,14.02,37.12,5.94,28.67,19.7,12.76,11.41,14.26,6.77,3.56,10.63,29.35,14.22,7.17,3.52,8.93,20.26,6.95,7.86,7.49
2020-07-08,24.33,6.63,16.98,16.46,21.19,15.7,45.44,42.35,14.99,14.93,8.53,24.43,46.51,7.96,20.45,20.37,9.08,15.16,18.35,9.83,7.09,12.27,28.69,11,7.68,2.95,10.26,21.83,6.35,8.12,13.02
2020-07-09,24.57,6.11,23.86,21.12,29.91,22.86,50.81,46.3,10.96,22.95,11.52,34.87,37.54,10.77,20.64,32.05,9.4,15.87,24.54,10.74,7.94,10.33,32.29,12.8,8.67,2.85,12.57,21.22,7.71,9.25,12.18
2020-07-10,15.19,6.45,26.73,21.38,20.46,14.29,48.51,37.5,9.75,18.56,6.32,42.62,34.24,9.08,20.35,31.72,10.43,17.95,26.39,14.11,11.32,9.87,28.8,10.34,9.18,2.69,8.49,21.79,8.75,9.42,8.37
2020-07-11,10.06,4.35,30.03,12.76,11.32,8.7,35.05,30.9,8.42,18.21,5,39.13,29.55,7.68,18.68,31.19,9.25,16.25,26.93,12.65,7.94,11.59,27.26,9.92,8.37,2.84,4.19,16.1,7.46,9.69,6.31
2020-07-12,11.76,4.69,14.93,5.73,5.94,11.42,12.91,24.87,8.8,3.96,6.67,9.26,29.72,4,19.36,19.23,9.5,14.72,21.29,5.22,2.5,7.87,17.14,9.5,4.87,4.01,4.54,8.97,5.29,5.06,5.15
2020-07-13,16.7,6.92,12.94,12.75,8.37,15.74,20.2,29.82,9.19,10.86,2.93,13.68,42.72,5.2,21.38,16.09,10.81,12.15,19.22,6.22,3.3,11.3,28.62,10.93,5.89,3.3,7.86,16.78,6.84,6.74,6.43
2020-07-14,21.17,7.14,13.37,12.35,9.7,17.9,23.93,32.48,10.57,12.27,7.38,16.36,41.19,6.03,24.87,22.69,9.2,13.73,20.86,9.88,5.69,11.09,28.86,12.66,8.24,3.99,11.15,19.96,7.05,8.02,8.56
2020-07-15,28.05,9,20.46,18.25,20.26,20.43,44.69,48.64,19.84,16.2,10.87,25.05,47.26,12.55,21.75,26.32,9.34,17.88,34.7,11.93,5.99,9.12,32.37,10.74,8.71,4.1,8.9,,7.28,13.09,16.59
2020-07-16,34.26,8.81,22.24,14.94,17.04,19.76,37.42,44.84,18.33,13.61,7.19,16.34,47.85,7.2,26.25,31.51,10.72,18.51,34.19,8.56,6.26,11.14,29.24,8.07,8.18,4.13,11.04,23.73,7.83,10.96,12.81
2020-07-17,24.17,10.16,12.91,14.72,10.21,17.3,27.96,33.25,15.61,10.55,5.27,12.5,37.99,5.51,24.74,25.68,11.97,25.71,35.28,9.39,5.98,9.3,22.37,11.02,7.36,4.84,7.72,,8.29,8.82,7.2
2020-07-18,12.62,4.93,13.66,11.01,8.98,8.61,19.84,20.72,11.35,8.9,4.15,13.53,35.69,6.3,14.53,13.89,10.14,20.16,36.38,6.8,5.12,7.31,20.61,7.13,4.77,3.18,5.38,13.72,6.74,6.29,5.69
2020-07-19,12.08,3.59,13,8.71,8.28,7.96,22.81,20.96,12.65,4.73,5.2,8.49,34.11,5.09,16.13,17.2,8.81,16.54,37.3,6.56,3.32,6.7,14.71,6.14,4.42,2.84,6.24,10.22,5.14,4.65,8.54
2020-07-20,23.87,6.04,17.03,19.14,18.46,14.19,31.64,28.09,,12.62,8.28,18.61,39.16,6.42,25.1,22.35,12.21,20.17,33.73,10.72,7.95,10.78,25.94,9.17,7.71,3.38,10.17,21.92,8.17,9.23,12.59
2020-07-21,29.54,5.37,24.15,22.43,28.86,18.99,46.52,40.57,,19.47,10.79,20.52,48.9,8.39,18.08,22.89,11.06,19.7,32.83,8.75,6.04,12.11,27.69,8.76,9.27,3.79,11.77,24.5,8.86,9.92,13.37
2020-07-22,25.8,8.94,25.65,17.93,24.65,15.85,41.16,41.1,,18.11,7.45,17.89,43.06,9.73,19.25,32.13,10.95,18.46,35.34,11.01,7.2,10.94,27.01,9.44,8.72,3.16,13.22,24.37,8.51,10.07,10.06
2020-07-23,17.37,8.73,26.44,18.31,17.78,20.71,34.75,36.69,,16.08,9.91,23.58,44.4,9.67,21.71,23.61,11.51,23.1,36.78,9.38,8.55,11.01,26.45,9.5,8.18,3.82,7.93,22.9,8.55,8.85,8.96
2020-07-24,14.65,6.99,25.99,16.58,13.28,10.75,23.77,26.21,20.32,12.73,7.85,30.36,36.74,7.17,14.57,21.24,9.44,26.05,41.45,9.61,9.19,7.25,25.24,6.1,6.91,2.4,6.42,19.51,8.5,9.95,7.21
2020-07-25,16.7,5.47,24.06,13.68,10.47,8.9,27.48,17.57,23.14,7.02,6.45,12.13,37.91,5.18,13.65,20.54,10.61,21.52,43.87,8.21,4.85,9.14,17.9,7.61,7.52,2.26,4.65,16.22,8.18,9.17,6.99
