Datum,Novi Sad Rumenacka,Novi Sad Liman,Beocin Centar,Sremska Mitrovica,Beograd Stari grad,Beograd Novi Beograd,Beograd Mostar,Beograd Vracar,Beograd Zeleno brdo,Sabac,Kostolac,Smederevo Centar,Obrenovac Centar,Smederevo Carina,Valjevo,Bor Institut RIM,Kragujevac,Kosjeric,Popovac,Zajecar,Cacak,Paracin,Uzice,Kraljevo,Krusevac,Kamenicki Vis EMEP,Nis O.s. Sveti Sava,Nis IZJZ Nis,Novi Pazar,Vranje,Vrsac
2020-07-26,11.94,6.32,18.23,11.06,10.95,7.48,23.32,14.61,25.24,7.52,5.58,12.59,36,4.61,13.68,24.03,7.79,18.81,41.28,5.51,3.77,8.22,16.1,5.87,5.19,1.85,6.52,11.92,6.16,6.37,5.61
2020-07-27,24.86,7.36,22.18,16.45,17.3,17,34.39,24.29,28.08,11.08,8.44,14.76,42.48,5.47,24.71,23.71,13.01,18.24,40.44,8.07,4.03,11.76,28.47,8.72,7.71,2.09,13.07,23.01,8.63,12.67,10.13
2020-07-28,23.23,5.87,21.09,18.54,25.92,15.71,47.65,32.93,26.66,20.18,12.77,24.47,47.09,8.49,21.07,27.17,10.72,17.07,30.12,10.2,8.03,9.43,27.63,7.66,8.64,2.33,11.01,20.21,8.73,9.72,13.15
2020-07-29,22.65,6.88,21.41,21.41,25.99,24.93,48.61,29.82,16.78,24.04,14.19,33.68,45.91,9.57,22.65,34.84,10.47,20.2,31.63,10.02,7.59,9.95,27.89,8.55,10.27,1.72,14.31,22.24,8.84,10.84,14.46
2020-07-30,32.61,7.77,21.37,20.19,33.16,25.57,49.56,46.82,27.01,23.71,16.88,29.92,47.87,8.88,21,35.82,10.92,22.89,35.13,10.69,7.77,12.1,33.06,8.78,10.71,1.54,14.44,,11.46,10.74,14.92
2020-07-31,,8.19,24.14,18.49,22.24,22.64,35.64,36.95,29.72,14.35,12.65,25.07,47.57,11.36,22.23,32.25,11.55,24.91,38.89,9.77,6.77,10.9,30.71,8.68,9.04,2.45,13.89,,7.1,11.36,12.02
2020-08-01,18.59,7.68,28.77,15.99,12.02,15.58,25.87,31.01,22.1,14.07,5.92,15.81,42.74,6.37,24.51,33.14,13.41,24.64,35.39,8.78,4.28,11.12,26.24,9.02,7.49,3.24,10.11,18.37,7.79,12.32,8.51
2020-08-02,15.21,4.36,20.09,13.11,12.97,14.41,29.55,28.64,17.01,16.94,11.93,22,36.02,6.89,14.05,19.54,7.8,15.5,27.74,8.94,4.62,9.41,21.73,6.77,7.98,2.39,6.22,14.75,7.26,8.24,11.35
2020-08-03,11.32,4.67,22.37,20.26,16.5,11.4,42.14,25.12,16.74,14.98,5.28,36.79,33.05,7.92,23.08,23.33,10.45,20.84,30.1,11.5,10.68,9.4,27.37,7.89,7.94,2.1,10.5,21.19,9.83,16.01,5.08
2020-08-04,14.69,5.64,28.12,15.36,16.68,8.81,38.41,22.85,16.01,12.21,4.98,32.47,28.94,5.3,27.96,22.12,9.4,27.98,39.35,10.62,13.53,8.53,34.48,7.03,6.81,2.3,4.21,12.98,11.01,12.71,4.98
2020-08-05,18.45,7.75,14.3,17.67,10.66,12.18,25.24,15.03,23.91,16.65,7.74,10.82,41.65,4.99,14.49,19.83,13.97,25.62,46.76,9.63,10.17,11.75,19.13,8.84,8.41,1.81,9.23,20.47,12.75,11.67,10.6
2020-08-06,19.06,8.03,19.65,14.89,11.82,14.94,23.69,18.87,20.46,13.32,6.2,22.01,50.98,6.96,17.51,22.88,13.22,32.89,44.92,16.91,8.8,11.04,21.29,9.93,5.48,1.96,7.54,13.67,15.53,10.68,9.02
2020-08-07,22.23,10.8,19.98,17.41,18.63,23.22,42.32,30.41,21.46,12.29,11.35,23.61,39.68,8.3,19.95,19.26,14.09,22.28,41.8,14.32,5.62,9.55,26.51,10.05,7.84,1.75,10.44,16.62,9.78,15.38,10.89
2020-08-08,20.13,7.44,21.5,13.21,10.9,15.14,31.94,15.35,19,7.62,7,12.15,47.72,5.09,15.45,19.5,13.9,30.33,44.58,10.15,5.04,8.35,19.19,6.55,5.2,1.96,6.38,14.99,10.25,11.82,9.95
2020-08-09,17.76,7.3,22.81,11.49,12.8,8.79,28.62,14.92,22.91,8.59,8.08,15.19,38.5,5.56,17.56,20.13,10.18,40.14,43.14,6.4,5.86,8.23,15.25,5.9,6.47,1.42,10.49,12.61,10.23,7.66,9.53
2020-08-10,29.97,10.33,20.59,21.51,32.47,16.11,52.23,27.77,38.97,15.21,13.41,25.07,46.98,6.79,18.17,28.63,12.04,25.93,35.57,11.26,8.02,11.04,28.02,9.8,8.91,1.68,12.09,19.15,10.17,10.97,11.4
2020-08-11,26.2,9.77,22.54,18.35,16.09,17.6,33.12,29.46,23.74,14.98,11.02,19.5,41.3,6.82,19.29,32.03,12.55,30.4,39.14,12.49,7.3,10.35,29.69,8.26,10.66,1.79,12.25,20.19,10.94,11.35,9.9
2020-08-12,27.88,8.6,19.62,22.54,16.29,23.09,39.45,28.31,25.78,13.67,10.86,17.45,46.39,5.47,20.32,31.2,12.98,26.34,39.31,9.2,5.35,11.5,29.65,,9.47,2.09,8.54,18.83,10.39,11.99,12.32
2020-08-13,25.82,7.4,,22.48,28.79,15.91,54.89,35.49,32.59,20.47,13.38,33.19,46.4,7.8,19.84,27.32,10.88,24.48,33.87,11.37,7.56,11.49,32.2,9.04,9.2,1.85,8.9,19.08,9.49,11.81,12.18
2020-08-14,30.53,11.56,,18.97,26.89,21.78,48.33,36.34,29.85,15.66,8.6,28.38,51.32,8.37,23.09,32.75,12.87,26.66,34.52,12.59,8.02,11.72,28.49,10.37,10.97,2.12,13.33,17.67,10.3,15.49,8.95
2020-08-15,19.81,5.63,16.01,18.78,16.08,8.88,32.35,16.34,29.72,11.87,5.68,14.51,42.38,4.71,19.59,20.03,12.15,32.39,41.42,10.15,5.78,12.28,23.31,9.56,7.67,2.03,8.11,15.55,10.87,10.51,8.67
2020-08-16,8.71,3.82,19.61,11.92,10.38,6.3,22.85,9.67,18.41,9.11,4.48,19.85,27.4,3.64,12.21,16.05,8.29,21.64,37.65,6,6.65,5.97,21.12,4.23,3.89,1.58,2.61,9.71,7.45,7.1,3.55
2020-08-17,8.1,3.31,20.28,17.98,12.71,7.74,32.63,11.51,14.3,16.01,5.36,33.99,25.04,5.94,15.97,23.65,10.5,26.3,37.77,13.26,10.66,9.78,22.05,7.33,7.88,1.5,6.31,19.67,10.6,11.16,5.84
2020-08-18,20.98,6.8,8.19,18.87,16.1,12.19,34.29,17.68,28.21,14.5,8.76,20.72,40.04,5.96,21.33,24.23,10.92,26.27,33.48,11.95,6.32,10.78,20.86,9.84,6.73,2.37,8.37,16.18,9.96,11,9.34
2020-08-19,19.94,7.35,15.58,12.64,10.25,12.4,30.49,18.65,20.66,6.67,3.92,12.67,40.18,3.7,28.62,23.94,14.52,26.44,38.38,12.68,4.81,10.36,27.22,11.01,6.66,1.63,8.58,17.82,8.98,11.37,8.32
2020-08-20,30.01,7.56,16.15,18.44,17.01,19.32,36.48,24.79,26.31,14.16,11.02,15.42,48.78,5.2,27.68,16.67,16.79,20.79,37.02,16.07,4.35,15.39,26.57,11.33,7.29,2.34,14.71,21.43,12.64,14.78,13.98
2020-08-21,31.28,7.5,12.24,24.64,31.64,24.1,53.07,36.05,33.41,25.12,14.87,26.09,48.33,8.97,21.14,28.51,12.21,22.74,28.53,13.49,7.58,14.03,34,9.76,10.87,2.33,14.32,23.6,11.86,12.71,17.65
2020-08-22,27.67,8.76,8.79,24.13,35.88,24.01,57.83,40.14,18.8,28.55,13.88,37.03,40.19,9.32,16.77,38.02,10.84,19.27,25.48,10.99,7.84,9.31,29.48,7.89,10.57,2.01,15.37,20.38,10.5,13.12,15.91
2020-08-23,22.88,6.67,9.03,11.99,17.93,15.24,36.39,31.13,21.58,8.76,7.09,18.69,36.41,7.48,19.63,24.62,11.77,19.1,30.51,9.83,4.29,11.19,21.47,7.84,7.92,2.12,11.65,16.52,8.96,8.99,11.02
2020-08-24,22.96,7.18,9.97,13.33,16.2,17.68,35.56,24.75,30.5,9.32,11.4,19.94,45.66,6.12,22.41,24.21,13.16,25.87,37.91,10.95,6.56,12.77,25.16,10.41,9.12,3.52,10.91,20.07,11.9,9.26,10.79
2020-08-25,24.13,7.55,7.48,19.73,14.38,12.39,36.01,18.87,33.27,10.5,6.9,15.25,45.13,,23.1,25.24,16.83,26.25,35.7,9.66,6.22,13.13,23.45,10.33,9.43,,10.68,17.88,11.55,10.56,9.54
2020-08-26,28.44,7.72,7.76,18.92,28.47,13.96,57.28,22.54,28.56,22.9,9.89,30.86,43.47,,17.65,30.24,11.23,22.93,25.68,13.38,8,11.02,29.72,10.18,10.96,1.75,13.51,15.85,8.72,10.72,9.68
2020-08-27,37.04,9.33,9.65,20.31,27.93,28.58,50.17,30.42,23.69,22.5,11.67,22.73,39.09,,20.64,40.06,,20.54,20.43,11.31,6.26,14.03,32.98,9.8,10.41,2.13,17.08,24.25,12.51,11.46,12.25
2020-08-28,21,7.31,13.24,23.5,24.63,26.51,64.43,21.27,18.98,23.21,8.86,46.5,38.34,,23.53,34.42,,23.1,26.15,17.45,11.86,12.95,35.53,11.57,12.61,1.66,15.52,23.01,11.6,18.02,10.65
2020-08-29,21.44,5.91,11.88,18.55,20.8,15.78,47.41,22.26,18.55,17.3,6.1,42.08,43.31,,20.57,36.03,17.35,24.04,33.2,13.56,8.89,17.2,28.11,8.94,12.32,2.56,13.52,19.82,11.42,21.3,7.46
2020-08-30,16.8,4.96,7.57,15.6,21.23,12.84,47.12,21.66,17.07,14.72,8.13,32.66,39.58,,17.6,37.15,17.72,23.28,38.71,11.83,6.88,13.51,25.11,7.43,11.62,2.28,14.16,18.23,10.1,16.64,5.2
2020-08-31,25.62,10.47,10.77,19.88,21.23,24.93,42.45,31.2,21.88,17.57,12.77,34.21,52.86,,25.09,39.05,21.03,28.01,40.63,17.82,9.64,16.4,33.28,13.8,14.5,2.14,21.04,31.88,,19.11,9.39
2020-09-01,17.79,6.86,11.93,11.27,11.88,16.04,25.3,21.87,23.1,6.77,5.7,17.73,38.64,5.2,17.97,32.71,19.06,16.16,44.89,11.37,6.36,11.77,26.77,8.85,8.44,3.67,12.99,20.35,11.16,13.09,8.22
2020-09-02,24.52,7.1,13.77,14.95,13.83,21.36,30.97,22.19,22.77,11.3,9.49,15.7,42.83,5.1,22.3,21.35,17.83,12.65,23.14,9.14,5.17,12.62,28.31,9.37,6.87,2.94,9.29,17.04,9.83,8.17,12.62
2020-09-03,33.49,9.66,14.22,24.1,19.68,28.33,41.36,34.17,34.03,13.16,8.09,18.81,43.02,6.78,27.31,18.55,21.81,20.07,28.59,10.61,4.73,13.98,29.35,10.3,8.44,3.89,15.78,23.72,11.19,10.15,12.23
2020-09-04,32.33,11.88,9.61,19.67,19.9,25.11,44.07,32.28,33.87,11.03,8.58,19.02,51.94,5.56,30.7,21.59,24.34,18.39,23.45,13.83,4.89,14.68,34.06,12.42,8.7,3.7,14.73,22.37,12,12.26,16.41
2020-09-05,28.92,8.83,10.46,23.48,37.87,22.36,56.63,40.39,32.88,23.99,16.5,,50.76,8.89,19.84,31.95,15.54,20.24,26.41,12.44,8.86,14.49,35.78,10.26,10.95,3.37,15.33,23.67,10.21,12.1,16.09
2020-09-06,32.4,7.23,10.72,23.75,38.26,32.29,61.07,51.61,18.9,25.8,11.09,,42.69,9.95,18.69,37.94,14.23,19.08,33.99,11.58,7.31,12.19,28.8,9.45,10.81,2.18,17.81,25.63,11.84,15.78,12.42
2020-09-07,26.7,7.57,10.44,15.73,21.26,20.51,52.57,39.6,23.73,10.55,7.65,39.17,40.86,7.37,27.65,34.32,21.31,21.55,42.28,17.27,6.49,14.11,30.95,10.14,9.14,2.73,20.73,27.42,13.46,16.4,8.08
2020-09-08,29.4,6.17,8.09,22.9,14.18,26.68,39.96,33.34,21.4,11.99,9.19,14.19,44.03,4.79,24.14,26.64,21.45,23.84,43.05,,6.2,13.49,26.17,9.6,10.53,3.4,9.94,17.21,13.27,9.8,8.89
2020-09-09,33.24,7.29,11.9,30.87,34.04,36.19,60.84,53.2,32.13,32.03,16.59,30.18,44.42,8.62,19.89,36.51,19.31,,31.9,12.86,8.86,18.75,32.37,11.37,12.83,2.42,20.01,,11.62,11.87,19.42
2020-09-10,39.69,9.62,16.15,31.64,42.77,35.76,67.24,60.85,39.43,19.03,16.83,29.01,60.2,11.3,27.48,31.11,24.62,,30.77,13.38,7.04,18.16,37.79,13.46,12.75,2.18,17.7,26.25,12.63,11.98,17.45
2020-09-11,26.92,12.49,20.62,26.89,33.59,31.93,66.79,47.82,35.99,,13.61,40.15,47.04,12.74,22.2,39.51,19.86,,31.28,18.19,12.91,20.17,51.86,15.14,15.57,2.25,12.97,31.21,13.73,15.25,10.85
2020-09-12,32.03,11.04,20.05,25.67,19.48,26.98,46.48,28.86,18.54,29.67,9.25,45.15,47.48,6.68,22.86,35.65,19.22,,40.21,15.84,10.1,13.58,38.81,12.32,14.35,1.85,10.16,27.97,13.37,15.34,11.65
2020-09-13,34.46,10.5,16.06,24.25,25.08,40.18,51.68,42.82,21.09,28.56,14.45,31.82,49.25,9.74,18.08,42.64,14.22,,36.87,14.61,7.55,15.98,34,9.89,12.48,1.66,10.88,22.6,10.7,11.3,15.12
2020-09-14,35.68,9.22,14.73,30.38,28.7,41.56,57.19,61.62,31.65,25.28,16.06,26.7,53.35,8.67,23.9,42.53,22.32,,38.04,12.16,10.05,15.84,43.48,13.09,14.81,1.45,13.81,32.07,14.34,15.36,13.43
2020-09-15,33.06,8.79,17.54,30.17,36.34,35.73,61.72,50.64,20.04,26.38,11.2,46.21,42.48,9.19,24.5,37.67,20.93,,37.88,17.33,14.87,13.44,41.07,12.65,12.35,1.75,16.15,32.47,16.14,17.9,9.87
2020-09-16,17.87,7.41,16.41,24.03,17.93,21.33,47.14,25.62,16.1,27.92,7.77,43.95,39.43,6.12,23.12,39.81,22.73,,32.27,19.1,13.3,11.49,39.5,11.24,12.43,1.57,11.15,24.97,13.1,18.69,7.81
2020-09-17,19.74,10.75,18.57,21.74,23.07,34.64,48.69,32.45,20.52,26.5,17.9,40.29,58.38,8.29,23.29,39.17,23.4,,38.63,17.68,9.75,20.6,41.54,12.46,14.88,1.39,10.23,25.2,15.76,13.58,15.85
2020-09-18,23.41,10.79,11.47,14.58,9.82,21.89,25.86,20.16,19.05,11.3,5.16,14.76,45.13,4,23.66,35.36,22.15,,28.6,13.54,7.58,15.62,33.94,12.42,9.92,2.93,10.72,19.26,13.79,9.66,9.81
2020-09-19,30.17,9.09,10.72,28.77,24.39,27.1,38.76,32.53,28.61,28.57,8.98,28.2,47.46,7.79,19.58,27.22,17.95,,27.17,11.36,9.19,11.71,33.86,10.69,11.92,2.5,7.88,18.22,12.33,10.13,10.58
2020-09-20,16.35,5.75,14.67,23.26,16.94,19.62,39.7,20.43,18.69,21.63,9,40.16,36.65,8.5,19.42,38.34,18.96,,21.44,12.24,10.08,9.73,28.9,8.06,10.58,1.79,10.7,21.34,12.1,9.84,6.34
2020-09-21,14.85,6.86,18.72,22.93,18.7,14.59,49.66,22.92,18.6,29.29,9.48,54.32,43.7,8.5,27.19,43.14,20.63,,28.51,18.72,14.86,14.5,48.11,11.45,14.33,1.78,14.88,27.59,15.73,20.22,8.54
2020-09-22,21.57,7.52,19.06,24.3,21.44,12.17,49.19,28.2,20.59,24.31,7.38,43.21,54.71,6.87,23.8,40.33,23.35,,37.62,15.78,14.17,17.29,39.97,13.11,16.8,2.34,30.28,29.95,15.56,18.87,5.96
2020-09-23,32.38,6.75,20.56,25.66,25.74,17.9,52.37,31.36,26.86,20.78,10.57,36.97,58.33,5.53,26.42,34.64,19.86,,43.53,15.05,16.61,20.01,39.58,11.42,15.23,2.55,15.21,22.63,15.25,13.59,6.72
2020-09-24,35.34,7.82,17.96,29.08,41.43,26.49,61.71,58.3,32.64,26.4,15.31,35.56,53.99,9.58,22.41,41.93,20.88,,36.32,16.34,11.82,16.26,41.2,13.33,15.86,3.53,20.09,27.56,12.83,13.38,14.66
2020-09-25,23.81,5.63,17.71,26.8,33.47,21.19,52.47,32.61,22.5,29.06,7.96,31.51,39.62,3.89,24.93,44.32,17.65,,32.92,14.93,15.4,13.68,40.62,10.11,15.35,2.4,17.15,21.78,14.46,13.87,5.93
2020-09-26,18.7,5.6,14.49,15.16,11.93,13.2,24.23,19.04,19.82,11.24,5.63,16.75,39.68,4.3,20.48,29.97,16.72,,39.07,12.18,6.81,9.77,29.02,9.9,8.13,1.83,9.39,12.34,8.72,12.84,8.81
2020-09-27,9.42,4.62,9.24,13.25,12.34,14.97,23.81,14.64,17.48,14.17,5.85,21.85,27.82,5.33,14.76,36.35,11.89,,26.55,10.15,13.58,10.33,26.29,7.1,10.02,2.33,9.48,11.91,12.57,12.89,6.3
2020-09-28,15.03,6.04,13.77,19.57,20.18,16.59,37.2,27.42,23.02,18.09,6.39,27.55,31.87,5.23,19.87,25.51,,,22.8,15.09,11.88,10.33,28.04,11.27,9.85,2.13,14.47,26.29,16.5,14.63,7.57
2020-09-29,20.74,8.17,13.36,15.03,18.21,18.76,36.99,32.91,35.19,11.53,5.01,11.78,38.13,5.32,22.63,29.93,,,3.43,9.45,6.63,14.18,31.18,12.01,8.32,1.93,18.34,24.85,13.78,12.77,11.95
2020-09-30,17.93,7.95,23,13.94,17.46,15.45,33.25,28.99,31.27,10.08,5.74,13.31,38.94,4.65,24.9,29.24,23.73,,3.11,10.01,8.33,14.66,29.44,16.23,9.6,2.18,17.76,26.82,13.21,13.93,9.16
2020-10-01,25.74,6.83,22.2,25.41,30.78,17.75,44.37,35.99,29.25,21.91,7.32,22.64,45.54,4.68,28.27,36.59,22.81,13.22,3.61,13.02,20,17.46,40.19,13.31,16.33,2.27,19.68,27.25,22.87,16.64,10.52
2020-10-02,20.09,3.5,8.62,26.41,36.63,,55.62,35.84,25.22,27.78,7.87,37.89,44.54,5.67,24.34,52.14,19.48,11.49,6.18,23.44,21.47,13.85,42.81,13.08,12.73,2.84,24.08,23.17,18.68,22.38,7.37
2020-10-03,10.03,4.17,8.5,17.01,18.19,,37.57,17.28,16.32,16.04,5.92,30.94,29.08,5.44,16.61,48.02,9.02,9.73,5.52,16.97,15.06,8.83,35.4,7.95,13.96,1.53,22.77,31.49,17.09,16.06,4.8
2020-10-04,17.28,6.34,11.47,12.89,12.45,14.66,20.51,17.26,16.67,14.74,10.18,23.18,37.18,6.41,15.52,49.02,16.12,7.97,6.16,16.57,13.47,16.58,27.62,9.05,16.75,1.79,17.03,25.05,23.31,6.77,5.83
2020-10-05,36.94,11.83,15.5,29.93,23.98,26.42,37.91,32.08,25.47,31.95,7.46,27.14,52.66,7.29,25.95,42.92,24.67,11.63,6.43,18.85,17.93,18.25,38.37,15.61,12.53,1.74,28.28,32.42,16.77,13.76,10.01
2020-10-06,28.44,7.16,10.85,23.5,29.68,27.55,42,41.65,31.34,24.13,9.03,16.32,46.22,5.58,20.26,34.42,19.03,10.72,4.54,17.05,15.35,13.42,38.9,10.46,12.64,1.72,16.14,25.63,16.75,14.69,15.21
2020-10-07,28.04,11.14,10.17,22.87,29.3,25.04,50.3,41.42,30.87,22.77,7.83,20.17,45.04,6.16,20.93,36.45,16.2,10.9,4.61,15.87,12.92,14.31,37.58,11.68,13.03,2.95,17.2,25.11,21.83,11.68,11.74
2020-10-08,18.16,8.02,7.91,9.82,12.79,17.24,28.89,26.1,26.14,8.26,3.11,8.4,26.81,3.94,19.4,21.9,10.33,14.54,3.15,10.56,2.87,8.64,27.34,15.11,4.62,2.46,10.82,11.6,18.2,10.6,10.1
2020-10-09,30.96,9.95,19.65,23.89,28.91,25.18,45.71,36.54,29.49,20.63,10.57,19.84,46.47,6.74,29.41,27.83,18.87,19.51,3.26,11.1,7.02,16.86,35.47,11.91,9.83,2.65,17.16,19.96,16.14,14.81,17.38
2020-10-10,30.29,12.1,13.38,30.3,42.56,34.98,53.06,51.72,30.74,35.93,15,30.67,46.05,12.05,24.84,47.73,16.18,9.63,3.82,18.01,10.22,16.26,34.6,13.16,15.2,2.37,23.77,28.39,15.26,16.48,16.18
2020-10-11,19.25,9.76,14.24,23.83,29.57,30.6,44.79,38.38,24.04,24.3,11.04,24.81,42.4,11,28.17,47.57,16.81,10.73,3.86,16.64,13.33,16.29,39.71,10.63,13.45,3.45,22.75,28.08,16.29,17.48,14.12
2020-10-12,17.34,8.66,14.94,17.01,14.91,16.03,27.8,21.03,24.74,11.03,7.32,17.64,30.96,5.04,30.99,30.56,20.43,6.63,5.55,15.8,7.14,16.24,39.37,11.31,12.84,2.6,20.45,25.99,25.87,23.74,6.83
2020-10-13,15.05,5,,18.34,17.34,10.88,30.93,22.1,27.47,13.55,7.21,16.68,36.71,4.25,32.62,23.21,21.59,11.42,4.58,10.76,8.22,12.16,34.75,11.02,8.79,2.42,15.48,20.69,10.3,19.33,9.67
2020-10-14,27.84,5.73,8.16,35.74,39.32,27.16,52.96,36.98,33.69,34.84,9.07,32.31,49.01,6.18,34.04,35.24,23.32,10.65,8.31,15.77,18.56,18.27,44.54,18.05,11.95,3.24,23.72,25.22,20.48,25.75,9.37
2020-10-15,24.15,6.48,,,23.4,24.08,40.94,25.22,41.94,25.11,6.57,28.49,30.93,7.34,44.14,28.97,25.14,10.13,13.76,20.26,17.26,16.44,54.36,11.7,13.53,1.86,25.82,40.1,19.18,21.29,6.73
2020-10-16,19.81,7.34,12.23,,16.4,22.61,32.9,26.42,44.48,15.27,7.48,15.95,36.63,4.9,21.81,26.71,16.43,9.86,8.83,19.18,7.05,12.12,45.37,11.22,13.7,2.32,23.14,39.94,16.54,25.26,9.73
2020-10-17,20.31,8.51,10.79,24.62,23.46,20.19,31.96,26.21,50.1,20.34,8.14,17.42,33.31,7.02,22,18.47,14.14,5.97,7.42,11.81,11.86,10.46,29.64,9.97,8.61,3.35,14.21,16.11,12.14,16.92,12.78
2020-10-18,22.38,7.3,,21.67,25.23,28.61,37.76,28,50.07,14.93,10.38,19.6,32.56,8.38,21.08,25.44,12.63,10.81,6.19,14.56,11.87,15.37,27.39,12.45,10.82,2.79,17.3,21.52,12.57,14.15,15.84
2020-10-19,26.54,9.8,18.75,28.01,46.71,38.65,57.71,50.39,50.04,28.31,19.02,27.82,40.1,13.41,26.74,40.47,17.54,12.14,8.15,19.9,17.93,20.38,46.28,14.48,15.35,2.65,24.68,28.63,18.23,16.8,17.56
2020-10-20,29.2,13.19,18.58,35.3,37.65,39.38,53.34,41.78,42.78,32.48,11.21,36.7,49.41,10.01,29.18,44.25,23.27,14.29,8.43,23.62,16.8,18.8,43.27,17.66,16.26,2.03,23.54,31,20.3,24.7,12.76
2020-10-21,37.67,18.86,,38.65,38.98,34.79,56.17,31.5,48.32,33.97,11.03,40.58,53.07,9.53,34.34,44.72,29.59,13.68,9.86,26.95,17.69,27.59,37.52,21.58,20.46,2.98,32.13,35.78,23.56,32.99,5.96
2020-10-22,48.67,20.48,20.16,49,66.34,45.31,69.62,64.85,60.11,37.49,22.38,40.91,57.42,16.14,35.99,53.89,35.77,14.44,14.78,30.14,22.9,29.06,42.33,22.68,22.22,3.98,39.47,45.97,21.23,32.6,23.17
2020-10-23,54.04,20.51,,50.04,84.8,66.53,87.22,87.17,68.96,42.17,22.49,38.64,58.69,13.17,39.98,58.88,35.23,17.38,14.25,,25.5,29.9,45.91,26.37,22.97,3.32,43.07,46.81,22.8,32.78,27.88
2020-10-24,39.32,13.11,11.85,32.35,59.48,44.41,64.02,67.94,73.16,30.48,15.58,31.96,51.05,25.76,40.58,43.92,38.47,15.66,11.15,,25.96,28.84,36.64,22.48,24.79,3.47,38.93,41.3,27.91,33.79,18.74
2020-10-25,20.63,8.7,9.03,19.85,29.21,27.09,38.94,28.98,47.13,14.61,7.16,19.72,49.62,11.86,19.26,22.16,21.36,9.89,7.75,14.05,13.66,19.06,28.25,12.53,14.47,2.97,26.89,29.85,16.88,21.61,9.31
2020-10-26,25.34,10.35,8.26,29.85,39.01,33.03,53.1,31.88,41.52,29.9,11.41,33.23,46.07,15.03,26.66,35.33,26.3,13.58,7.1,18.24,21.27,20.71,33.04,14.89,14.75,3.79,26.64,31.44,14.68,21.03,11.65
2020-10-27,25.4,13.06,16.64,28.15,34.47,37.43,49.34,25.6,30.17,31.83,6.61,35.23,47.13,13.23,30.09,23.89,28.46,13.94,10.24,13.72,17.23,17.61,43.59,19.07,16.99,2.29,18.88,30.79,18.67,24.11,6.09
2020-10-28,20.66,12.61,14.13,21.03,26.74,22.89,34.97,25.58,38.43,17.89,10.63,33.31,38.6,17.03,23.48,23.84,30.29,10.95,12.67,17.59,16.8,18.21,37.3,18.11,16.04,1.76,23.57,31.9,21.39,20.08,13.47
2020-10-29,21.48,11.28,11.83,20.87,24.4,31.14,37.28,35.25,50.33,18.03,10.24,22.31,41.62,18.17,24.51,29.39,26.76,12.21,9.04,17.31,20.61,23.32,35.2,18.37,16.09,3.26,26.24,28.85,21.46,18.92,13.43
2020-10-30,26.81,11.09,13.9,27.35,29.47,32.58,37.54,32.28,45.91,22.34,10.65,21.88,41.41,14.85,26.61,28.93,28.54,14.27,8.53,16.89,14.48,21.63,35.01,16.69,15.59,3.94,28.07,32.25,23.96,19.72,14.24
2020-10-31,18.25,9.16,12.18,19.63,19.75,24.88,30.1,24.51,44.18,15.28,8.06,15.68,33.82,11.03,27.14,24.09,22.13,8.62,7.92,12.9,10.12,15.06,30.47,13.82,10.59,3.14,20.83,23.62,30.11,23.29,12.11
2020-11-01,16.98,7.07,11.82,22.71,29.34,30.75,34.15,27.98,42.68,22.27,10.89,18.28,33.65,15.38,20.25,42.06,19.74,7.18,6.01,16.1,12.72,16.44,24.59,10.01,12.34,2.79,18.82,19.7,19.58,14.46,10.66
2020-11-02,30.05,19.31,20.04,38.16,49.59,50.38,53.73,50.18,57.67,33.72,10.29,29.54,42.13,22.26,32.35,50.08,30.99,14.66,10.21,28.44,27.23,24.57,34.9,19.61,20.59,3.72,34.84,36.04,26.64,28.28,22.28
2020-11-03,33.18,23.78,21.77,36.14,42.56,38.49,49.25,46.94,50.72,31.62,20.36,23.87,55.42,26.52,35.22,39.66,38.52,19.72,9.14,23.66,27.47,30.68,44.61,26.05,27.27,5.35,36.98,41.85,29.77,27.61,20.42
2020-11-04,17.27,16.76,13.42,18.6,19.69,23.77,23.01,21.8,29.85,16.93,8.5,19.88,37.97,10.76,23.02,22.9,27.5,10.65,9.39,10.62,19.05,16.58,32.55,13.97,16.11,4.89,18.1,25.01,21.81,18.22,12.83
2020-11-05,23.09,20.12,11.23,15.33,18.94,27.06,24.77,22.26,34.56,13.26,7.11,16.59,36.5,12.4,20.29,24.21,24.37,6.85,7.52,14.64,12.66,13.54,22.19,11.51,10.73,2.45,18.13,25.65,16.17,13.52,13.57
2020-11-06,37.36,23.46,11.83,26.21,23.12,35.18,40.62,30.41,44.47,21.26,10.56,19.89,39.33,18.62,25.51,27.61,28.44,9.67,6.66,18.09,10.62,18.13,28.37,14.48,14.07,5.49,16.58,23.07,17.7,14.12,19.65
2020-11-07,34.65,22.38,19.44,26.38,39.75,35.73,43.98,39.92,52.65,25.92,20.17,22.83,36.59,30.03,23.1,38.26,23.96,12.95,7.17,14.82,13.39,19.86,28.75,14.45,15.45,4.45,23.39,26.14,21.28,17.83,23.65
2020-11-08,24,22.07,16.43,21.69,31.05,29.77,35.88,25.2,44.61,12.71,16.75,21.08,28.05,20.35,18.61,23.27,23.87,13.14,6.23,8.39,17.12,12.73,24.3,17.75,15.14,3.08,22.76,28.23,22.22,22.97,20.62
