Datum,Novi Sad Rumenacka,Beocin Centar,Beograd Stari grad,Beograd Novi Beograd,Beograd Mostar,Beograd Vracar,Smederevo Centar,Obrenovac Centar,Popovac,Nis O.s. Sveti Sava,Nis IZJZ Nis,Novi Pazar,Beograd Vracar,Novi Sad Liman,Smederevo Carina,Smederevo Radinac,Kostolac,Kragujevac,Valjevo,Kosjeric,Uzice,Zajecar,Bor,Kamenicki Vis
2020-05-17,31.85,29.4,36.45,19.5,23.74,38.49,35.63,7.29,44.72,45.47,,71.8,11.69,27.09,32.79,49.62,42.45,52.62,45.52,40.99,47.88,35.9,47.51,32.78
2020-05-18,23.79,23.45,29.38,14.8,19.23,31.13,33.47,7,59.79,39.7,,60.39,10.95,21.97,26.57,28.76,30.47,38.54,50.78,52.24,55.5,34.99,46.97,31.12
2020-05-19,38.48,36.68,39.85,14.47,21.51,41.69,41.92,8.43,70.23,32.11,,60.95,12.19,33.7,37.74,47.8,38.63,47.36,49.16,49.88,50.97,30.96,48.96,20.85
2020-05-20,29.28,27.5,28.74,14.74,18.17,31.43,28.41,5.72,31.17,29.78,,28.54,10.97,26.37,24.36,39.2,29.21,35.98,36.28,29.93,39.71,27.11,34.63,17.39
2020-05-21,25.33,14.46,16.59,7.76,14.96,22.22,16.63,6.05,23.69,17.95,,27.88,8.84,22.34,18.51,31.5,37.55,35.59,33.76,29.02,33.56,8.79,21.04,5.31
2020-05-22,20.24,17.62,19.72,6.76,16.75,27.63,13.38,6.05,57.43,22.51,,28.44,8.05,20.51,17.95,37.36,,34.11,32.83,37.91,34.1,26.01,25.57,8.44
2020-05-23,20.14,15.69,33.13,6.48,10.79,29.54,16.55,6.64,49.35,15.63,,38.56,8.77,19.23,23.27,54.76,27.57,26.22,36.45,34.82,42.99,19.05,26.47,13.54
2020-05-24,14.31,18.24,14.42,4.47,9.14,18.1,20.26,5.04,24.54,16.07,,29.94,8.6,19.59,22.72,49.08,33.56,28.06,29.2,29.92,28.84,28.22,26.12,9.89
2020-05-25,13.51,14.36,15.32,4.1,9.53,18.74,11.78,4.59,21.02,18.66,,22.17,7.91,18.13,14.84,38.45,37.37,39.07,27.75,24.67,28.12,19.79,22.31,8.42
2020-05-26,14.96,13.18,13.25,4.97,8.99,16.4,12.09,2.92,14.19,12.51,,14.44,9.04,19.05,20.77,26.56,24.85,,25.39,,22.49,12.64,19.22,10.44
2020-05-27,18.71,18.45,12.76,5.45,12.96,20.03,13.8,4.84,25.14,25.51,,26.81,8.08,22.96,19.24,27.11,21.4,31.54,26.3,27.19,30.29,21.62,24.66,6.77
2020-05-28,19.98,21.85,13.3,6.34,15.05,19.66,13.09,6.23,21.95,18.99,,22.85,10.25,21.97,20,27.29,18.68,42.19,28.75,28.84,29.93,20.88,24.84,14.72
2020-05-29,20.93,21.72,18.79,6.54,19.01,26.08,16.38,6.9,31.53,21.42,,26.26,9.89,23.63,21.98,29.86,20.67,30.64,34.06,29.02,32.46,22.71,22.49,17.94
2020-05-30,23.26,19.78,18.19,5.72,12.75,24.5,18.71,5.75,23.48,18.7,,28.59,5.04,20.33,24.55,27.66,27.39,27.51,35.18,30.65,29.19,18.14,22.3,16.29
2020-05-31,11.23,16.26,10.77,3.65,7.27,16.5,9.26,4.59,15.58,20.24,,29.6,5.56,17.58,18.87,23.81,29.2,,29.39,28.48,28.48,18.69,20.49,12.82
2020-06-01,17.73,18.43,13.45,5.25,10.47,17.94,15.02,3.73,29.06,20.91,,31.67,5.92,18.86,22.35,25.27,21.23,31.35,32.47,24.85,32.29,18.5,20.13,16.48
2020-06-02,23.27,18.36,15.69,6.32,12.44,21.87,18.48,5.13,27.2,20.97,,30.48,5.76,23.8,21.8,30.76,22.85,29.71,32.65,28.48,28.11,27.66,21.94,13
2020-06-03,14.66,12.02,11.76,4.71,9.5,20.44,19.02,4.55,33.65,19,,31.14,5.56,16.12,21.99,40.1,25.39,28.42,29.21,24.49,30.47,18.5,19.95,11.35
2020-06-04,15.3,11.17,14.59,5.62,10.01,34.28,13.86,6.64,58.38,16.48,,27.12,10.02,16.85,18.14,48.05,27.57,29.53,38.45,31.92,33.37,19.78,21.58,9.7
2020-06-05,24.76,14.89,11.75,5.14,13.3,18.83,14.07,4.35,74.93,20.05,15.94,22.18,2.5,23.07,21.43,,24.49,,27.02,33.38,26.66,23.63,31.37,15.74
2020-06-06,24.64,17.44,19.12,15.39,13.62,25.07,24.86,6.39,34.08,18.37,17.49,26.45,7.36,28.57,22.71,,25.76,31.02,30.84,34.99,33.01,21.06,30.1,14.46
2020-06-07,28.8,25.11,19.62,17.73,12.53,22,23.42,4.33,40.36,17.3,16.56,21.58,8.42,36.08,25.28,,29.75,28.62,31.92,35.01,27.93,19.05,35.18,15.01
2020-06-08,24.98,23.31,20.25,18.03,18.26,24.42,27.17,4.72,59.27,17.57,14.97,21.3,10.2,26.73,25.1,,29.21,32.84,,30.2,33.19,18.5,31.19,15.56
2020-06-09,17.79,14.83,17.57,16.3,14.51,20.61,24.21,8.93,34.11,16.37,14.71,19.44,9.16,19.96,25.84,,32.28,30.84,,21.94,30.65,19.24,31.19,11.35
2020-06-10,20.14,16.68,21,19.51,17.12,23.1,25.43,5.96,15.32,13.73,11.93,17.81,11.15,20.51,30.6,,27.38,,,26.51,38.79,16.49,23.94,19.44
2020-06-11,17.96,15.98,20.24,19.32,15.06,23.09,18.36,6.18,,14.62,11.55,17.3,8.81,21.42,30.4,,31.56,27.59,44.62,23.4,27.39,15.94,23.39,9.89
2020-06-12,14.73,18.68,12.68,11.59,8.88,18.53,8.99,10.84,29.01,19.07,19.67,21.98,4.68,19.41,22.35,27.28,,34.71,41.18,32.83,25.94,17.38,22.82,
2020-06-13,15.25,22.51,11.75,12.35,9.79,20.7,11.23,,30.12,21.2,20.64,19.87,41.51,22.7,30.59,30.77,23.2,33.81,37.18,39.72,23.4,22.66,23.75,15.92
2020-06-14,15.03,25.84,16.47,13.64,9.1,20.72,13.91,,22.25,20.65,17.27,18.92,8.09,27.28,34.99,38.45,27.21,33.08,32.46,,25.75,23.94,27.02,12.81
2020-06-15,16.85,14.71,8.29,11.4,9.19,19.24,16.49,,24.56,17.6,18.51,15.24,6.49,19.23,22.35,25.64,18.86,27.78,42.08,,23.94,22.48,22.49,13
2020-06-16,17.5,20.28,17.47,16.71,13.65,23.56,22.1,,23.63,18.09,16.83,16.13,6.49,20.69,28.58,31.86,23.58,27.41,41.36,,27.02,15.72,27.75,9.88
2020-06-17,20.58,24.52,20.17,20.87,14.98,24.58,23.74,,29.22,20.89,19.98,16.97,7.35,20.33,30.23,37.17,25.21,27.96,43.52,,32.11,19.19,26.12,8.24
2020-06-18,19.24,19.91,17,16.57,12.13,22.35,17.59,14.17,24.63,15.96,17.36,16.33,7.03,19.78,23.81,26.54,21.77,31.43,41.54,,35.92,17.73,27.02,10.43
2020-06-19,19.58,14.14,15.34,12.06,10.91,23.96,11.89,12.3,33.11,18.99,19.71,15.53,8.84,21.61,30.23,34.6,22.13,26.86,37.18,,25.94,21.2,25.39,10.25
2020-06-20,10.25,13.91,9.51,9.06,8.76,14.17,11.47,9.72,14.85,18.06,21.5,16.26,10.45,18.86,21.07,28.02,16.69,23.57,36.46,,23.04,18.28,21.03,7.87
2020-06-21,6.72,12.03,6.61,7.58,4.73,9.28,10.9,5.64,12.32,12.36,12.98,12.58,9.21,15.38,18.32,18.31,11.97,14.99,28.84,,14.33,13.71,15.42,2.75
2020-06-22,13.7,15.14,11.48,11.02,9.22,16.44,13.89,4.04,11.5,11.63,10.91,11.25,11.15,21.97,18.13,20.32,13.79,16.81,24.3,,12.15,7.68,14.51,0.42
2020-06-23,20.56,20.19,15.11,14.45,12.47,20.79,13.39,11.42,15,9.23,12.41,15.61,11.66,24.17,23.64,25.27,18.86,23.03,35.73,20.05,20.31,8.04,14.87,
2020-06-24,23.35,18.4,17.05,14.84,11.82,21.86,17.9,14.74,25.98,27.02,28.92,22.74,14.21,23.62,29.49,31.32,22.21,31.79,40.63,31.73,31.56,24.3,22.85,
2020-06-25,25.57,18.97,27.17,26.5,15.79,32.36,27.07,13.29,52.57,25.17,28.55,23.01,17.15,27.38,41.95,56.14,30.47,32.16,37.37,30.11,37.45,23.75,31.19,
2020-06-26,30.2,24.69,27.95,23,14.99,32.63,29.35,14.72,102.73,20.39,25.04,21.3,15.84,27.65,36.09,48.53,28.42,,38.27,26.48,41.35,31.98,58.22,
2020-06-27,25.52,23.69,21.77,18.32,11.2,24.45,33.57,12.89,87.46,20.35,23.44,22.15,13.57,28.57,44.88,37.91,28.84,43.49,32.11,33.91,35.17,32.63,60.92,18.31
2020-06-28,30.37,35.72,23.34,17.46,10.11,24.43,33.21,14,28.22,18.51,19.59,19.53,15.21,31.31,63.56,50.36,36.64,26.39,30.47,27.75,29.56,24.3,31.92,14.44
2020-06-29,37.89,37.15,31.49,23.33,20.45,35.05,31.4,17.63,44.15,21.35,23.64,16.3,14.49,34.79,51.85,78.2,39,31.25,38.27,23.58,33.01,21.92,32.09,15.93
2020-06-30,13.55,12.46,11.21,9.99,7.27,14.58,10.54,8.32,28.89,20.73,35.56,15.36,7.71,17.4,24.26,24.91,22.31,20.1,27.75,20.5,28.3,22.11,22.85,12.26
2020-07-01,20.45,22.11,32.55,16.7,8.17,20.8,18.93,9.53,76.53,12.07,18.63,14.41,11.15,90.19,35.54,47.8,26.66,24.49,31.74,25.75,30.29,21.2,35.54,9.11
2020-07-02,33.82,34.02,33.9,26.57,16.75,31.53,28.5,19.22,85.52,21.22,20.63,16.85,16.49,33.87,55.32,46.88,47.71,38.19,43.17,29.57,40.99,24.85,40.07,16.29
2020-07-03,24.7,29.05,28.73,27.08,21.25,30.65,37.57,15.13,29.63,17.58,27.82,16.33,13.06,27.65,36.27,45.42,32.11,33.44,43.17,28.48,36.82,27.96,28.29,13.55
2020-07-04,20.23,24.07,17.15,17.12,11.51,20.46,16.67,10.57,,21.15,65.13,15.83,6.83,21.11,25.83,25.46,24.12,29.78,35,29.2,30.84,19.92,21.76,19.41
2020-07-05,20.22,18.29,21.78,21.26,12.86,22.21,21.48,12.57,,20.5,21.56,20.05,10.75,22.7,32.98,28.02,27.93,23.94,28.84,27.03,29.2,15.35,17.05,14.28
2020-07-06,26,20.22,24.87,22.73,15.66,30.95,25.09,17.88,,20.47,41.36,22.2,13.69,25.27,39.2,40.66,26.3,36.06,36.64,33.73,37.92,21.75,36.08,17.62
2020-07-07,25.33,27.47,22.68,20.24,17.96,30.2,15.09,17.49,25.24,26.14,82.23,16.99,9.19,27.83,39.76,40.1,23.4,23.76,33.38,23.77,32.47,18.09,20.49,12.81
2020-07-08,17.9,13.12,23.44,19.03,12.84,27.77,17.45,12.61,21.45,17.51,70.83,14.87,10.99,18.31,29.31,59.89,29.39,23.57,31.56,27.75,36.46,14.44,14.51,10.8
2020-07-09,23.24,27.56,38.3,22.18,14.36,31.42,22.05,12.32,37.01,17.54,25.78,16.92,13.8,25.82,47.44,70.13,33.56,31.32,37.55,34.1,36.46,18.09,35.73,14.65
2020-07-10,22.98,24.91,31.52,18.73,12.32,25.03,23.17,13.71,107.05,15.89,23.34,16.63,13.77,34.13,44.94,58.04,28.66,25.76,36.09,29.2,35.92,25.58,77.06,14.33
2020-07-11,25.7,33.84,21.63,18.36,9.76,21.2,14.99,11.49,85.55,17.44,20.23,21.58,11.71,36.44,45.93,56.23,22.13,26.13,38.27,28.3,34.28,26.31,33.73,16.84
2020-07-12,10.94,9.95,14.65,11.41,8.17,17.69,10.87,8.32,,27.55,40.58,20.32,8.94,14.1,27.63,32.96,11.79,21.93,19.23,18.68,19.41,18.64,24.66,16.47
2020-07-13,19.7,14.32,13.07,9.75,12.3,15.9,9.71,8.88,,17.14,78.59,15.06,5.05,20.14,22.16,26.38,25.94,25.4,24.85,24.12,25.76,9.69,13.24,9.71
2020-07-14,22.6,15.29,17.07,12.03,9.87,19.71,11.34,9.77,,19.33,42.34,12.99,10.63,26.92,34.06,43.95,22.49,32.34,32.46,29.74,27.38,19.37,35,14.83
2020-07-15,28.03,27.3,31.7,23.83,17.43,35.74,25.48,20.75,35.02,23.5,,19.28,13.29,32.05,47.43,60.26,31.2,29.05,37,36.1,35.18,26.54,44.61,16.84
2020-07-16,35.83,28.79,30.64,28.03,19.53,34.25,29.65,20.48,42.48,37.09,36.73,20.64,12.72,31.87,38.07,65.58,29.75,41.84,41.89,36.45,35.01,25.22,29.2,18.13
2020-07-17,14.5,14.65,17.79,16.05,12.41,22.72,17.27,11.42,34.55,32.45,,24.56,7.21,15.01,26.37,47.06,22.31,31.8,34.46,21.95,27.94,26.13,28.29,20.32
2020-07-18,14.46,13.45,14.81,14.21,9.59,16.98,13.41,10.17,15.51,11.27,19.15,7.04,6.67,14.83,18.12,15.57,11.79,18.64,22.67,15.6,18.14,8.77,15.6,5.68
2020-07-19,8.45,10.16,12.75,12.59,8.7,14.04,17.39,8.5,18.56,18.16,18.18,11.15,6.08,9.16,22.7,22.16,14.52,20.1,18.68,14.69,14.51,11.33,21.58,12.08
2020-07-20,17.96,13.53,36.11,12.22,8.58,17.21,14.15,12.26,22.23,23.43,51.91,13.51,8.06,16.11,20.69,34.98,18.15,25.95,34.46,29.75,28.12,19.55,23.39,9.34
2020-07-21,22.48,17,27.53,21.09,15.01,28.18,23.08,17.74,32.66,24.86,46.39,18.43,11.41,19.96,30.4,54.95,22.13,27.96,59.12,29.38,35.36,16.63,21.58,14.1
2020-07-22,29.35,23.48,27.03,23,18.8,28.45,29.05,17,38.2,26.06,30.1,22.27,13.2,26.92,33.69,56.78,24.66,36.18,34.1,35.01,38.99,21.2,37.36,16.48
2020-07-23,27.63,27.28,30.03,21.85,13.98,26.48,31.55,18.67,53.74,19.52,31.01,19.95,11.88,26.19,42.83,50.28,26.85,31.06,39.91,32.11,34.46,23.21,42.07,19.11
2020-07-24,25.15,26.36,33.71,26.26,21.39,30.77,40.33,13.91,37.89,20.13,21.21,20.94,12.99,25.82,42.83,46.33,22.85,25.58,39.65,35.19,31.56,18.09,42.8,15.22
2020-07-25,12.38,14.52,16.73,15.28,11.88,18.55,21.76,9.72,26.33,18.52,33.18,23.17,8.41,17.25,24.93,39.37,17.78,20.65,33.56,23.04,30.47,15.39,29.01,14.28
2020-07-26,17.68,19.6,15.11,14.72,10.62,16.14,19.38,9.39,20.26,17.64,20.21,16.26,8.59,20.88,23.25,28.76,21.59,18.27,29.92,27.93,24.49,10.96,21.94,12.08
2020-07-27,21.01,21.48,20.62,18.27,16.43,26.06,23.3,17.25,27.28,29.25,31.53,24.09,11.99,21.43,31.68,39.19,22.67,26.31,35.92,33.74,30.29,24.3,27.57,16.48
2020-07-28,23,14.53,19.58,15.93,13.13,23.5,22.61,12.33,25.99,24.43,37.61,23.97,9.71,20.88,34.23,43.96,27.57,25.58,37.37,32.1,30.65,21.93,24.84,13.18
2020-07-29,26.96,20.5,34.3,19.5,13.26,24.89,33.03,12.79,44.53,24.42,36.51,25.93,15.12,26.37,46.86,75.28,36.09,29.05,38.99,40.26,33.19,23.57,37.54,16.87
2020-07-30,29.91,29.11,33.54,22.74,19.16,35.62,38.65,16.24,30.65,23.1,18.28,29.22,18.23,28.57,49.07,86.82,45.53,32.34,44.25,35.01,34.83,23.93,41.89,29.11
2020-07-31,34.65,29.78,30.81,24.49,18.93,30.4,42.63,22.61,37.71,28.18,21.89,31.68,16.58,35.71,44.48,65.57,40.1,43.49,51.88,51.51,45.89,24.49,34.28,23.44
2020-08-01,24.4,28.65,22.35,18.85,16,27.57,16.48,19.82,26.35,25.5,23.08,30.31,12.61,32.41,34.41,54.21,26.3,35.81,39.18,47.71,37,27.77,26.3,20.31
2020-08-02,15.74,16.34,15.39,12.36,7.17,17.34,12.82,11.21,18.76,19.4,17.45,21.94,11.65,22.89,36.24,47.44,31.02,21.38,30.29,30.63,52.41,23.94,32.1,18.13
2020-08-03,24.79,27.07,21.32,18.62,13.04,24.13,28.61,12.41,136.68,22.62,18.88,33.76,14.26,30.4,59.49,65.19,30.12,29.24,40.62,43.71,32.64,27.59,50.77,18.67
2020-08-04,28.57,32.51,20.39,21.76,12.81,22.84,20.27,14.62,117.73,19.51,16.8,44.93,12.12,36.25,38.09,42.13,23.4,34.9,44.44,48.97,44.44,24.48,52.59,15.47
2020-08-05,16.1,14.82,14.4,12.96,10.43,16.95,17.14,5.64,14.76,13.83,13.94,20.28,9.95,18.32,19.77,28.39,18.69,20.83,24.12,17.78,20.5,13.16,29.56,10.44
2020-08-06,26.76,24.84,25.58,19.77,15.74,25.71,23.81,14.9,42.56,13.95,11.48,15.95,13.02,27.28,34.97,33.15,24.85,33.62,39,31.74,37.74,25.95,54.77,12.45
2020-08-07,25.8,22.02,24.4,17.56,13.35,25.32,17.54,13.74,32.44,15.23,12.52,15.7,13.02,32.23,35.15,48.89,29.38,35.27,38.63,33.01,36.28,25.04,77.24,16.11
2020-08-08,24.33,13.09,18.49,19.71,15.17,21.67,21.67,13.84,31,19.28,18.04,20.58,14.62,26.01,28.01,35.72,27.21,34.33,36.78,28.2,31.87,22.48,32.64,15.19
2020-08-09,30.96,10.43,27.35,25.63,16.94,27.94,28.81,16.47,,23.27,19.07,25.04,16.04,30.77,34.61,49.27,28.66,31.8,29.2,26.85,25.75,20.28,36.27,20.14
2020-08-10,35.91,,30.54,29.88,19.26,31.94,31.53,17.11,,29.66,24.82,34.73,18.53,33.33,39.55,50.74,31.92,35.81,,32.11,32.64,27.04,35.18,23.43
2020-08-11,37.17,4.69,28.34,29.72,21.53,31.35,33.21,16.71,45.36,30.8,25.19,34.6,14.03,28.57,38.08,43.32,29.75,40.66,34.82,36.82,39.36,29.24,41.53,21.42
2020-08-12,28.19,,23.2,22.6,15.55,28.66,23.42,15.98,41.45,27.74,24.8,37.8,13.31,23.62,32.22,56.58,23.76,32.71,35.55,38.27,33.38,18.27,31.01,21.42
2020-08-13,26.88,,26.7,22.93,16.37,33.7,25.5,16.42,44.34,22.61,20.25,32.14,15.29,23.99,42.12,,27.75,30.33,32.09,44.61,31.74,21.01,38.44,20.69
2020-08-14,33.36,,36.2,27.56,19.32,34.96,37.96,18.01,45.89,25.32,20.81,29.53,14.8,35.16,54.2,,27.03,37.46,26.3,35.01,38.45,25.21,39.35,16.97
2020-08-15,19.8,,20.5,20.13,14.53,23.3,26.36,11.04,58.73,20.31,17.6,23.4,10.51,21.61,29.48,,18.68,29.42,33.37,28.29,29.57,19.92,24.12,14.65
2020-08-16,16.06,,15.75,14.9,9.44,16.5,19.83,7.86,27.39,13.35,11.91,20.62,7.41,19.96,22.89,,17.78,17.36,26.66,32.29,27.57,16.81,36.63,12.27
2020-08-17,18.69,,16.28,15.83,9.76,18.09,27.21,7.53,99.31,18.53,16.63,26.44,8.09,23.99,35.16,,18.32,26.13,24.49,36.63,27.39,23.57,43.53,19.96
2020-08-18,19.46,,19.09,17.08,12.03,22.52,25.48,10.59,43.2,22.02,16.78,20.43,9.03,21.23,33.52,,24.48,25.76,31.38,21.95,25.03,24.67,33.19,16.37
2020-08-19,13.74,,10.98,11.28,7.66,15.03,11.95,11.75,21.17,13.06,11.97,14.46,7.22,18.31,17.58,,16.15,18.09,30.11,24.85,21.4,16.63,20.15,7.14
2020-08-20,18.78,,13.55,12.9,11.52,18.47,13.83,12.88,23.9,20.34,16.6,20.35,6.67,19.41,16.29,,20.13,23.2,28.65,26.12,22.31,22.3,19.55,12.26
2020-08-21,25.98,,24.95,20.03,14.63,30,23.59,13.61,39.15,24.52,19.96,23.81,9.73,21.98,32.4,,25.58,26.31,25.93,37.91,27.03,20.65,34.27,17.75
2020-08-22,26.19,,28.69,24.85,16.77,34.98,32.97,13.09,34.08,23.35,20.4,26.55,13.08,29.3,59.67,,28.66,25.76,26.85,30.47,27.21,22.11,25.21,16.66
2020-08-23,26.73,,28.26,24.86,13.53,30.06,27.93,12.39,35.98,22.93,19.14,27.02,11.73,28.38,44.12,,28.2,37.09,30.29,37.9,34.28,22.66,30.91,16.9
2020-08-24,21.28,,16.88,16.15,9.53,23.38,14.09,12.14,33.77,24.34,19.6,36.22,9.58,,28.92,,18.68,24.39,32.1,27.75,29.75,26.5,23.39,16.36
2020-08-25,15.48,,11.26,10.37,6.22,15.79,14.46,11.02,,22.85,20.73,21.49,7.4,,21.96,,18.32,23.39,27.02,17.59,19.95,17.18,21.76,
2020-08-26,20.45,,15.1,12,8.03,17.15,17.49,11.92,,21.16,16.91,18.65,10.27,,28.38,,19.41,23.75,23.4,30.65,25.21,21.01,18.86,7.69
2020-08-27,30.25,,21.56,17.51,11.42,24.98,15.16,13.19,,19.82,13.98,23.12,9.11,,28.93,,20.32,23.93,27.39,35.19,30.47,20.83,31.78,14.02
2020-08-28,21.22,,23.33,15.31,11.97,19.08,17.07,11.16,113.64,19.68,13.29,28.23,8.15,23.56,48.33,48.55,13.6,23.57,30.83,39.54,31.2,25.95,64.37,9.7
2020-08-29,20.93,,13.36,12.61,9.53,16.42,20.34,11.68,110.55,17.78,14.39,29.83,7.73,24.66,45.94,57.84,17.96,27.59,32.11,41.18,27.75,30.52,45.34,12.81
2020-08-30,19.19,,15.04,14.44,7.43,16.48,19.34,10.39,81.01,18.61,14.38,27.58,8.42,23.38,48.15,53.81,18.5,28.5,32.28,44.8,22.49,30.88,38.08,13.92
2020-08-31,33.41,,34.33,25.69,20.66,31.99,23.8,19.9,47.93,27.71,20.57,,9.89,31.05,69.02,67.72,26.12,37.45,25.57,42.26,32.83,37.82,48.41,17.94
2020-09-01,17.3,,17.78,13.38,11.81,22.93,9.46,14.07,,31.68,22.35,34.49,6.29,14.06,33.32,33.5,17.96,35.63,39.35,24.48,25.21,34.36,39.89,22.33
2020-09-02,15.22,,8.97,8.28,7.07,13.43,6.35,7.06,,13.24,9.9,16.3,6.12,10.78,15.92,23.07,10.16,22.66,23.39,19.95,15.78,14.44,17.04,8.6
2020-09-03,24.28,,20.95,20.72,12.5,27.06,9.78,13.16,44.25,21.28,12.01,19.95,8.14,22.65,23.44,36.98,15.6,30.15,16.68,26.66,30.47,15.53,14.51,14.01
2020-09-04,25.13,,24.76,18.9,19.18,29.62,9.79,13.06,44.76,20.72,13.22,18.79,10.31,25.21,25.08,34.96,16.51,27.77,20.32,37.18,24.66,26.86,22.13,13.73
2020-09-05,21.52,,21.28,20.62,12.74,29.51,16.01,12.99,39.5,18.08,12.98,20.29,10.51,25.03,41.92,49.6,22.86,27.4,23.21,52.42,28.11,24.85,23.57,12.58
2020-09-06,27.9,,28.4,19.97,12.8,33.62,21.89,12.02,20.95,17.69,12.95,23.47,11.29,28.68,51.09,56.76,18.68,26.13,24.12,46.25,22.67,24.85,32.28,11.9
2020-09-07,30.8,,30.7,23.03,13.13,32,,13.16,53.93,24.33,14.29,29.45,10.61,30.5,52.9,61.31,21.77,42.21,25.03,48.43,32.11,32.16,45.29,15.38
2020-09-08,27.61,,19.53,17.8,13.17,24.26,,12.21,34.35,26.17,16.55,33.82,8.68,23.93,28,37.49,16.87,41.47,31.56,40.27,26.66,29.42,29.37,15.56
2020-09-09,33.37,,38.84,23.64,20.9,44.77,,15.29,65.95,29.27,,33.58,13.18,24.29,37.9,60.88,20.86,14.62,24.67,50.79,30.11,33.81,62.93,18.12
2020-09-10,38.78,,31.48,24.39,20.34,45.14,,17.74,51.56,29.77,20.16,31.18,13.92,32.7,49.04,81.69,27.93,41.84,29.74,,,35.82,46.06,21.23
2020-09-11,38.79,,40.65,32.62,22.53,44.83,,18.28,121.22,28.83,20.28,35.51,15.19,37.63,55.46,62.53,28.13,43.48,40.78,71.6,72.32,45.68,86.14,21.88
2020-09-12,46.34,,35.7,33.13,17.1,38.63,27.4,20.64,89.7,28.75,19.62,35.38,11.75,42.93,50.87,54.07,30.11,43.84,39.54,72.56,41.35,53.91,66.74,23.06
2020-09-13,47.36,,34.94,38.05,19.45,47.57,27.07,20.72,43.98,30.5,19.28,33.49,14.26,46.22,57.67,97.87,34.83,37.08,36.82,64.38,35.18,39.29,46.06,25.08
2020-09-14,47.74,,36.66,36.31,23.43,56.99,31.3,19.25,97.43,34.68,23.45,38.66,18.26,37.26,54,95.56,33.92,19.91,39.9,54.59,50.6,44.23,64.56,28.38
2020-09-15,45.2,,38.76,36.15,20.4,49.15,27.23,19.03,186.69,35.22,24.56,37.88,14.86,45.3,62.78,65.79,28.3,48.6,40.81,51.7,46.07,48.43,77.15,26.17
2020-09-16,38.4,,30.26,29.11,12.65,33.85,15.68,18.97,170.13,26.07,16.52,31.67,11.05,39.45,48.87,56.95,28.84,48.41,36.27,49.7,39.72,46.42,100.16,17.39
2020-09-17,42.85,,41.14,27.52,16.8,36.62,19.85,19.77,91.41,21.46,11.91,32.49,11.75,47.13,55.82,74,30.65,43.29,36.63,50.61,43.71,38.01,55.49,18
2020-09-18,60.65,,40.03,37.08,26.5,46.12,13.68,24.09,60.38,,30.08,39.3,11.59,41.28,51.26,69.98,23.94,50.06,33.73,45.53,39.54,47.51,55.86,29.29
2020-09-19,40.09,,37.47,30.73,19.92,48.04,14,23.55,104.04,,25.23,35.02,11.91,29.22,50.51,56.66,26.85,51.88,35.19,42.8,37.55,53.19,58.03,29.46
2020-09-20,39.46,,34.94,32.56,15.07,40.56,23.62,18.23,90.77,,16.04,37.22,10.69,40.18,79.81,71.2,23.76,40.74,31.74,51.15,34.82,38.37,54.4,19.23
2020-09-21,39.83,,32.32,27.3,14.67,33.43,45.51,17.27,117.28,,15.35,39.57,10.31,47.12,65.74,78.68,27.02,35.07,32.46,58.77,39.91,42.39,67.45,21.97
2020-09-22,39.41,,27.05,25.55,14.93,32.61,23.92,15.02,109.37,,21.44,30.59,11.75,38.72,71.2,81.38,32.29,39.34,41.17,38.63,38.63,119.16,66.74,24.26
2020-09-23,28.88,,26.79,20.5,13.02,28.33,16.72,13.04,73.37,23.72,15.14,22.81,9.39,21.98,51.26,66.02,22.15,29.59,28.11,35.91,35.73,42.03,48.42,13.73
2020-09-24,19.88,,20.03,18.45,15.71,35.4,19.92,9.44,36.91,15.9,16.01,23,11.73,15.89,48.08,,27.03,29.78,18.68,45.35,28.66,26.13,39.35,8.81
2020-09-25,23.27,,22.96,16.77,10.84,21.19,14.19,7.64,,14.99,12.26,22.72,9.06,18.82,45.39,,20.32,23.93,22.48,26.12,35.55,19.74,26.11,15.56
2020-09-26,11.88,,7.08,8.74,6.01,11.03,11.18,9.81,,11.01,7.39,13.28,3.99,12.06,20.31,,11.06,21.41,11.79,15.06,18.32,15.53,26.12,9.24
2020-09-27,11.29,,10.52,13.5,8.48,13.91,10.25,7.06,,6.78,4.82,17.33,6.52,16.8,20.67,,12.69,14.25,12.69,19.05,23.21,13.16,28.65,5.69
2020-09-28,12.1,,9.26,11.65,4.67,13.52,7.93,8.31,,12.63,10.29,20.85,,16.62,23.06,,16.14,25.03,21.22,32.65,23.76,46.24,46.6,9.45
2020-09-29,12.72,,9.57,12.88,6.46,14.37,8.32,8.53,,13.08,10.42,19.28,6.7,12.42,15,,11.25,17.18,23.22,15.05,22.13,24.86,29.01,4.22
2020-09-30,14.08,,11.29,15.6,7.16,15.93,,10,,21.23,21.2,25.1,7.06,16.62,19.58,,15.78,20.64,28.65,23.58,21.76,15.72,13.24,6.29
2020-10-01,19.7,,15.4,19.68,8.65,19.78,,10.02,,23.5,25.58,48.48,7.24,15.89,21.59,,19.05,22.84,33.01,34.28,33.19,20.65,16.32,6.04
2020-10-02,13.38,,11.18,,5.85,16.22,,7.81,,25.86,22.69,37.58,6.88,15.35,25.61,,22.13,22.65,37.54,31.92,38.64,29.06,21.94,6.26
