Datum,Beograd Novi Beograd,Beograd Stari grad,Beograd Mostar,Beograd Vracar,Beograd Panc.most,Beograd Zeleno brdo,Bor Brezonik,Bor Institut RIM,Bor Gradski park,Cacak,Kamenicki Vis EMEP,Kikinda,Kopaonik,Kosjeric,Kostolac,Kragujevac,Kraljevo,Krusevac,Loznica,Novi Sad SPENS,Novi Sad Liman,Nis IZJZ Nis,Obrenovac Centar,Pancevo Sodara,Paracin,Sabac,Smederevo Carina,Uzice,Valjevo,Vranje,Zajecar,Smederevo Radinac
2011-10-29,16.99,13.92,22.78,22.07,69.29,31.28,59.02,122.27,272.73,6.12,6.12,29.26,6.12,13.64,,11.45,7.22,10.22,16.16,17.62,30.12,17.06,8.62,35.13,6.12,40.38,28.22,7.18,25.28,18.45,31.92,22.28
2011-10-30,12.93,14.62,22.24,26.56,70.51,32.3,173.94,358.08,628.94,6.12,6.12,18.34,6.12,6.12,,14.41,7.2,10.25,11.37,15.94,27.99,19.51,15.36,34.48,6.12,29.14,35.86,7.98,16.71,15.23,39.7,26.02
2011-10-31,14.1,44.1,32.39,54.98,77.54,66.26,599.34,393.63,524.52,6.12,7.48,16.4,6.12,10.12,,12.58,6.97,17.54,16.1,18.82,32.59,22.58,19.66,29.44,7.9,37.11,47.23,13.83,33.44,22.22,55.29,26.23
2011-11-01,14.53,35.78,30.61,55.28,,74.4,354.07,145.0,188.06,9.29,33.88,17.32,7.07,9.58,,23.43,11.55,24.53,9.53,14.6,16.18,41.06,17.54,19.35,25.96,20.98,60.31,13.03,33.08,37.18,51.14,22.13
2011-11-02,19.66,21.65,27.45,46.55,,51.75,21.81,272.09,562.42,9.22,15.12,26.07,7.34,9.42,,19.55,13.26,21.48,9.86,6.12,6.74,31.04,8.22,37.91,12.71,16.58,50.8,12.5,25.7,31.69,71.7,
2011-11-03,12.54,24.79,23.73,53.32,,57.57,241.03,267.94,589.72,8.98,6.12,8.97,7.45,10.69,,14.0,13.94,16.0,10.8,9.35,9.93,27.59,15.05,34.37,7.95,17.06,46.24,10.11,16.82,28.73,45.69,
2011-11-04,11.29,18.17,41.39,27.03,,32.19,23.91,232.98,518.73,6.12,22.74,9.11,6.12,11.53,,16.57,19.22,16.98,14.63,12.31,18.28,42.39,9.42,35.57,9.93,35.22,27.83,6.12,30.46,26.33,36.55,30.11
2011-11-05,12.36,16.39,26.79,24.06,,28.43,10.54,38.56,99.63,6.12,21.57,12.09,6.12,14.03,31.39,16.81,14.58,15.1,15.39,12.83,22.06,33.94,12.95,41.35,11.56,45.33,29.35,5.85,37.1,18.34,17.21,28.71
2011-11-06,13.4,14.0,23.77,24.63,,29.57,7.13,17.02,92.18,6.12,7.37,21.17,6.12,25.84,40.7,16.56,11.57,9.18,16.23,6.66,16.08,41.37,7.94,32.09,8.92,33.23,30.41,6.38,27.28,12.82,11.56,30.78
2011-11-07,6.12,6.12,15.38,16.66,,21.22,6.37,6.12,81.02,6.38,10.96,9.19,6.12,16.6,30.06,14.36,42.79,10.98,18.72,6.12,6.12,46.44,6.12,44.94,6.12,27.02,22.07,5.32,29.7,19.2,19.45,19.05
2011-11-08,8.77,7.45,16.43,17.42,,23.63,6.92,8.27,43.21,6.12,6.12,8.41,6.12,8.52,23.14,13.43,11.27,11.98,18.07,8.41,14.19,44.09,6.12,40.79,6.12,49.27,22.02,5.32,34.35,13.36,25.69,18.23
2011-11-09,11.13,15.78,23.39,35.4,,47.44,29.36,19.21,32.05,12.56,27.58,8.91,6.12,7.86,104.01,34.68,33.78,18.14,19.42,8.69,10.64,22.23,14.18,19.8,15.53,36.53,55.75,6.38,36.43,25.72,35.29,27.74
2011-11-10,6.12,8.23,6.12,31.4,,46.79,15.75,16.15,157.79,9.95,21.4,6.12,6.12,9.25,30.06,22.75,17.31,14.96,,6.12,6.12,27.83,6.12,7.56,9.66,16.37,52.13,5.59,25.6,28.89,35.81,22.19
2011-11-11,6.12,6.86,11.03,20.05,,21.68,10.54,6.51,715.28,6.12,6.12,6.12,6.12,6.97,18.09,6.95,37.48,6.78,,9.69,14.19,13.88,9.82,13.23,6.12,36.91,21.64,4.79,10.97,13.39,10.81,21.46
2011-11-12,19.37,19.66,18.09,34.72,,56.1,8.89,30.8,229.2,6.12,6.12,6.12,6.12,6.12,34.05,14.4,6.91,9.38,,7.6,13.18,18.6,13.47,17.01,8.63,45.63,58.53,6.12,22.52,14.47,22.07,44.79
2011-11-13,17.28,28.36,33.08,57.82,,79.99,497.39,304.82,398.64,9.14,9.68,6.12,6.12,10.06,56.92,37.11,21.91,12.04,,6.66,10.32,24.58,27.81,12.18,16.67,52.83,68.7,7.98,37.59,14.39,61.87,39.25
2011-11-14,53.43,73.48,75.84,119.64,,105.82,247.96,75.26,165.87,9.78,9.83,6.12,6.12,11.97,95.76,32.37,25.43,23.02,,12.77,20.39,24.26,37.55,37.31,16.29,61.87,104.01,15.43,39.02,21.12,39.97,44.41
2011-11-15,40.74,57.51,83.06,93.79,,60.64,297.98,241.99,343.3,20.64,63.47,6.12,6.12,20.47,94.16,67.29,55.18,30.28,,10.32,21.25,41.62,33.97,21.2,27.95,56.17,112.09,15.69,54.49,37.38,89.56,46.89
2011-11-16,19.26,31.21,48.3,60.73,,76.17,33.93,83.58,,14.88,58.35,6.12,6.12,26.1,68.1,17.76,46.55,19.57,,7.38,12.38,34.27,21.17,19.96,16.65,43.99,96.89,17.56,72.36,47.24,112.66,38.02
2011-11-17,33.55,31.86,36.38,71.17,,73.63,179.08,174.92,,13.09,40.45,6.12,6.4,17.92,74.75,32.93,23.33,23.36,,6.4,9.74,8.19,18.55,33.07,19.88,40.41,72.64,17.02,52.41,34.85,104.75,42.8
2011-11-18,9.82,32.17,25.64,77.52,,127.8,37.1,51.29,,15.15,27.52,6.12,6.12,16.59,57.72,15.61,23.36,21.88,,6.78,8.89,,8.7,20.9,15.64,9.23,96.27,16.23,43.28,39.47,106.68,43.02
2011-11-19,20.77,7.73,6.12,27.43,,34.48,274.35,82.33,,10.32,21.79,6.12,6.12,11.9,135.13,11.4,15.62,17.28,,6.12,6.67,,13.57,10.53,8.6,30.27,48.51,11.97,10.72,33.37,79.43,29.77
2011-11-20,28.95,15.11,24.7,25.69,,23.25,255.83,98.1,,6.12,15.38,6.12,6.38,20.28,156.41,29.97,6.12,14.16,,10.53,24.49,,26.27,8.69,62.51,298.22,36.51,10.64,9.08,24.53,82.46,24.26
2011-11-21,41.61,37.74,37.03,43.37,,60.94,40.32,142.41,327.72,6.12,11.21,6.12,6.12,10.48,283.82,45.62,9.49,14.05,,8.93,19.79,,19.96,31.68,39.07,172.68,80.84,15.69,14.03,33.33,13.73,74.91
2011-11-22,37.01,41.16,43.57,43.64,,49.83,107.7,120.33,184.31,6.37,29.07,6.12,6.12,14.39,56.66,31.52,12.0,14.72,,22.92,36.21,,90.83,42.4,11.23,208.17,80.49,20.48,26.17,43.7,31.31,56.91
2011-11-23,44.28,39.29,41.66,57.7,,62.91,356.72,35.08,672.13,12.49,13.79,6.12,6.42,17.88,95.76,15.87,22.58,18.28,,19.25,33.55,,37.07,48.32,27.7,80.23,100.63,13.3,27.58,34.13,20.01,82.45
2011-11-24,37.0,43.39,64.23,64.67,,66.56,87.88,14.28,740.29,6.12,6.12,6.12,6.12,19.99,62.78,14.15,18.72,16.17,,23.55,38.16,,26.83,41.26,21.35,49.86,66.71,9.04,19.35,22.86,33.49,67.27
2011-11-25,13.19,12.16,17.46,44.16,,59.6,290.54,65.08,160.6,8.18,6.12,6.12,6.12,13.13,37.77,10.12,12.79,15.04,,7.07,13.11,,20.88,8.55,15.42,54.28,46.02,7.71,20.42,25.56,59.93,70.7
2011-11-26,14.84,14.3,15.64,34.55,,48.58,30.76,30.26,32.72,11.88,22.29,6.12,6.39,10.93,23.67,26.1,21.22,14.84,,6.62,17.84,,13.8,8.42,19.47,37.65,30.0,7.98,27.19,25.78,58.27,43.01
2011-11-27,39.14,35.13,47.13,52.58,,62.73,9.3,36.38,30.82,8.0,13.38,6.12,6.12,8.68,37.51,8.82,25.7,16.63,,19.13,35.79,,47.94,18.0,13.53,60.73,55.42,8.51,33.35,24.45,53.55,56.86
2011-11-28,15.97,29.4,46.11,71.01,,76.57,31.3,194.86,84.8,9.6,12.61,6.12,6.12,15.42,36.44,22.02,23.43,20.3,,10.98,28.4,,17.8,16.57,15.0,66.8,74.16,14.1,35.26,7.06,83.76,60.57
2011-11-29,16.81,23.25,35.29,61.38,,60.11,301.46,288.55,632.21,11.45,13.91,6.12,6.42,12.55,63.04,12.8,14.18,24.39,,7.46,13.4,,14.54,15.34,14.28,43.73,85.52,13.03,36.89,6.12,70.06,72.65
2011-11-30,10.35,14.98,9.01,35.52,,59.28,334.82,549.28,742.41,12.41,78.37,6.12,6.12,17.27,27.13,18.66,21.69,21.01,,6.75,17.78,,11.18,7.8,9.78,23.57,58.3,2.13,11.73,6.12,145.97,37.13
2011-12-01,29.56,24.27,22.13,40.42,,57.74,27.09,145.72,126.02,6.12,53.24,6.12,6.12,17.7,193.65,37.81,13.65,17.02,,6.12,14.86,,50.1,19.92,11.14,25.72,67.31,1.06,18.07,6.12,118.08,66.57
2011-12-02,44.84,53.2,67.36,67.38,,65.8,637.29,354.56,492.53,8.49,6.12,6.12,6.4,12.86,70.22,10.72,16.36,20.28,,16.67,31.39,,49.01,24.7,12.85,63.4,41.45,3.99,64.17,6.12,93.91,42.65
2011-12-03,37.27,49.09,93.13,74.85,,72.78,254.99,149.24,212.69,8.83,6.12,6.12,6.12,19.44,52.67,14.8,28.8,28.88,,14.61,32.61,,24.13,28.63,20.96,78.76,30.72,1.06,66.27,6.12,85.83,57.26
2011-12-04,29.01,29.34,65.77,28.44,,32.82,149.16,368.01,236.72,7.2,6.12,6.12,6.12,14.1,37.24,9.49,25.28,23.59,,12.05,25.79,,10.91,14.33,12.72,62.99,23.2,0.53,45.96,6.12,82.33,48.08
2011-12-05,11.23,17.36,59.42,22.6,,29.43,39.88,6.72,8.92,11.19,6.12,6.12,6.44,22.17,31.92,8.37,39.43,19.81,,7.68,21.32,,12.59,13.6,13.21,53.03,19.4,2.93,49.63,6.12,50.82,33.75
2011-12-06,12.91,8.86,18.68,34.17,,49.22,7.12,8.02,5.45,7.2,6.12,6.12,6.12,8.87,25.54,6.43,13.71,14.95,16.79,6.12,18.86,,17.88,8.63,7.24,33.25,49.92,5.32,24.54,6.12,18.14,27.75
2011-12-07,25.99,34.37,43.28,47.46,,54.35,98.31,42.14,45.43,6.96,6.12,15.9,6.12,6.12,34.05,6.41,6.12,6.89,20.14,11.9,37.67,6.7,14.8,14.12,6.12,45.49,23.96,9.31,40.14,12.24,17.45,18.36
2011-12-08,9.38,14.32,36.93,31.1,,48.05,42.35,41.66,22.71,6.12,6.12,8.91,6.12,7.95,38.3,6.12,12.61,29.6,14.55,6.12,19.44,7.14,15.21,10.2,8.19,35.38,29.2,9.31,48.46,6.12,45.71,27.86
2011-12-09,17.78,40.37,52.07,44.27,,54.63,88.99,80.59,88.46,8.16,6.12,6.41,6.12,10.23,47.08,8.83,13.91,32.2,17.27,9.32,26.01,27.66,20.42,16.38,9.6,56.2,13.47,12.24,55.43,8.28,41.12,27.34
2011-12-10,25.69,47.35,96.9,42.73,,69.2,300.33,354.53,360.04,6.46,6.12,6.12,6.12,12.16,60.12,11.33,18.43,38.53,16.45,9.56,30.9,37.52,18.73,19.86,14.05,80.82,11.68,17.02,59.25,13.44,75.29,27.77
2011-12-11,14.28,11.8,23.06,34.75,,52.16,205.61,82.69,314.58,6.42,6.12,6.12,6.12,13.63,43.09,6.12,11.77,42.24,11.02,6.12,20.78,29.25,11.18,11.93,15.78,38.32,27.75,12.5,46.16,13.93,58.59,37.85
2011-12-12,14.62,21.08,35.79,33.49,,40.75,124.22,37.65,129.48,6.12,6.12,12.89,6.12,9.7,52.67,7.47,20.7,36.84,22.6,8.37,28.58,24.43,16.59,23.61,9.27,48.91,32.04,13.03,41.9,15.22,19.88,33.94
2011-12-13,13.58,15.56,22.12,33.21,,49.66,938.2,339.56,719.34,6.12,6.12,7.02,6.12,11.96,44.69,8.66,40.71,24.78,20.72,6.12,21.89,26.36,11.15,15.31,10.42,33.43,47.6,14.63,38.4,16.65,13.12,46.76
2011-12-14,28.78,33.21,58.52,48.37,,53.52,185.26,361.05,156.01,6.78,6.12,6.45,6.72,9.43,54.53,6.12,6.12,23.4,25.91,6.78,29.1,26.44,28.91,43.42,8.21,39.27,18.64,15.16,37.41,21.3,30.47,29.68
2011-12-15,15.16,23.14,42.76,32.34,,55.01,500.65,112.39,128.64,8.07,6.12,6.12,6.12,19.96,48.68,9.81,19.11,25.28,26.11,6.41,20.89,40.95,16.54,11.44,8.84,42.39,13.62,28.73,35.71,8.94,10.98,29.36
2011-12-16,10.22,15.16,48.92,22.23,,40.18,76.9,15.3,19.41,6.12,6.12,6.92,6.12,8.83,43.09,11.06,15.36,15.95,10.7,9.53,18.55,32.09,15.65,8.04,8.38,45.06,13.52,16.23,23.66,12.22,19.1,25.52
2011-12-17,6.12,6.44,13.68,15.06,,28.87,127.2,126.72,174.81,6.12,7.86,6.38,6.68,11.06,36.44,12.44,11.28,13.88,14.87,7.95,18.29,21.36,23.46,6.96,12.52,26.74,12.55,17.82,26.15,8.97,18.65,19.09
2011-12-18,18.52,15.25,21.65,29.24,,50.92,14.09,51.91,104.93,6.12,6.51,6.12,6.71,9.07,50.54,6.48,11.1,23.25,16.08,6.37,13.87,16.08,14.06,10.44,11.15,35.19,40.8,10.37,32.12,6.88,21.04,46.98
2011-12-19,26.17,22.62,32.19,36.04,,47.64,84.39,16.28,740.85,8.63,19.01,6.12,7.76,9.9,57.99,8.57,77.71,25.58,16.45,9.56,17.51,52.82,13.81,17.92,8.87,40.55,32.83,14.36,59.2,14.46,13.29,43.88
2011-12-20,6.12,6.12,6.12,18.78,,38.89,13.55,100.81,155.84,11.24,18.35,6.12,15.48,17.54,32.45,6.44,22.72,22.9,26.13,7.17,15.83,10.06,6.12,6.84,11.14,23.15,16.8,9.84,43.19,13.84,15.31,22.55
2011-12-21,46.1,46.43,64.73,83.4,,130.04,9.99,15.39,13.17,9.3,23.97,6.41,15.46,18.95,49.74,16.6,32.59,43.19,16.9,9.51,16.0,17.64,37.38,36.24,22.28,74.3,39.11,11.97,53.29,14.83,35.06,44.05
2011-12-22,21.85,23.92,33.64,39.46,,62.38,59.72,254.36,93.07,8.66,33.04,6.12,14.36,17.62,66.77,12.18,28.55,39.89,16.03,6.12,15.57,14.83,14.35,19.45,26.25,38.31,44.64,14.1,35.63,44.17,59.53,45.1
2011-12-23,9.62,8.16,9.63,28.16,,58.37,8.63,11.48,9.36,7.04,14.6,6.12,16.59,7.54,34.58,15.1,47.05,24.84,40.64,6.12,14.49,16.7,6.12,9.2,13.05,32.17,34.44,13.03,28.06,21.03,51.22,39.7
2011-12-24,41.88,49.0,50.25,58.13,,92.04,273.79,146.85,266.9,8.47,21.31,38.3,13.43,7.13,74.48,12.8,12.89,45.03,23.04,39.55,56.61,27.48,18.25,28.86,15.23,41.71,76.74,12.5,37.12,11.56,58.8,61.4
2011-12-25,8.84,8.66,16.12,22.63,,46.29,37.4,97.47,56.52,7.08,13.18,9.94,14.7,7.51,67.83,7.43,15.4,31.47,15.87,8.01,20.35,6.12,8.91,9.39,11.07,34.28,35.43,9.31,20.75,12.21,63.87,47.51
2011-12-26,11.93,11.91,24.62,53.89,,108.18,15.39,21.08,20.64,13.61,25.9,6.12,8.62,12.45,63.84,10.6,30.14,26.35,18.47,6.92,14.56,9.89,14.15,8.71,14.96,46.54,59.05,10.91,40.53,12.52,190.95,35.41
2011-12-27,12.15,30.27,39.09,55.36,,97.93,51.19,51.63,54.48,7.82,18.03,6.12,11.44,14.82,72.35,9.64,18.3,27.99,16.67,6.88,14.73,13.53,11.9,10.57,12.3,48.68,73.72,15.96,33.75,26.54,48.05,30.97
2011-12-28,35.15,40.4,44.75,64.0,,103.76,128.49,61.79,59.92,6.12,43.09,6.12,8.26,13.61,72.88,17.99,15.57,40.37,14.98,9.31,18.65,28.72,34.51,29.22,24.17,66.31,48.91,14.36,38.49,25.74,60.17,49.09
2011-12-29,19.17,34.14,31.64,50.26,,85.81,870.52,571.38,1207.94,6.12,14.63,13.18,8.04,15.07,64.11,31.5,16.08,42.66,32.38,23.39,33.67,33.55,17.36,22.08,24.45,44.0,36.89,15.16,29.96,9.04,66.94,46.05
2011-12-30,28.16,37.4,54.72,47.5,,80.94,234.22,75.63,42.52,6.12,21.81,6.38,8.36,28.1,72.35,28.16,36.91,46.51,28.77,14.73,27.14,32.98,20.75,32.83,45.8,63.92,48.22,24.21,36.44,6.12,84.53,61.71
2011-12-31,12.46,19.37,27.35,30.72,,71.66,206.15,27.09,27.97,6.12,12.8,7.63,14.46,9.12,46.82,15.49,22.96,29.78,15.33,8.45,23.94,9.8,11.56,13.55,15.42,45.96,53.12,10.37,27.1,24.33,43.67,50.8
