Datum,Beograd Novi Beograd,Beograd Stari grad,Beograd Mostar,Beograd Vracar,Beograd Panc.most,Beograd Zeleno brdo,Bor Brezonik,Bor Institut RIM,Bor Gradski park,Cacak,Kamenicki Vis EMEP,Kikinda,Kopaonik,Kosjeric,Kostolac,Kragujevac,Kraljevo,Krusevac,Loznica,Novi Sad SPENS,Novi Sad Liman,Nis IZJZ Nis,Obrenovac Centar,Pancevo Sodara,Paracin,Sabac,Smederevo Carina,Uzice,Valjevo,Vranje,Zajecar,Smederevo Radinac
2011-04-06,7.49,8.59,16.16,18.52,52.86,21.92,6.44,7.4,27.96,10.37,12.26,6.12,6.12,13.14,23.67,6.12,13.65,16.9,17.58,7.82,12.43,16.96,10.61,6.45,11.61,11.84,7.76,22.08,,23.24,66.1,12.88
2011-04-07,6.95,10.47,21.46,14.22,50.85,20.35,8.0,21.47,30.04,9.71,12.16,6.12,6.12,21.37,11.97,9.23,15.55,16.19,33.29,6.12,14.19,15.24,26.61,8.63,9.98,9.11,12.39,33.78,,17.07,31.44,19.21
2011-04-08,6.8,8.19,9.0,9.1,48.74,15.56,12.73,14.92,35.64,6.12,7.48,6.12,6.12,12.81,9.04,7.76,13.69,12.09,60.7,9.06,10.14,11.04,9.85,7.91,6.12,8.49,11.34,29.79,,12.97,11.93,16.71
2011-04-09,7.26,8.13,8.39,9.53,48.14,16.12,10.02,12.81,31.77,6.99,6.12,6.12,6.42,9.37,7.98,6.42,10.36,6.12,10.65,10.58,6.12,9.86,8.68,6.77,6.12,10.4,9.89,21.81,,6.12,11.12,13.42
2011-04-10,6.12,6.12,6.12,6.41,48.06,13.38,7.15,8.67,27.96,6.12,8.39,6.12,7.08,13.53,11.7,6.71,9.63,9.2,22.91,11.9,6.12,8.7,7.75,6.12,7.5,6.12,13.45,21.55,,6.12,15.33,12.87
2011-04-11,6.12,7.5,8.93,7.03,51.64,14.72,6.47,9.61,25.46,6.75,10.53,7.14,6.12,12.41,29.26,6.81,11.15,9.42,14.11,14.72,6.45,9.27,8.17,6.12,7.69,9.72,23.65,32.45,,18.13,25.84,14.63
2011-04-12,7.99,9.42,17.91,10.94,,,8.66,47.36,12.13,7.7,6.12,6.12,6.76,11.48,15.16,6.47,9.39,13.99,19.1,16.47,8.36,22.42,25.75,7.92,6.12,14.21,12.5,26.87,,6.12,31.45,
2011-04-13,6.12,6.12,6.12,7.07,,,7.6,11.71,2.5,6.12,6.12,6.12,6.12,6.12,3.72,6.12,6.12,6.12,30.71,9.82,6.38,6.45,10.02,6.78,6.12,6.92,11.8,9.84,,6.12,19.15,
2011-04-14,6.12,6.12,6.12,8.98,58.35,17.1,8.02,10.23,2.5,6.12,6.12,6.12,6.12,6.12,3.99,6.12,8.83,7.67,34.45,6.12,6.12,7.14,36.69,6.12,6.12,6.12,6.93,11.17,,21.3,19.4,10.07
2011-04-15,6.12,6.12,28.54,11.35,60.05,19.64,9.27,11.97,2.5,7.32,6.12,6.12,6.38,8.14,3.99,6.12,10.6,10.29,53.11,6.12,6.12,8.78,18.81,6.12,6.39,6.12,10.7,18.09,,6.12,24.94,11.47
2011-04-16,8.12,8.11,13.91,16.15,57.1,23.98,16.98,25.01,39.94,6.12,6.65,6.12,6.86,6.48,24.21,7.86,7.96,11.14,,6.12,6.12,7.96,7.74,12.97,6.87,9.89,33.79,17.56,,6.12,26.27,41.27
2011-04-17,13.69,10.22,15.9,15.11,55.92,20.3,6.12,7.0,116.0,6.86,6.12,8.66,10.64,9.2,17.02,6.12,9.75,9.17,,10.96,12.69,7.26,11.91,18.99,6.12,12.27,15.58,19.15,11.87,18.69,16.0,22.11
2011-04-18,15.88,15.29,26.3,18.68,63.01,26.46,10.86,15.93,45.17,7.23,6.12,7.15,6.12,9.2,23.14,8.58,7.81,9.8,,6.12,6.74,8.72,14.21,24.58,6.49,11.58,20.37,16.49,14.77,6.12,21.75,36.32
2011-04-19,6.12,7.14,14.55,14.49,67.88,20.06,7.4,13.64,30.91,11.83,8.01,6.12,6.12,10.87,48.15,10.27,13.44,11.44,,6.12,6.12,19.72,6.63,8.35,9.48,6.48,14.86,18.89,14.15,6.67,14.76,27.12
2011-04-20,6.42,10.55,16.19,17.03,72.47,17.6,8.7,23.96,41.99,6.12,19.17,6.12,6.84,6.9,34.85,6.12,8.5,7.67,,6.12,6.12,21.15,24.83,7.87,9.63,6.12,7.56,27.66,12.9,7.69,20.76,16.13
2011-04-21,10.88,13.31,23.51,13.74,70.57,18.58,7.85,78.88,97.78,8.87,7.03,7.27,7.12,9.45,5.59,6.99,8.33,6.12,,13.62,10.81,23.67,11.15,20.81,6.12,9.61,13.87,20.22,15.05,8.97,9.63,19.59
2011-04-22,13.22,11.44,14.54,11.49,68.07,19.4,29.93,186.62,659.2,6.12,17.8,6.12,6.64,7.89,4.79,6.12,6.12,7.78,,8.55,8.63,23.2,7.39,21.39,7.32,19.7,7.49,17.82,10.61,6.38,6.96,14.54
2011-04-23,12.5,10.09,12.83,10.16,61.07,17.35,6.12,6.87,583.38,6.12,6.12,6.73,6.12,7.03,6.38,6.12,6.12,6.12,,7.79,8.42,10.62,14.71,11.5,6.12,21.05,6.42,15.69,7.33,6.12,6.12,10.97
2011-04-24,11.17,7.28,8.53,6.51,62.19,14.16,6.39,21.93,83.62,6.12,10.58,6.12,6.12,7.46,1.86,6.12,6.12,7.04,,8.82,9.48,14.9,12.99,17.71,6.12,8.43,6.12,14.9,8.41,6.5,6.73,11.15
2011-04-25,6.12,6.12,6.12,6.12,,12.14,6.12,6.12,33.72,6.73,11.05,7.22,6.12,6.47,1.06,6.12,6.96,6.12,,6.47,6.12,15.57,6.12,9.03,6.12,13.91,6.12,15.16,6.12,6.12,7.19,9.43
2011-04-26,6.12,6.12,6.73,6.12,,12.2,6.12,6.12,56.29,6.12,9.81,6.12,6.45,11.61,6.38,6.12,10.95,6.12,,9.14,9.55,25.45,6.12,12.64,6.12,11.97,6.12,16.49,6.12,6.6,8.96,9.57
2011-04-27,10.82,10.71,13.98,9.9,,18.32,6.12,16.79,98.07,6.12,10.31,6.58,6.12,7.53,9.31,6.12,7.86,6.12,,17.27,17.49,13.2,6.12,19.57,6.12,18.27,7.78,10.91,6.76,6.12,10.29,14.75
2011-04-28,33.09,26.66,30.8,36.16,,35.8,6.12,6.95,98.41,6.12,6.12,6.12,6.12,6.12,8.78,6.12,7.3,6.12,,7.87,7.67,9.12,15.73,18.87,6.12,20.96,12.48,8.51,6.12,6.12,7.45,11.48
2011-04-29,18.59,17.84,24.51,18.85,,25.36,18.38,135.87,576.18,6.12,6.12,6.12,6.12,6.12,18.89,6.12,6.12,6.12,,6.4,6.12,8.99,9.03,23.14,6.12,16.5,16.82,10.64,6.85,6.12,20.63,20.58
2011-04-30,9.49,9.77,18.41,13.05,68.58,18.16,93.49,101.58,516.52,6.12,6.12,8.68,6.12,6.12,16.76,6.12,6.12,6.12,,8.88,8.42,10.54,9.06,18.48,6.12,13.28,12.29,12.5,6.81,6.12,13.7,
2011-05-01,10.32,7.62,8.24,10.16,61.03,16.14,33.55,6.12,134.7,6.12,6.4,6.12,6.12,6.12,9.31,6.12,6.12,6.12,,6.12,6.12,8.15,6.12,21.07,6.12,9.34,9.47,8.51,8.45,6.12,6.67,
2011-05-02,6.42,7.18,8.33,7.54,61.28,16.69,9.85,11.73,33.16,6.41,8.25,6.12,6.12,10.38,3.19,6.12,7.15,8.55,,6.12,6.12,8.76,12.44,8.17,6.96,7.87,8.38,9.84,13.61,6.12,14.16,
2011-05-03,13.68,11.48,12.64,17.04,60.11,19.3,11.46,68.09,361.43,6.12,6.12,10.85,6.12,6.12,15.16,6.12,6.12,6.12,,17.02,14.24,9.21,6.12,22.11,8.05,17.67,12.76,9.84,9.53,6.12,7.26,
2011-05-04,6.12,6.12,6.12,7.12,61.19,13.2,7.55,16.03,31.44,11.46,6.49,6.12,6.12,14.94,3.99,7.76,7.18,6.38,,6.12,6.12,7.55,8.81,6.72,11.5,6.12,6.66,7.98,13.47,6.12,11.25,
2011-05-05,7.98,6.12,7.99,7.95,62.85,14.12,7.65,8.56,31.7,6.12,6.75,6.12,11.17,16.14,7.71,6.54,6.38,6.55,,6.12,6.12,7.58,9.68,6.12,6.86,7.41,9.65,11.97,9.25,6.12,12.22,12.86
2011-05-06,6.12,6.77,11.15,10.46,61.71,16.79,8.15,34.24,31.54,6.12,8.66,6.12,7.1,6.12,9.04,8.62,10.81,6.9,,6.12,6.12,10.43,13.99,6.73,6.41,6.45,6.12,12.24,7.45,6.55,23.36,13.33
2011-05-07,13.48,15.54,19.86,20.31,62.68,24.7,27.58,16.07,65.17,7.66,12.61,7.73,9.89,15.62,8.25,14.97,11.24,10.42,,12.49,14.13,15.0,33.6,11.89,14.9,15.06,14.18,15.16,15.76,8.86,9.55,17.99
2011-05-08,6.75,6.12,6.12,6.79,61.71,13.05,8.12,12.46,549.72,6.12,7.7,6.12,7.98,7.41,32.98,6.41,7.27,10.01,,6.12,6.12,10.57,6.12,12.71,8.65,7.98,9.91,8.25,6.64,7.02,31.53,11.66
2011-05-09,14.31,13.84,17.64,14.93,61.93,19.61,9.43,67.37,994.9,10.02,6.12,6.12,7.41,14.76,60.38,6.51,6.12,6.59,,6.48,6.12,7.97,10.39,15.59,7.54,11.42,41.76,9.31,17.82,6.12,13.99,37.13
2011-05-10,6.54,8.32,11.44,12.03,62.15,16.65,6.12,53.21,130.69,10.56,6.12,6.12,9.14,10.4,15.43,8.14,8.14,9.39,,6.12,13.77,14.66,10.35,8.86,11.85,6.12,7.76,15.69,12.07,7.5,30.46,13.5
2011-05-11,8.11,7.11,13.56,11.35,61.31,14.89,61.57,64.39,140.11,7.05,,6.9,6.12,11.97,54.8,6.12,6.12,6.12,6.12,6.12,18.66,10.13,6.69,12.15,6.75,6.12,9.98,12.24,16.03,6.12,15.45,15.96
2011-05-12,7.77,7.18,11.97,13.72,63.61,15.57,23.89,76.48,146.1,10.19,9.15,6.12,7.76,8.89,43.09,6.51,7.34,6.12,12.19,6.12,19.15,9.72,12.79,8.63,7.44,7.65,8.04,7.45,10.76,6.12,10.52,13.28
2011-05-13,11.13,9.75,15.03,22.8,70.48,25.89,144.43,19.38,143.12,13.13,7.79,6.12,14.47,9.77,81.4,6.41,9.88,6.41,44.06,6.12,18.7,12.69,14.45,11.34,7.98,7.49,6.38,7.98,15.06,6.12,13.95,12.2
2011-05-14,6.41,7.01,13.13,12.51,64.13,20.43,11.43,80.94,106.71,6.12,,6.12,6.95,6.12,76.08,7.39,6.45,8.53,9.21,6.72,19.23,9.62,27.58,8.49,7.36,37.33,6.12,6.65,13.75,7.11,10.73,10.47
2011-05-15,17.62,19.15,22.35,20.46,61.64,28.95,188.32,115.11,148.37,6.12,,6.12,6.12,6.42,12.5,7.56,6.12,6.12,6.12,10.58,24.13,15.4,20.84,19.04,6.76,9.66,11.83,5.85,8.15,6.12,8.1,13.45
2011-05-16,6.12,6.12,6.12,6.12,61.48,13.98,15.25,17.25,40.15,6.12,,6.12,6.12,6.12,1.6,7.67,6.12,6.75,8.63,6.12,16.78,6.47,16.23,6.12,6.42,6.12,6.12,1.33,6.9,6.12,10.29,8.14
2011-05-17,6.12,6.12,6.12,6.12,63.8,16.41,42.81,49.11,389.21,6.9,7.13,6.95,7.04,7.2,1.33,6.12,6.12,6.38,6.96,6.12,18.19,6.12,6.12,6.12,6.12,6.12,6.12,1.6,6.12,6.12,7.1,8.83
2011-05-18,17.29,22.02,21.48,19.41,62.61,28.76,8.21,170.74,481.69,7.71,6.12,6.12,6.12,13.35,16.23,6.12,6.12,7.0,14.1,6.43,18.94,8.99,27.48,18.82,13.27,34.59,33.11,4.79,14.52,6.12,7.03,38.64
2011-05-19,15.49,19.05,24.2,22.27,61.8,27.97,12.82,48.74,256.4,8.57,6.12,6.76,6.48,9.32,16.23,7.47,6.38,6.43,8.91,19.52,34.78,7.77,11.32,58.89,7.14,29.96,11.86,6.12,11.46,6.12,9.03,13.33
2011-05-20,16.88,16.28,21.43,18.36,63.57,25.87,87.94,81.63,272.0,6.12,6.12,9.88,7.8,6.4,41.23,6.37,6.12,6.12,6.12,18.37,33.41,7.45,8.7,26.83,6.12,42.21,11.8,6.12,9.37,6.12,6.81,34.56
2011-05-21,12.22,10.86,16.62,15.38,,,111.33,210.85,2.5,6.37,6.12,6.12,8.93,8.14,34.05,8.03,6.93,6.12,8.18,7.32,20.9,8.15,14.1,19.82,11.33,6.51,18.73,6.38,14.63,6.12,12.46,
2011-05-22,43.33,63.06,56.24,53.12,,,104.26,114.52,100.04,6.71,6.12,6.37,7.92,7.38,10.37,8.08,6.47,6.12,13.65,6.12,18.83,7.83,90.15,14.05,8.11,7.0,6.86,5.59,12.2,6.12,13.07,
2011-05-23,8.47,9.84,12.98,14.7,60.09,22.98,45.69,164.45,392.71,8.49,6.56,6.12,6.12,11.82,11.7,6.12,6.86,6.67,8.3,6.12,20.44,11.86,14.84,14.91,12.86,8.3,9.65,3.99,20.55,6.12,11.67,10.63
2011-05-24,20.65,22.51,25.27,23.47,61.41,38.01,149.36,196.89,309.48,6.9,6.47,6.12,9.5,11.44,61.18,6.72,6.12,6.12,19.47,7.6,21.05,8.17,13.54,31.43,10.12,19.6,25.9,5.32,13.61,6.12,16.5,11.9
2011-05-25,7.75,8.25,12.49,9.32,61.49,21.14,110.77,89.25,101.07,13.53,6.94,6.93,7.56,13.56,19.42,7.68,7.58,6.69,9.8,10.67,24.5,9.17,15.2,11.67,7.46,8.32,10.31,3.99,29.71,6.12,21.81,9.83
2011-05-26,10.49,10.08,13.82,9.81,61.86,19.14,7.44,55.15,380.48,11.34,6.69,8.98,9.83,15.25,6.38,6.12,8.06,6.12,19.09,8.09,,9.68,13.05,19.67,10.6,18.2,7.95,4.52,23.96,6.12,10.84,8.44
2011-05-27,10.69,11.11,17.77,14.58,58.9,21.01,8.89,7.64,343.85,6.12,7.15,6.96,6.4,6.12,108.79,6.12,6.12,7.13,6.73,8.42,9.78,9.08,6.12,24.15,6.12,6.43,9.7,4.52,7.89,6.12,7.65,8.96
2011-05-28,17.43,15.28,21.5,16.38,59.91,22.44,6.41,119.4,427.53,6.12,9.78,8.69,6.47,8.57,3.46,6.12,6.12,7.32,53.0,6.47,11.45,13.48,84.84,20.25,6.12,6.12,16.23,4.79,13.58,6.12,6.53,9.76
2011-05-29,6.12,6.12,6.12,6.12,,14.94,16.01,22.04,43.45,6.79,7.07,6.12,6.12,18.71,2.13,6.12,6.9,9.24,26.41,6.12,6.12,6.5,47.23,6.12,10.75,6.52,6.71,2.39,8.11,6.12,41.03,8.21
2011-05-30,9.64,8.89,10.52,10.33,62.26,19.97,12.74,33.41,43.45,8.72,10.87,6.12,7.38,7.57,158.8,6.12,12.19,9.37,20.54,6.51,8.83,12.12,9.43,6.85,13.44,30.12,11.67,5.05,10.05,8.23,13.99,9.99
2011-05-31,11.57,10.81,17.2,14.38,60.49,20.55,13.96,20.32,76.69,6.12,6.12,9.28,6.12,7.13,31.65,6.12,8.52,6.12,7.33,15.72,22.12,8.27,8.38,17.94,6.46,16.06,12.76,4.26,8.74,6.12,15.2,11.44
2011-06-01,17.39,18.79,19.38,21.51,59.38,28.49,7.62,17.96,39.51,6.12,6.12,7.9,6.71,17.2,21.28,6.12,6.12,6.12,13.92,12.45,17.63,7.98,39.46,21.38,6.12,18.66,9.85,6.12,14.98,6.39,25.64,8.36
2011-06-02,6.59,6.61,9.7,8.35,59.31,17.21,10.27,13.56,40.23,8.29,10.98,6.12,6.69,24.73,6.38,6.12,8.87,6.42,10.51,6.12,9.17,12.19,31.12,6.54,6.45,6.12,8.14,4.79,13.68,7.23,13.06,8.42
2011-06-03,18.3,13.13,18.32,15.05,60.96,19.8,6.93,9.2,38.77,6.12,6.12,8.21,6.37,7.06,9.04,6.12,6.12,6.12,25.8,6.41,9.12,6.98,12.71,10.25,6.12,30.61,27.46,2.93,10.48,6.12,14.53,15.73
2011-06-04,18.13,17.2,22.61,18.74,62.58,25.61,7.87,17.84,39.29,6.12,6.12,6.12,8.27,6.12,38.04,6.12,6.83,6.12,6.73,15.03,20.25,6.39,7.16,32.5,6.12,34.46,22.93,3.72,6.57,6.12,11.33,12.46
2011-06-05,7.9,7.56,12.0,10.52,59.38,17.22,6.79,9.6,37.21,6.12,6.12,9.47,6.12,6.12,5.59,6.12,7.13,6.12,6.42,11.15,18.05,7.64,6.12,11.03,6.12,8.67,6.87,3.72,6.74,6.12,6.12,8.38
2011-06-06,8.54,9.49,13.42,9.27,61.48,18.49,6.12,13.9,38.73,6.12,6.12,16.06,6.12,6.12,13.57,6.12,6.73,6.37,6.12,10.23,16.72,12.42,6.12,21.48,6.42,8.71,9.92,4.26,6.65,6.12,7.69,10.67
2011-06-07,9.63,9.86,17.56,11.54,64.49,19.67,6.12,6.95,37.41,6.12,10.94,12.55,6.12,6.12,13.57,6.12,9.37,8.93,,8.21,15.79,16.73,6.12,13.84,6.12,8.88,9.34,5.32,7.61,6.12,7.08,12.78
2011-06-08,8.48,6.69,12.86,6.12,65.74,15.65,15.73,100.87,259.81,6.53,6.71,13.89,6.12,7.02,22.88,6.12,8.49,6.12,,10.14,14.05,11.08,7.24,18.6,6.12,7.5,8.68,5.59,9.28,6.12,8.69,9.46
2011-06-09,10.72,11.19,13.97,11.31,66.06,19.15,6.96,26.77,92.45,10.8,7.64,6.48,6.12,10.57,8.51,6.12,11.01,6.12,9.54,9.31,12.75,8.37,20.87,10.3,9.28,6.41,11.63,5.59,12.87,6.12,40.04,
2011-06-10,6.12,6.12,6.12,6.12,67.93,14.7,7.65,14.23,36.87,13.62,8.28,6.12,6.12,9.46,4.26,6.12,10.72,6.41,29.76,6.37,11.54,9.77,25.02,6.12,8.92,6.12,6.98,4.26,23.47,6.12,13.05,8.6
2011-06-11,6.12,6.12,6.12,6.12,67.45,14.91,7.12,12.77,37.03,15.45,10.23,6.12,6.12,16.53,4.79,6.12,17.68,6.89,15.82,6.87,9.69,8.16,6.12,6.12,9.99,6.12,6.12,4.26,20.08,6.12,6.73,8.72
2011-06-12,6.12,6.12,6.12,6.12,64.76,14.45,6.67,11.43,33.82,9.72,9.71,6.12,6.12,10.86,4.26,6.12,13.31,7.12,,7.28,10.0,8.62,13.16,6.12,9.41,6.12,6.45,2.66,8.21,6.81,9.38,9.19
2011-06-13,7.5,6.12,6.12,6.12,66.17,14.1,6.57,15.38,37.31,9.88,9.11,6.12,6.12,7.51,5.59,6.12,11.25,6.67,,7.61,9.12,9.85,9.62,6.12,8.37,6.12,6.12,5.05,7.71,6.12,12.6,10.02
2011-06-14,6.12,6.12,6.79,7.82,68.39,14.91,6.12,163.15,38.72,6.42,12.3,6.12,6.12,17.36,7.98,6.12,9.99,8.97,,6.43,7.87,10.28,7.08,6.12,10.3,6.12,6.12,6.65,12.62,6.51,36.93,9.5
2011-06-15,6.42,6.12,6.44,7.51,68.1,14.66,8.53,95.12,191.72,10.61,12.18,6.12,6.54,14.53,8.25,6.57,14.67,11.43,,7.5,8.7,10.89,60.36,6.12,11.17,6.44,6.63,7.98,10.35,6.75,13.5,9.99
2011-06-16,7.4,8.18,11.79,9.94,70.16,17.09,54.44,206.22,367.34,6.68,10.74,6.12,6.95,12.61,138.85,6.12,10.92,8.9,,7.68,10.92,13.89,10.83,6.38,7.28,35.74,7.28,5.32,12.89,6.12,9.5,10.26
2011-06-17,23.82,18.81,24.91,21.43,72.43,26.72,104.28,57.88,88.97,12.1,6.12,12.07,6.12,12.57,15.96,6.12,8.26,6.49,,9.79,15.67,13.92,38.57,13.99,6.48,10.99,10.39,6.92,16.9,6.12,9.01,11.18
2011-06-18,34.44,28.59,35.58,21.8,70.7,27.81,98.47,149.61,246.3,6.37,6.12,7.49,6.12,6.12,11.7,6.12,7.91,6.12,,10.02,16.1,10.71,20.02,16.72,6.12,17.36,8.15,5.59,7.41,6.12,7.73,9.97
2011-06-19,6.12,9.31,41.01,6.12,67.74,14.15,77.44,156.65,158.37,6.93,7.19,6.12,6.12,7.59,10.64,11.07,10.04,7.69,,8.77,11.68,12.13,8.25,6.12,6.12,6.12,6.41,5.05,6.38,6.12,37.93,8.87
2011-06-20,6.12,6.12,6.83,6.76,69.73,14.34,6.12,16.55,34.72,7.68,8.31,6.12,6.12,8.61,4.79,7.08,15.75,8.38,,6.12,6.89,8.97,52.08,6.12,9.11,6.74,6.12,4.26,11.85,6.12,9.35,9.08
2011-06-21,8.77,12.1,22.48,12.42,67.93,19.31,69.86,53.21,142.25,6.12,6.44,10.76,6.82,6.39,19.42,6.12,12.05,6.12,,14.67,17.91,9.22,17.18,8.71,6.12,8.11,7.76,4.26,8.46,6.12,15.51,11.94
2011-06-22,10.53,7.84,26.63,11.05,69.04,15.0,9.62,80.84,123.37,6.12,6.72,7.98,6.12,6.74,9.58,6.12,8.83,6.12,13.81,18.07,21.96,14.89,6.89,9.86,6.12,8.52,11.5,5.05,8.53,6.12,12.72,15.03
2011-06-23,9.28,7.01,13.05,13.13,70.02,21.77,74.11,527.13,630.48,10.42,7.82,7.77,6.12,18.49,28.46,6.12,7.05,6.12,32.82,7.09,6.12,16.49,44.22,8.71,6.12,6.12,17.22,9.84,11.46,6.12,14.03,13.44
2011-06-24,6.42,8.5,8.25,9.28,69.19,16.74,48.31,334.79,495.5,6.12,8.39,6.12,6.48,7.23,14.36,6.12,6.88,7.19,22.99,6.12,6.12,10.75,22.17,6.94,7.23,6.12,11.38,6.12,7.44,6.12,98.85,8.69
2011-06-25,6.12,6.12,6.12,6.12,66.44,13.37,6.12,10.63,35.3,6.12,6.12,6.12,6.12,7.11,4.79,7.41,6.12,6.99,10.2,6.12,6.12,6.12,8.87,6.12,6.12,6.12,6.12,3.72,7.64,6.12,13.12,8.89
2011-06-26,6.12,6.12,6.12,6.12,65.68,13.81,6.51,16.42,33.95,8.1,7.97,6.12,6.12,9.86,4.79,6.87,6.12,6.12,13.44,6.12,6.12,6.41,6.87,6.12,8.47,6.12,6.12,4.26,10.37,6.12,22.28,9.34
2011-06-27,6.12,6.12,6.12,7.98,67.88,14.62,6.12,47.59,33.25,6.41,10.07,6.12,6.12,6.12,14.63,6.12,6.12,6.88,6.12,6.12,6.12,8.77,7.81,6.12,7.49,6.12,6.66,5.05,7.1,6.12,23.67,9.77
2011-06-28,6.12,6.12,6.5,8.22,68.92,14.22,6.12,27.12,34.03,7.09,7.39,6.12,6.12,15.74,11.17,7.63,6.12,8.43,17.72,7.03,6.12,8.82,8.81,6.12,7.88,6.12,6.38,8.78,7.9,6.12,9.62,10.7
2011-06-29,6.12,6.12,6.8,8.54,67.39,13.52,6.12,9.04,34.06,6.38,7.48,6.12,6.12,12.57,5.32,6.12,6.12,6.74,11.29,6.12,6.12,8.49,28.57,6.12,6.75,6.86,11.33,3.72,13.28,6.12,7.39,8.58
2011-06-30,6.12,6.12,10.06,6.53,68.06,13.85,6.12,56.06,37.04,7.96,6.12,6.12,6.12,8.27,7.45,6.12,6.12,6.12,14.33,6.12,6.12,7.58,17.18,6.42,6.12,6.12,7.02,5.85,14.84,6.12,7.29,8.66
2011-07-01,6.12,6.12,6.12,6.12,68.76,13.17,6.12,8.5,34.25,6.12,6.12,6.12,6.12,10.3,4.79,6.12,6.12,6.12,16.8,6.12,6.12,7.79,29.03,6.12,6.12,6.12,6.12,3.99,16.63,6.12,6.42,8.51
2011-07-02,13.64,10.3,18.01,19.66,67.54,32.78,6.87,24.17,37.85,6.12,6.57,6.12,6.12,6.12,17.56,10.5,7.24,6.12,9.52,6.12,6.12,9.44,17.74,6.87,8.69,17.02,18.34,3.72,6.12,6.12,28.79,20.22
2011-07-03,26.83,19.9,35.24,20.35,66.5,28.22,32.96,90.09,153.26,6.12,6.12,6.12,6.12,6.12,18.89,6.12,6.12,6.41,11.99,11.24,11.68,8.86,23.23,9.63,8.11,7.81,12.65,3.99,14.21,6.12,20.76,
2011-07-04,6.43,7.42,11.32,8.34,70.65,16.43,6.12,10.48,35.34,6.12,6.41,6.12,6.65,6.65,7.18,7.39,11.17,6.12,16.96,6.12,6.38,10.31,35.21,7.33,8.67,6.44,7.43,7.45,12.52,6.12,10.33,
2011-07-05,12.46,13.31,15.27,16.68,72.04,21.39,135.4,110.45,64.36,6.12,6.12,6.12,6.58,6.12,30.06,6.12,9.5,6.12,14.06,6.12,6.12,12.86,29.87,15.87,6.12,7.13,14.01,5.85,21.69,6.12,6.95,
2011-07-06,6.12,10.48,9.53,9.38,69.64,14.22,6.12,8.67,31.68,8.3,8.5,6.12,6.12,8.52,6.12,6.12,11.03,6.12,18.7,6.12,6.12,9.87,30.42,6.12,7.7,6.12,6.12,5.59,19.61,6.12,6.12,
2011-07-07,8.12,12.84,14.48,8.85,74.25,16.49,7.01,134.88,124.36,6.12,6.73,6.12,6.12,8.56,8.51,8.53,15.17,6.12,26.51,6.12,6.12,10.98,32.19,7.12,8.02,8.23,13.2,6.38,14.56,6.47,23.1,
2011-07-08,22.19,11.6,26.62,15.48,74.6,18.75,97.65,127.4,135.48,6.12,6.12,8.39,6.12,6.12,9.04,6.12,10.3,6.12,11.04,8.04,9.12,11.94,19.36,12.47,6.12,9.86,7.87,6.92,13.05,6.12,7.77,
2011-07-09,9.61,9.83,21.75,11.11,74.22,16.92,93.2,142.82,374.62,6.12,9.94,6.73,6.12,6.12,15.69,6.12,7.49,6.12,11.06,14.08,15.62,13.75,12.56,14.95,6.12,6.12,18.84,6.12,7.63,6.12,11.7,
2011-07-10,9.63,7.26,31.15,8.84,70.89,16.18,15.82,256.43,442.81,6.12,6.12,7.8,6.12,6.12,18.09,6.12,11.89,6.12,37.69,15.93,17.61,10.62,10.42,23.0,6.12,9.75,22.74,5.85,6.68,6.12,9.47,
2011-07-11,9.4,10.11,13.16,9.46,65.73,17.67,50.77,241.35,379.69,13.65,6.12,6.12,7.49,9.37,13.57,12.47,13.69,6.12,28.2,8.69,8.98,13.46,30.98,14.18,6.12,9.86,17.69,7.98,14.12,8.17,9.59,
2011-07-12,6.12,6.12,7.03,7.46,66.75,14.47,6.12,38.57,53.95,10.1,10.41,6.12,6.12,12.74,11.7,6.99,12.43,7.9,8.4,6.12,6.12,11.67,15.65,6.12,8.86,6.12,6.37,7.18,18.66,6.12,19.11,
2011-07-13,13.31,17.33,15.42,12.02,65.12,19.39,11.3,65.08,504.41,6.12,6.12,6.12,6.12,8.33,19.95,6.37,6.42,6.38,12.47,17.25,19.93,10.58,12.2,35.48,6.12,23.9,16.09,7.71,8.57,6.56,14.26,
2011-07-14,13.72,14.77,22.39,12.22,64.6,21.48,27.18,235.25,267.2,6.12,6.12,6.12,6.12,7.34,8.78,6.12,6.12,6.12,12.67,12.16,13.28,10.65,7.92,22.86,6.38,16.02,21.06,8.51,8.51,6.12,8.93,
2011-07-15,14.8,15.73,19.02,14.92,66.51,19.97,6.54,345.19,399.49,6.71,10.91,8.99,6.12,9.68,7.98,6.12,6.41,6.12,18.71,10.32,11.63,15.74,58.18,17.33,6.72,9.2,20.01,9.31,23.09,6.64,7.55,
2011-07-16,6.12,6.12,6.12,6.12,67.79,14.9,6.53,51.52,53.61,14.3,13.99,6.12,6.12,6.12,6.38,6.67,21.22,12.83,6.56,6.12,6.12,13.23,36.13,6.12,13.19,6.12,8.65,6.65,13.46,6.12,42.56,
2011-07-17,13.92,10.58,13.88,14.27,67.11,21.58,33.85,47.98,437.22,8.98,11.76,6.12,6.12,6.12,32.45,7.27,18.27,8.87,11.7,6.12,6.12,10.65,12.38,11.46,7.4,46.13,23.82,7.18,11.79,6.12,17.91,
