Datum,Beocin Centar,Beograd Mostar,Beograd Zeleno brdo,Bor Gradski park,Bor Institut RIM,Bor Krivelj,Cacak,Kikinda,Kopaonik,Kosjeric,Kostolac,Krusevac,Loznica,Nis IZJZ Nis,Novi Sad Liman,Obrenovac Centar,Pancevo Sodara,Paracin,Popovac,Sremska Mitrovica,Smederevo Carina,Smederevo Centar
2013-12-15,8.78,7.59,29.47,27.29,47.88,22.47,15.45,6.49,,22.58,8.99,21.15,51.47,,5.64,14.5,,,20.3,8.21,3.24,23.44
2013-12-16,8.28,16.4,34.49,20.24,23.65,18.22,17.04,6.95,,22.72,10.1,17.92,15.3,,6.06,22.37,,,9.4,7.18,5.61,19.34
2013-12-17,17.47,18.59,55.55,30.43,108.85,459.1,11.07,8.92,,12.45,123.9,26.47,4.36,,7.14,37.22,,,15.25,11.93,6.34,76.49
2013-12-18,22.85,26.31,36.75,957.21,426.19,643.66,9.32,30.71,,13.46,29.08,13.31,2.73,,16.06,,,,7.03,49.96,1.14,68.62
2013-12-19,47.98,17.02,28.36,1116.35,1382.52,120.02,21.17,15.18,,18.01,15.46,23.43,6.31,,57.58,,,,5.07,33.49,1.05,31.34
2013-12-20,19.12,41.38,77.28,373.59,573.16,328.26,19.21,16.06,,20.35,19.68,28.67,29.47,,29.87,,,,6.79,16.55,4.48,47.84
2013-12-21,16.56,33.86,49.25,22.45,34.91,30.37,17.39,9.33,,23.55,16.25,36.8,36.81,,16.75,,,,6.99,20.67,2.52,45.54
2013-12-22,15.32,27.66,42.52,196.13,182.83,291.52,14.31,15.05,,15.59,23.95,43.76,27.69,,14.0,,,,5.69,14.3,2.03,65.97
2013-12-23,15.98,46.48,84.01,833.07,448.78,702.76,15.87,13.03,,19.52,23.65,34.21,44.08,,15.69,,,,5.65,21.21,4.84,64.53
2013-12-24,19.26,39.3,38.15,519.13,319.08,186.44,17.99,33.07,,17.02,29.23,45.67,36.2,,20.75,,,,14.66,19.6,1.34,95.48
2013-12-25,22.14,39.82,36.56,626.76,195.14,69.12,18.59,27.44,,27.31,30.78,48.59,47.03,20.54,25.14,,,,20.52,27.29,1.54,107.26
2013-12-26,18.15,28.98,28.21,153.48,115.11,292.85,16.54,26.52,,23.19,30.78,31.08,42.48,13.8,16.57,,,,12.71,39.66,6.23,95.63
2013-12-27,20.17,24.48,34.59,408.09,79.94,459.81,18.2,21.18,,22.53,29.76,23.37,48.58,12.89,18.73,,,,,31.24,2.66,97.87
2013-12-28,22.31,33.59,50.79,189.18,205.06,125.94,11.35,23.14,,20.98,27.11,18.66,31.61,13.16,21.73,,,,,25.21,1.61,75.73
2013-12-29,13.58,26.73,38.67,1008.85,454.41,146.1,7.63,21.11,,14.12,21.24,15.34,18.55,11.23,14.04,,,,,11.49,5.86,87.03
2013-12-30,12.05,11.91,30.7,539.67,198.38,53.21,12.3,8.9,,22.86,10.83,9.34,20.37,11.44,9.37,,,,,11.14,,37.93
2013-12-31,17.46,19.63,36.23,702.74,19.66,15.42,15.84,12.67,,23.63,18.11,10.37,13.92,8.07,13.42,,,,,16.24,,86.7
