Datum,Kikinda Centar,Novi Sad Liman,Sremska Mitrovica,Pancevo Sodara,Beograd Stari grad,Beograd Novi Beograd,Beograd Mostar,Sabac,Kostolac,Smederevo Carina,Valjevo,Bor Institut RIM,Kragujevac,Popovac,Zajecar,Cacak,Uzice,Krusevac,Kamenicki Vis EMEP,Nis O.s. Sveti Sava,Vranje
2018-07-22,0.23,0.33,0.28,0.43,0.32,0.41,0.46,0.3,0.46,0.46,0.43,0.3,0.56,0.26,0.32,0.3,0.45,0.35,0.39,0.32,0.47
2018-07-23,0.18,0.29,0.2,0.27,0.1,0.3,0.1,0.21,0.3,0.16,0.44,,0.6,0.26,0.29,0.25,0.51,0.27,0.41,0.25,0.48
2018-07-24,0.18,0.31,0.21,0.29,0.21,0.34,0.27,0.23,0.28,0.12,0.6,,0.67,0.35,0.26,0.22,0.47,0.25,0.42,0.25,0.42
2018-07-25,0.19,0.29,0.2,0.28,0.22,0.34,0.26,0.2,0.35,0.11,0.49,0.21,0.7,0.35,0.29,0.24,0.44,0.28,0.43,0.24,0.41
2018-07-26,0.2,0.3,0.32,0.32,0.2,0.35,0.2,0.21,0.37,0.2,0.47,0.39,0.69,0.28,0.42,0.25,0.44,0.3,0.43,0.26,0.49
2018-07-27,0.2,0.3,0.37,0.33,0.22,0.35,0.22,0.22,0.46,0.21,0.52,0.41,0.78,0.25,0.45,0.22,0.47,0.32,0.42,0.27,0.47
2018-07-28,0.16,0.27,0.23,0.33,0.2,0.32,0.21,0.2,0.37,0.21,0.4,0.37,0.76,0.24,0.42,0.24,0.5,0.28,0.43,0.26,0.4
2018-07-29,0.18,0.32,0.25,0.34,0.25,0.33,0.22,0.2,0.44,0.23,0.43,0.27,0.21,0.21,0.28,0.26,0.45,0.27,0.44,0.24,0.36
2018-07-30,0.23,0.32,0.24,0.31,0.2,0.33,0.18,0.18,0.51,0.32,0.44,0.24,0.32,0.24,0.35,0.26,0.56,0.28,0.44,0.28,0.42
2018-07-31,0.19,0.32,0.27,0.32,0.19,0.35,0.16,0.22,0.49,0.27,0.42,0.42,0.33,0.38,0.35,0.34,0.61,0.31,0.26,0.29,0.5
2018-08-01,0.19,0.35,0.31,0.45,0.3,0.36,0.28,0.23,0.43,0.39,0.53,0.4,0.35,0.34,0.35,0.31,0.66,0.32,0.25,0.29,0.51
2018-08-02,0.19,0.35,0.32,0.32,0.34,0.47,0.26,0.28,0.38,0.27,0.5,0.33,0.36,0.28,0.4,0.29,0.58,0.33,0.27,0.31,0.43
2018-08-03,0.21,0.34,0.32,0.29,0.31,0.43,0.25,0.28,0.37,0.26,0.46,0.36,0.33,0.3,0.39,0.27,0.47,0.32,0.28,0.27,0.43
2018-08-04,0.19,0.33,0.24,0.32,0.41,0.47,0.37,0.36,0.33,0.43,0.42,0.28,0.33,0.33,0.33,0.27,0.5,0.36,0.29,0.26,0.34
2018-08-05,0.19,0.35,0.31,0.35,0.58,0.63,0.48,0.4,0.46,0.78,0.44,0.34,0.39,0.27,0.3,0.21,0.41,0.32,0.28,0.23,0.38
2018-08-06,0.22,0.31,0.34,0.4,0.43,0.68,0.56,0.34,0.5,0.35,0.51,0.46,0.43,0.3,0.31,0.24,0.48,0.4,0.32,0.29,0.38
2018-08-07,0.2,0.3,0.32,0.35,0.33,0.46,0.47,0.3,0.51,0.32,0.49,0.43,0.43,0.31,0.35,0.24,0.49,0.4,0.36,0.31,0.39
2018-08-08,0.21,0.32,0.35,0.35,0.61,0.51,0.63,0.32,0.48,0.92,0.45,0.41,0.42,0.3,0.44,0.28,0.46,0.39,0.36,0.26,0.4
2018-08-09,0.14,0.48,0.25,0.28,0.24,0.32,0.2,0.3,0.31,0.25,0.47,0.43,0.43,0.29,0.38,0.3,0.5,0.3,0.35,0.24,0.42
2018-08-10,0.11,0.25,0.24,0.23,0.19,0.28,0.16,0.2,0.26,0.2,0.48,0.21,0.42,0.25,0.41,0.29,0.47,0.26,0.36,0.18,0.44
2018-08-11,0.08,0.24,0.21,0.23,0.17,0.29,0.15,0.26,0.26,0.21,0.45,0.26,0.46,0.29,0.3,0.26,0.52,0.24,0.29,0.2,0.31
2018-08-12,0.17,0.26,0.26,0.35,0.26,0.42,0.39,0.26,0.39,0.47,0.44,0.3,0.46,0.27,0.28,0.22,0.38,0.29,0.32,0.23,0.27
2018-08-13,0.18,0.26,0.29,0.4,0.42,0.45,0.51,0.29,0.41,0.66,0.46,0.32,0.54,0.27,0.36,0.26,0.45,0.35,0.34,0.24,0.33
2018-08-14,0.1,0.32,0.29,0.33,0.25,0.28,0.2,0.3,0.32,0.51,0.42,0.26,0.54,0.28,0.37,0.24,0.5,0.33,0.35,0.29,0.46
2018-08-15,0.11,0.26,0.17,0.26,0.21,0.39,0.25,0.15,0.28,0.22,0.41,0.25,0.62,0.31,0.39,0.19,0.59,0.25,0.33,0.22,0.48
2018-08-16,0.14,0.27,0.2,0.28,0.23,0.42,0.29,0.18,0.31,0.21,0.4,0.33,0.61,0.31,0.38,0.17,0.55,0.33,0.34,0.27,0.28
2018-08-17,0.19,0.32,0.37,0.32,0.32,0.41,0.27,0.25,0.36,0.33,0.41,0.36,0.57,0.43,0.37,0.2,0.53,0.34,0.35,0.28,0.43
2018-08-18,0.12,0.29,0.39,0.38,0.29,0.43,0.45,0.26,0.41,0.65,0.42,0.58,0.64,0.42,0.35,0.23,0.52,0.35,0.36,0.35,0.46
2018-08-19,0.14,0.29,0.22,0.35,0.27,0.49,0.27,0.23,0.45,0.55,0.42,0.57,0.61,0.33,0.36,0.23,0.46,0.36,0.36,0.4,0.27
2018-08-20,0.16,0.37,0.4,0.38,0.42,0.55,0.4,0.32,0.42,0.78,0.4,0.45,0.57,0.3,0.38,0.21,0.47,0.36,0.37,0.42,0.39
2018-08-21,0.19,0.32,0.45,0.46,0.51,0.84,0.48,0.32,0.43,0.47,0.41,0.26,0.62,0.34,0.37,0.25,0.49,0.37,0.38,0.35,0.41
2018-08-22,0.24,0.33,0.37,0.49,0.48,0.58,0.61,0.36,0.46,0.54,0.42,0.3,0.64,0.34,0.38,0.25,0.54,0.39,0.41,0.38,0.34
2018-08-23,0.15,0.34,0.29,0.3,0.31,0.22,0.29,0.39,0.36,0.32,0.44,0.3,0.66,0.51,0.38,0.25,0.54,0.4,0.42,0.38,0.4
2018-08-24,0.13,0.29,0.28,0.33,0.28,0.25,0.28,0.29,0.31,0.3,0.47,0.3,0.7,0.47,0.46,0.24,0.57,0.44,0.39,0.27,0.44
2018-08-25,0.14,0.3,0.3,0.41,0.36,0.9,0.38,0.24,0.34,0.54,0.46,0.34,0.7,0.52,0.36,0.22,0.57,0.32,0.39,0.3,0.45
2018-08-26,0.14,0.29,0.23,0.41,0.36,0.92,0.41,0.25,0.37,0.32,0.42,0.4,0.67,0.49,0.34,0.18,0.48,0.33,0.45,0.32,0.4
2018-08-27,0.08,0.27,0.25,0.28,0.19,0.21,0.17,0.16,0.25,0.24,0.54,0.22,0.72,0.31,0.38,0.13,0.53,0.23,0.45,0.35,0.33
2018-08-28,0.16,0.24,0.23,0.3,0.25,0.21,0.25,0.17,0.43,0.25,0.49,0.17,0.79,0.3,0.34,0.18,0.67,0.29,0.43,0.38,0.32
2018-08-29,0.17,0.27,0.32,0.42,0.6,0.62,0.51,0.39,0.48,0.3,0.41,0.23,0.74,0.3,0.36,0.19,0.53,0.32,0.39,0.48,0.36
2018-08-30,0.18,0.29,0.34,0.49,0.83,0.66,0.66,0.44,0.5,0.53,0.48,0.43,0.82,0.52,0.47,0.22,0.64,0.33,0.38,0.48,0.36
2018-08-31,0.12,0.33,0.31,0.46,0.26,0.45,0.25,0.42,0.34,0.36,0.46,0.47,0.9,0.49,0.46,0.25,0.63,0.36,0.39,0.43,0.39
2018-09-01,0.1,0.32,0.33,0.39,0.3,0.46,0.27,0.43,0.29,0.63,0.46,0.47,0.91,0.38,0.45,0.26,0.57,0.38,0.4,0.44,0.42
2018-09-02,0.1,0.38,0.13,0.38,0.26,0.39,0.25,0.19,0.31,0.47,0.44,0.43,0.87,0.37,0.41,0.28,0.57,0.39,0.39,0.45,0.44
2018-09-03,0.13,0.37,0.2,0.41,0.23,0.39,0.25,0.25,0.35,0.44,0.48,0.37,0.88,0.31,0.58,0.27,0.61,0.36,0.43,0.42,0.46
2018-09-04,0.11,0.3,0.25,0.41,0.23,0.34,0.21,0.24,0.35,0.28,0.46,0.35,0.89,0.28,0.45,0.19,0.5,0.24,0.44,0.42,0.44
2018-09-05,0.14,0.3,0.13,0.36,0.23,0.34,0.31,0.17,0.34,0.25,0.57,0.23,0.94,0.39,0.27,0.2,0.53,0.23,0.41,0.42,0.38
2018-09-06,0.18,0.36,0.31,0.39,0.3,0.4,0.51,0.27,0.42,0.28,0.52,0.25,0.51,0.28,0.35,0.22,0.55,0.33,0.44,0.46,0.34
2018-09-07,0.19,0.33,0.32,0.41,0.34,0.54,0.58,0.29,0.47,0.32,0.47,0.32,0.47,0.36,0.4,0.18,0.59,0.36,0.44,0.5,0.47
2018-09-08,0.15,0.34,0.23,0.44,0.34,0.58,0.65,0.27,0.47,0.32,0.51,0.36,0.47,0.37,0.41,0.22,0.54,0.33,0.44,0.49,0.48
2018-09-09,0.1,0.33,0.12,0.37,0.31,0.35,0.28,0.18,0.43,0.28,0.51,0.19,0.45,0.36,0.33,0.21,0.53,0.27,0.46,0.42,0.45
2018-09-10,0.06,0.29,0.15,0.32,0.19,0.48,0.38,0.2,0.42,0.29,0.53,0.23,0.47,0.23,0.29,0.1,0.54,0.21,0.41,0.54,0.37
2018-09-11,0.07,0.3,0.14,0.36,0.24,0.49,0.39,0.2,0.44,0.32,0.52,0.25,0.53,0.33,0.33,0.13,0.64,0.2,0.4,0.66,0.4
2018-09-12,0.18,0.3,0.3,0.41,0.32,0.45,0.45,0.44,0.47,0.36,0.47,0.46,0.47,0.32,0.41,0.13,0.59,0.26,0.4,0.65,0.42
2018-09-13,0.1,0.29,0.33,0.5,0.42,0.47,0.55,0.46,0.49,0.82,0.57,0.5,0.66,0.21,0.47,0.18,0.59,0.3,0.41,0.61,0.35
2018-09-14,0.19,0.31,0.48,0.49,0.54,0.59,0.66,0.68,0.49,0.58,0.48,0.83,0.68,0.36,0.51,0.18,0.69,0.32,0.42,0.5,0.32
2018-09-15,0.15,0.32,0.5,0.57,0.63,0.63,0.8,0.68,0.55,0.4,0.49,0.93,0.7,0.3,0.5,0.15,0.68,0.36,0.39,0.51,0.37
2018-09-16,,0.24,0.16,0.4,0.24,0.7,0.42,0.3,0.38,0.23,0.43,0.42,0.7,0.29,0.41,0.12,0.48,0.24,0.39,0.5,0.36
2018-09-17,0.14,0.25,0.24,0.41,0.29,0.44,0.51,0.42,0.4,0.63,0.44,0.5,0.71,0.18,0.48,0.12,0.55,0.27,0.35,0.51,0.28
2018-09-18,0.13,0.35,0.32,0.44,0.34,0.54,0.36,0.49,0.36,0.82,0.46,0.7,0.84,0.35,0.58,0.18,0.66,0.29,0.38,0.37,0.44
2018-09-19,0.14,0.35,0.33,0.3,0.26,0.43,0.37,0.54,0.27,0.3,0.47,0.76,0.82,0.33,1.51,0.22,0.73,0.24,0.37,0.31,0.41
2018-09-20,0.24,0.31,0.44,0.52,0.29,0.41,0.22,0.71,0.3,0.68,0.5,0.8,0.64,0.28,0.53,0.2,0.71,0.29,0.37,0.35,0.29
2018-09-21,0.29,0.31,0.51,1.1,0.29,0.42,0.31,0.74,0.28,0.81,0.59,0.6,0.72,0.27,0.73,0.2,0.94,0.32,0.37,0.38,0.5
2018-09-22,0.32,0.33,0.52,2,0.22,0.37,0.3,0.64,0.29,0.3,0.59,0.67,0.72,0.19,0.69,0.19,0.82,0.25,0.43,0.39,0.51
2018-09-23,0.36,0.37,0.43,2.27,0.28,0.39,0.33,0.42,0.34,0.45,0.56,0.52,0.75,0.34,0.37,0.21,0.65,0.33,0.43,0.51,0.35
2018-09-24,0.39,0.36,0.51,4.14,0.31,0.39,0.35,0.43,0.34,0.35,0.63,0.57,0.77,0.22,0.39,0.21,0.66,0.38,0.41,0.51,0.44
2018-09-25,,0.19,0.12,9.34,0.09,0.32,0.08,0.26,0.22,0.19,0.55,0.16,0.8,0.22,0.43,0.19,0.61,0.23,0.1,0.39,0.17
2018-09-26,0.31,0.24,0.41,0.47,0.26,0.5,0.21,0.76,0.31,0.28,0.6,0.7,0.82,0.23,0.82,0.35,0.64,0.49,0.12,0.41,0.22
2018-09-27,0.46,0.34,0.87,0.53,0.44,0.59,0.81,0.92,0.72,0.53,0.69,0.81,0.77,0.28,1.63,0.51,0.85,0.66,0.19,0.49,0.65
2018-09-28,0.66,0.29,1.19,0.73,0.7,0.73,1.14,1.28,0.77,0.6,0.73,0.86,0.81,0.46,1.68,0.58,1.16,1.06,0.21,0.7,0.99
2018-09-29,0.75,0.39,1.37,0.77,0.8,0.94,1.26,1.34,0.57,0.72,0.76,0.97,0.86,0.49,1.83,0.54,1.18,1.25,0.36,0.78,1.02
2018-09-30,0.19,0.22,0.21,0.49,0.2,0.36,0.18,0.43,0.37,0.3,0.55,0.24,0.98,0.34,0.55,0.46,0.48,0.73,0.33,0.31,0.45
2018-10-01,0.23,0.4,0.6,0.4,0.22,0.4,0.23,0.8,0.19,0.37,0.85,0.2,1.06,0.25,0.65,0.56,1.02,0.97,0.31,0.39,0.92
2018-10-02,0.2,0.39,0.68,0.41,0.29,0.53,0.34,0.86,0.38,0.36,0.91,0.29,0.92,0.31,0.54,0.58,1.04,0.53,0.31,0.44,0.99
2018-10-03,0.2,0.34,1.54,0.56,0.51,0.69,1.09,1.68,0.73,0.54,0.88,0.63,0.94,0.29,1.1,0.52,1.14,0.75,0.26,0.66,0.46
2018-10-04,0.61,0.28,1.77,0.73,0.66,0.89,1.29,2,0.88,0.76,0.73,0.71,1.02,0.3,,0.63,1.15,0.96,0.25,0.77,0.49
2018-10-05,0.76,0.41,1.1,1.06,1.05,0.85,1.29,1.91,0.75,0.98,1.24,0.93,1.24,0.34,,0.56,1.33,1.26,0.32,0.81,1.27
2018-10-06,0.39,0.42,0.71,0.67,0.3,0.43,0.33,0.78,0.28,0.8,1.3,1.13,1.29,0.33,,0.48,1.59,0.75,0.36,0.31,1.43
2018-10-07,0.28,0.35,0.45,0.63,0.35,0.46,0.34,0.45,0.27,0.83,1.28,0.67,0.92,0.26,,0.48,1.61,0.53,0.39,0.28,1.52
2018-10-08,0.36,0.42,0.41,0.76,0.38,0.56,0.68,0.43,0.75,0.56,0.57,0.87,0.7,0.3,,0.62,1.34,0.79,0.4,0.66,0.99
2018-10-09,0.51,0.41,0.87,0.92,0.57,0.7,0.84,0.98,0.86,0.57,0.63,0.98,0.43,0.3,,0.6,1.34,0.88,0.35,0.66,0.47
2018-10-10,0.77,0.41,0.89,0.96,0.61,0.72,0.87,1.16,0.44,0.5,0.7,0.99,0.55,0.29,,0.58,1.1,1.12,0.34,0.43,0.56
2018-10-11,0.85,0.38,0.82,0.84,0.74,0.75,0.95,1.28,0.47,0.51,0.83,1.08,0.6,0.3,,0.71,1.12,1.31,0.4,0.51,0.7
2018-10-12,0.39,0.51,0.5,0.73,0.45,0.53,0.73,0.73,0.31,0.37,0.86,1,0.58,0.47,,0.74,1.31,1.02,0.42,0.49,0.83
2018-10-13,0.52,0.52,0.64,0.89,0.5,0.67,0.93,0.79,0.33,0.39,0.82,1.09,0.61,0.5,,0.75,1.32,1.25,0.46,0.33,0.51
2018-10-14,0.59,0.38,0.71,0.55,0.42,0.38,0.64,0.48,0.38,0.39,0.92,1,0.61,0.3,,0.65,1.13,1.12,0.46,0.33,0.55
2018-10-15,0.42,0.41,0.4,0.47,0.33,0.34,0.34,0.57,0.38,0.35,1.3,1.17,0.62,0.28,2.2,0.75,1.34,0.74,0.4,0.28,0.69
2018-10-16,0.55,0.41,0.91,0.56,0.45,0.45,0.53,2.29,0.34,0.46,1.35,1.24,0.71,0.25,2.48,0.76,1.65,1.07,0.44,0.57,0.8
2018-10-17,0.64,0.49,0.9,0.71,0.5,0.57,0.65,2.78,0.65,0.87,1.13,1.22,1.08,0.26,2.71,0.75,1.63,1.9,0.5,0.68,0.7
2018-10-18,0.57,0.5,0.97,0.94,0.6,0.63,0.83,1.3,0.51,1.01,1.12,1.56,1.1,0.28,2.14,0.77,1.66,2.15,0.53,0.8,0.95
2018-10-19,0.31,0.56,0.97,0.94,0.72,0.68,0.99,1.07,0.73,0.66,1.19,1.67,1.09,0.39,2.72,0.72,1.66,2.07,0.66,0.91,0.81
2018-10-20,0.38,0.47,0.48,0.63,0.53,0.5,0.62,0.63,0.57,0.62,1.31,1.16,1.15,0.38,2.98,0.71,1.35,2.11,0.67,0.99,0.67
2018-10-21,0.37,0.46,0.48,0.63,0.53,0.48,0.61,0.64,0.43,0.45,1.28,0.74,0.8,0.39,1.64,0.65,1.1,1.19,0.64,1.07,0.91
2018-10-22,0.52,0.43,0.45,0.58,0.41,0.45,0.52,0.58,0.3,0.67,0.93,0.92,0.62,0.32,1.38,0.61,0.84,0.68,0.56,0.69,0.63
2018-10-23,0.53,0.46,0.61,0.61,0.54,0.46,0.64,1.23,0.57,0.65,1.45,0.95,1.04,0.51,1.99,0.67,1.47,1.14,0.63,1.23,1.19
2018-10-24,0.26,0.31,0.62,0.53,0.54,0.43,0.63,1.37,0.64,0.62,1.49,0.7,1.04,0.57,2,0.73,1.5,1.15,0.64,1.36,1.52
2018-10-25,0.22,0.41,1.87,0.53,0.49,0.34,0.66,1.77,0.54,0.62,2.08,0.94,1.1,0.43,1.86,0.87,1.42,1.83,0.46,1.14,1.61
2018-10-26,0.29,0.52,1.93,0.64,0.53,0.42,0.77,1.87,0.62,0.77,2.17,1.6,1.24,0.52,3.1,1.09,2.21,2.7,0.5,2.99,4.27
2018-10-27,0.32,0.32,0.85,0.69,0.52,0.33,0.66,1.25,0.44,0.5,2.26,1.68,1.26,0.53,3.27,1.2,2.32,3.32,0.52,3.27,4.87
2018-10-28,0.2,0.26,0.7,0.43,0.42,0.25,0.48,0.78,0.29,0.5,2.13,1.34,0.61,0.19,2.64,0.44,0.84,0.51,0.52,1.51,0.73
2018-10-29,0.2,0.26,0.4,0.44,0.37,0.24,0.42,0.5,0.24,0.52,0.46,1.13,0.55,0.19,3.25,0.63,1.42,0.44,0.53,0.5,0.64
2018-10-30,0.16,0.25,0.88,0.55,0.43,0.45,0.73,0.7,0.54,0.56,1.14,1.3,0.68,0.25,2.41,0.74,1.51,0.44,0.2,0.62,0.64
2018-10-31,0.57,0.47,0.96,0.82,0.83,1.08,1.34,1.3,0.65,0.68,1.42,1.18,0.9,0.33,2.58,0.63,1.79,0.51,0.19,0.92,1.99
2018-11-01,0.58,0.47,0.66,0.81,0.82,1.21,1.27,1.25,0.6,0.58,2.47,1.1,0.79,0.36,1.1,0.97,2.71,,0.27,0.66,2.19
2018-11-02,0.16,0.32,0.67,0.49,0.41,0.34,0.62,0.55,0.25,0.37,2.98,0.35,0.42,0.33,0.87,0.85,2.69,,0.27,0.39,2.17
2018-11-03,0.57,0.31,0.61,0.46,0.36,0.29,0.48,0.93,0.22,0.42,3.1,0.7,0.36,0.3,1.09,0.54,2.11,,0.25,0.37,2.09
2018-11-04,0.54,0.27,0.73,0.46,0.35,0.27,0.36,1.4,0.47,0.44,0.9,0.73,0.38,0.34,2.78,0.62,1.7,,0.24,0.36,3.57
2018-11-05,0.22,0.38,0.86,0.47,0.41,0.31,0.45,2.99,0.77,0.44,1.8,0.68,0.76,0.33,2.92,1.27,2.19,,0.26,0.46,3.71
2018-11-06,0.21,0.31,0.63,0.53,0.38,0.33,0.46,2.94,0.29,0.6,2.89,0.47,0.76,0.38,0.77,1.18,2.01,,0.26,0.58,4.68
2018-11-07,0.29,0.28,0.62,0.56,0.38,0.32,0.47,0.76,0.27,0.71,3.08,0.47,0.76,0.42,0.83,1.43,2.33,,0.24,0.83,5.66
2018-11-08,0.89,0.46,1.11,0.67,0.49,0.45,0.67,3.17,0.27,0.6,2.3,0.44,1.41,0.59,0.91,1.64,2.44,1.03,0.24,0.83,3.92
2018-11-09,0.86,0.53,1.76,0.84,0.69,0.79,1.35,5,0.31,1.01,1.92,1.26,1.65,0.6,3.57,1.62,2.76,2.6,0.25,1.27,3.71
2018-11-10,0.98,0.73,2.47,0.85,0.79,1.08,1.3,5.82,0.35,0.93,1.65,1.57,1.85,0.47,3.71,1.44,3.01,3.4,0.27,1.46,5.17
2018-11-11,0.95,0.8,2.39,1.54,1.55,1.42,1.95,5.95,0.39,1.35,1.64,1.59,1.98,0.81,4.09,1.74,2.92,4.16,0.27,1.62,5.85
2018-11-12,0.71,0.57,1.89,1.42,1.65,1.57,1.96,4.02,0.39,1.4,2.26,1.65,1.92,0.8,4.49,1.89,2.79,4.91,0.32,2.09,7.12
2018-11-13,0.57,0.54,1.04,0.99,0.79,1.01,1.34,1.99,0.34,1.14,2.19,1.62,1.78,0.56,4.88,1.65,3.18,5.01,0.35,1.97,7.67
2018-11-14,0.69,0.6,0.99,0.79,0.51,0.61,0.69,2.06,0.44,0.9,1.71,0.66,1.55,0.62,1.22,1.39,2.95,1.82,0.36,2.2,6.98
2018-11-15,0.63,0.42,0.94,0.78,0.57,0.67,0.68,1.41,0.45,0.89,1.48,0.6,1.37,0.65,3.36,0.97,1.68,1.55,0.38,2.19,3
2018-11-16,0.43,0.64,1.46,0.75,0.72,0.68,0.81,2.17,0.61,0.98,1.48,0.6,1.38,0.59,3.53,0.93,1.68,1.62,0.35,1.21,2.5
2018-11-17,0.43,0.71,1.47,0.74,0.65,0.54,0.74,2.35,0.28,0.9,1.69,0.31,1.32,0.36,0.92,0.81,1.12,1.46,0.2,0.5,0.67
2018-11-18,0.44,0.41,0.78,1.11,0.48,0.47,0.55,0.73,0.36,0.93,1.46,0.38,1.13,0.68,0.83,0.96,1.22,1.3,0.26,0.75,0.97
2018-11-19,0.53,0.56,1.15,2.35,0.84,0.86,0.95,1.36,0.8,2.75,1.56,1.05,1.16,1.14,2.73,0.89,1.27,4.22,0.35,2.41,1.65
2018-11-20,0.53,0.56,1.05,2.2,0.85,0.84,0.95,1.26,0.76,2.64,2.05,1.06,1.17,1.15,2.4,0.69,3.9,4.21,0.33,2.46,1.64
2018-11-21,0.43,0.56,1.14,1.25,0.75,0.64,0.87,1.31,0.4,1.09,1.63,0.42,2.1,0.52,1.1,0.69,3.41,1.44,0.34,0.96,0.95
2018-11-22,0.6,0.56,1.08,1.13,0.76,0.7,0.92,1.27,0.34,1.02,0.8,0.47,2.82,0.51,1.04,0.69,1.35,1.46,0.4,0.81,0.88
2018-11-23,0.49,0.49,1.09,0.88,0.77,0.71,0.95,1.16,0.46,1.11,0.81,0.77,,0.61,1.39,0.71,1.3,1.12,0.49,0.87,2.99
2018-11-24,0.4,0.78,1.17,0.83,0.85,0.76,1.04,1.99,0.43,1.03,4.92,0.62,,0.62,1.31,1.36,2.35,1.34,0.47,0.8,2.55
2018-11-25,0.43,0.71,1.13,0.85,0.86,0.76,1.03,1.92,0.42,1.04,4.84,0.65,,0.52,1.18,2.08,3.97,1.37,0.38,3.34,2.1
2018-11-26,0.52,0.72,1.29,1.12,0.92,0.74,1.04,1.15,0.62,1.69,4.04,0.97,,0.88,1.4,2.58,2.15,1.48,0.36,2.76,1.59
2018-11-27,0.49,0.6,1.08,1.04,0.88,0.7,0.98,0.98,0.69,1.52,1.04,1.27,,0.91,1.7,2.46,1.95,1.46,0.51,2.42,1.55
2018-11-28,0.27,0.51,0.78,0.62,0.53,0.44,0.59,0.67,0.49,1.15,1.04,0.54,,0.46,0.99,0.55,1.26,0.95,0.54,0.84,0.65
2018-11-29,0.26,0.41,0.72,0.55,0.53,0.42,0.56,0.8,0.39,1.05,0.82,0.24,,0.37,1,0.77,1.14,0.97,0.35,0.55,0.55
2018-11-30,0.52,0.29,0.74,0.6,0.64,0.43,0.69,0.93,0.36,1.17,1.52,0.25,1.1,0.43,1.25,1.06,1.13,1.76,0.29,0.7,5.14
2018-12-01,0.47,0.72,1.65,1.37,1.11,0.94,1.41,1.35,0.91,1.63,2.16,1.93,2.68,1.53,3.95,2.92,3.75,4.9,,4.56,8.74
2018-12-02,0.6,1.07,2.01,1.38,1.24,1.16,1.57,5.41,1.01,1.6,3.83,1.82,2.53,1.66,4.04,3.04,4.89,7.83,,4.76,8.81
2018-12-03,0.67,1.27,2.42,1.18,1.69,1.5,2.22,5.46,0.52,1.58,5.54,1.58,2.02,0.63,4.43,2.37,5.21,7.74,,4.32,9.64
2018-12-04,1.51,1.1,2.16,1.18,1.76,1.59,2.26,2.7,0.72,1.65,5.73,1.61,1.79,0.73,8.39,3.04,4.69,7.77,,3.81,9.01
2018-12-05,2.18,0.74,1.75,1.05,0.91,0.7,1,1.58,0.73,1.05,2.19,1.3,1.19,0.67,7.71,1.22,1.87,2.43,,2.03,2.4
2018-12-06,2.5,0.65,2.1,3.21,1.13,1.08,2.17,2.22,1.1,2.45,2.28,1.66,1.74,0.45,3.58,1.52,2.28,4.45,,1.91,2.62
2018-12-07,2.05,0.81,1.65,3.21,1.63,1.33,2.34,2.75,1.12,2.4,4.08,2.29,2.2,0.72,6.59,2.79,4.01,6.75,,3.15,10.75
2018-12-08,1.11,0.62,1.6,1.36,1.4,1.24,,2.74,0.9,1.86,5.21,2.29,2.05,1.17,5.86,2.93,4.53,6.73,,3.79,10.73
2018-12-09,0.73,0.69,1.9,1.43,0.82,0.6,,2.52,0.86,1.25,2.49,1.31,1.4,1.13,5.58,1.7,1.74,5.57,,3.43,9.28
2018-12-10,0.72,0.64,1.93,1.19,0.71,0.51,0.68,2.26,0.72,0.86,2.13,1.19,1.3,0.75,3.9,1.41,2.28,5.71,,1.14,9.1
2018-12-11,0.38,0.5,1.2,0.69,0.66,0.49,0.76,1.31,0.52,1.11,1.94,0.42,1.44,0.38,4.32,1.29,2.26,1.98,,2.39,3.66
2018-12-12,0.89,0.48,1.57,1.21,0.7,0.56,0.71,1.55,0.73,2.44,2.9,0.61,2.17,0.69,5.39,1.96,2.13,3.1,,2.95,7.23
2018-12-13,0.98,0.54,1.49,1.54,1.09,0.89,1.3,1.73,0.96,2.96,2.89,1.46,2.18,0.66,6.22,1.96,1.73,4.28,,4.51,7.63
2018-12-14,0.76,0.5,0.9,1.26,0.82,0.59,0.85,1.05,0.66,1.45,1.55,1.23,2.26,0.6,5.62,1.75,1.85,4.26,,4.4,3.36
2018-12-15,0.88,0.65,1.05,1.39,1,0.77,1.07,0.93,0.77,1.29,1.44,0.44,1.37,0.6,1.08,1.53,1.21,1.75,,0.94,1.93
2018-12-16,1.25,0.62,2.71,2.85,1.92,1.32,2,3.57,0.81,2.04,1.2,0.75,1.57,0.42,2.01,1.95,1.41,2.1,,1.4,1.11
2018-12-17,1.21,1.32,2.21,3.13,2.93,2.41,2.87,3.19,1.2,2.26,1.88,1.19,1.6,0.64,4.1,1.92,2.39,2.01,,1.75,1.84
2018-12-18,0.95,0.91,1.22,1.46,1.12,0.99,1.14,1.81,0.84,1.29,1.56,0.67,1.3,0.66,3.74,1.5,1.49,1.74,,0.99,1.09
2018-12-19,1.02,0.95,1.77,1.94,1.66,1.31,1.56,2.08,1.18,1.98,2.48,0.96,1.98,0.6,3.68,2.1,1.21,2.15,,1.54,1.3
2018-12-20,1.31,1.76,2.27,1.88,2.73,2.97,2.33,2.28,0.87,1.62,4.83,0.78,2.21,0.65,2.92,2.25,3.9,6.1,,2.72,9.6
2018-12-21,1.26,2.3,3.96,2.23,4.07,3.99,4.34,5.97,1.27,1.53,8.59,3.96,2.13,1.14,6.94,3.56,5.92,5.87,,6.81,9.92
