Datum,Novi Sad Liman,Pancevo Sodara,Bg NBg,Bg Mostar,Bg Vracar,Bg Zbrdo,Sabac,Kostolac,Obrenovac Centar,Bor Brezonik,Bor Gradski park,Bor Institut,Zajecar,Nis OS Sveti Sava,
12.12.2018,4.57,11.12,6.64,7.64,8.45,14.12,10.56,8.82,15.52,14.15,19.05,11.50,30.40,9.31,
13.12.2018,4.57,13.50,8.16,8.25,8.53,10.71,11.90,9.55,14.17,15.73,25.73,34.73,40.33,13.75,
14.12.2018,3.91,10.40,5.79,5.79,12.05,9.55,6.91,9.31,12.61,11.98,79.33,33.31,22.43,6.26,
15.12.2018,3.93,8.14,5.36,5.10,7.64,11.27,5.41,8.94,13.97,8.61,177.80,5.53,3.14,5.59,
16.12.2018,3.72,8.77,6.22,6.49,7.96,13.43,6.29,8.77,13.31,10.26,12.59,6.66,7.02,6.44,
17.12.2018,7.28,13.22,7.74,7.33,12.82,30.39,5.32,10.53,16.06,68.47,40.85,17.17,20.48,12.22,
18.12.2018,9.03,7.92,5.37,5.07,8.97,16.48,5.38,8.66,13.60,43.78,47.39,30.13,33.79,12.53,
19.12.2018,10.77,14.93,9.23,6.45,11.58,22.81,8.90,12.02,13.50,70.73,57.30,26.62,38.85,20.57,
20.12.2018,11.86,26.45,14.46,10.41,14.95,27.24,7.13,13.44,16.35,19.97,25.13,7.76,11.54,13.24,
21.12.2018,16.59,22.59,21.62,25.89,16.78,31.05,12.15,14.62,20.62,30.01,43.35,32.89,24.52,17.45,
22.12.2018,25.84,23.01,15.58,32.91,13.01,23.22,19.58,19.88,21.69,14.15,16.12,25.43,53.70,21.92,
23.12.2018,13.50,19.45,9.16,14.06,9.72,17.47,11.76,14.72,18.85,12.02,13.77,14.55,38.66,13.57,
24.12.2018,17.59,13.62,9.51,14.08,8.39,12.11,10.34,14.68,17.74,11.99,11.48,10.60,77.56,13.66,
25.12.2018,9.38,8.91,4.83,4.29,7.66,9.62,6.40,11.42,11.79,15.43,15.41,10.07,20.89,7.79,
26.12.2018,9.67,11.64,6.53,6.92,8.55,13.95,8.94,11.85,17.17,14.52,15.09,10.40,41.72,11.40,
27.12.2018,9.87,12.24,6.48,9.32,9.31,16.62,10.43,13.82,16.18,15.07,15.44,10.33,36.05,14.48,
28.12.2018,12.26,20.00,12.60,16.55,12.60,27.18,12.17,16.65,21.58,21.28,18.46,14.51,46.53,19.54,
29.12.2018,10.87,11.70,8.03,8.46,8.18,13.16,10.37,12.41,17.83,17.86,20.44,12.90,39.85,14.38,
30.12.2018,10.48,10.47,5.90,6.58,7.41,13.38,10.40,12.22,16.05,11.05,12.29,9.55,31.94,10.78,
31.12.2018,,8.52,5.03,3.51,6.93,7.92,5.89,11.63,13.03,13.21,16.56,12.96,34.20,7.25,
