Datum,Novi Sad Rumenacka,Beocin Centar,Beograd Stari grad,Beograd Novi Beograd,Beograd Mostar,Smederevo Centar,Obrenovac Centar,Popovac,Nis O.s. Sveti Sava,Nis IZJZ Nis,Novi Sad Liman,Smederevo Carina,Kostolac,Kragujevac,Valjevo,Kosjeric,Uzice,Zajecar,Bor,Kamenicki Vis
2019-07-11,,,13.44,,,11.63,15.71,11.53,17.60,,17.6,20.8,24.9,13.5,24.3,20.7,24.3,15.0,26.7,5.1
2019-07-12,,,17.42,,20.65,14.78,16.69,10.05,17.72,,20.1,22.1,23.9,16.8,24.7,19.8,26.1,15.6,27.4,8.1
2019-07-13,,,18.26,,19.49,28.38,15.34,11.14,14.12,,23.4,35.1,24.1,16.5,27.4,17.4,24.5,13.2,30.6,9.5
2019-07-14,,,11.15,,10.09,9.95,10.45,16.24,15.35,,13.5,16.1,16.3,15.0,20.7,14.5,17.0,8.4,20.3,6.4
2019-07-15,,,14.99,,18.27,14.01,14.94,15.89,17.58,,16.1,17.4,18.3,13.3,22.3,14.5,23.8,13.4,22.3,7.9
2019-07-16,,,14.30,,23.67,11.99,19.93,9.21,17.01,,19.6,20.5,25.2,14.1,22.9,25.4,27.9,13.9,31.9,9.0
2019-07-17,,,17.02,,28.24,17.00,18.10,10.11,20.31,,15.9,25.8,28.5,17.5,22.1,24.9,32.1,15.2,24.9,13.2
2019-07-18,,,18.54,,25.06,20.53,19.05,12.03,18.80,,18.5,34.1,34.3,16.6,30.5,27.4,27.0,18.7,39.7,13.7
2019-07-19,,,17.30,,20.46,17.95,16.41,16.06,18.08,,31.0,28.2,30.8,21.9,28.8,25.0,22.3,21.5,46.4,15.5
2019-07-20,,,27.44,,28.71,27.78,19.91,15.35,15.53,,44.5,42.0,54.8,20.8,29.0,27.4,30.3,21.1,39.0,13.4
2019-07-21,,,27.05,,23.18,,19.54,16.67,19.99,,36.8,45.5,37.4,19.7,22.7,29.0,27.6,23.1,35.4,16.5
2019-07-22,,,17.56,,27.54,,19.51,20.39,26.67,,23.2,29.1,31.7,22.7,22.7,28.8,28.3,25.6,36.8,18.1
2019-07-23,,,16.80,,28.68,,17.81,11.31,23.05,,26.0,25.7,27.0,18.6,21.9,29.9,29.4,19.2,29.7,14.5
2019-07-24,,,11.07,,23.31,,14.30,,17.99,,20.3,18.5,19.0,15.0,20.1,25.8,23.6,20.0,29.4,10.6
2019-07-25,,,14.93,,21.70,,19.62,11.98,17.58,,21.9,24.9,31.9,15.4,23.6,29.4,24.7,21.4,32.1,15.2
2019-07-26,,,14.20,,20.94,,28.31,14.50,20.67,,26.5,30.9,35.5,21.4,29.9,34.1,27.9,21.4,34.6,14.1
2019-07-27,,,15.21,,18.16,,17.78,16.16,18.37,,29.1,32.2,33.9,18.8,22.1,21.9,21.0,26.0,34.5,15.4
2019-07-28,,,13.96,,15.64,,14.63,18.31,21.02,,27.4,35.6,30.8,20.3,24.1,25.2,24.3,25.3,38.4,18.4
2019-07-29,,,13.37,,11.86,,12.79,11.80,16.25,,24.5,23.5,22.1,13.0,27.9,25.8,24.7,16.1,26.1,9.0
2019-07-30,,,17.71,27.47,16.65,19.27,11.96,18.60,23.52,,23.4,22.8,30.1,23.2,32.1,35.2,33.6,21.1,31.6,16.1
2019-07-31,,31.72,19.10,30.21,21.23,22.11,15.25,28.18,33.48,,29.3,25.8,31.4,26.1,28.5,35.0,49.9,24.2,22.5,23.6
2019-08-01,,22.76,14.10,24.79,16.33,16.74,16.06,21.89,30.97,,21.0,24.5,25.9,25.2,27.0,27.4,35.5,22.7,19.9,12.1
2019-08-02,,19.22,14.75,28.26,15.04,16.22,16.80,18.85,18.82,28.31,21.0,30.3,34.1,24.1,29.2,27.7,24.8,19.2,24.7,18.6
2019-08-03,,18.09,9.97,17.29,8.12,9.80,8.87,14.45,13.02,18.43,13.4,18.7,17.6,13.0,23.6,20.1,16.3,10.9,12.5,
2019-08-04,,19.53,12.50,22.86,10.47,12.21,10.60,18.12,20.91,26.65,14.3,22.7,20.3,12.9,19.8,19.4,16.5,14.1,13.8,13.9
2019-08-05,,15.34,11.01,20.84,14.18,14.22,14.55,10.32,18.20,26.09,16.8,26.7,25.4,12.4,21.6,21.8,21.4,21.6,18.0,9.9
2019-08-06,,16.85,12.67,21.72,13.99,22.87,14.37,13.89,17.60,25.86,24.3,29.4,28.1,14.3,24.1,25.9,28.8,17.0,27.4,11.7
2019-08-07,,33.76,16.31,34.72,17.31,22.85,17.65,12.21,17.20,24.88,28.2,38.8,28.7,20.5,30.5,32.3,33.7,24.9,31.9,12.5
2019-08-08,,33.14,18.87,34.20,20.08,23.54,30.55,12.48,20.36,26.73,22.1,33.4,27.2,22.3,29.9,32.1,36.3,27.5,31.4,15.4
2019-08-09,,27.58,8.26,16.45,10.24,10.10,29.26,9.62,22.98,24.81,16.3,17.7,19.8,17.7,30.7,31.2,31.2,27.5,19.9,19.1
2019-08-10,,30.82,11.71,25.83,14.61,17.67,26.06,10.82,25.45,30.18,18.7,29.4,33.4,20.8,32.5,34.1,34.8,24.0,25.8,20.9
2019-08-11,,25.28,13.00,26.08,15.02,24.96,18.23,9.96,22.74,27.55,22.1,38.4,58.8,24.5,37.4,39.4,36.1,27.8,29.9,22.9
2019-08-12,,31.69,13.85,29.60,18.96,23.03,25.43,15.24,17.82,22.91,23.8,36.7,32.8,26.1,35.0,45.7,41.0,33.1,40.8,17.4
2019-08-13,,37.44,10.63,29.24,16.18,18.88,22.33,14.02,19.30,21.45,27.6,26.9,28.5,24.1,28.1,38.3,40.4,28.0,47.3,15.2
2019-08-14,,14.90,7.57,19.28,10.19,7.12,9.39,8.00,30.65,27.02,10.6,14.6,16.5,19.9,19.8,17.0,23.4,24.7,27.4,13.9
2019-08-15,,10.91,5.92,15.50,18.85,6.05,12.00,6.39,17.33,21.23,14.6,14.4,15.2,16.3,19.2,15.4,22.1,11.7,12.7,5.1
2019-08-16,,19.31,10.45,21.40,23.12,8.89,14.78,6.68,16.59,17.97,13.4,19.0,21.8,17.2,19.0,22.3,26.1,16.7,17.0,12.1
2019-08-17,,13.35,10.20,20.55,14.40,9.55,19.10,8.04,17.43,17.88,12.5,42.6,22.9,17.7,18.3,18.5,21.8,20.7,21.6,9.5
2019-08-18,,15.54,10.96,20.04,12.28,18.67,16.69,6.35,15.72,17.08,21.8,53.6,31.9,19.9,20.5,18.7,20.3,18.5,23.9,12.2
2019-08-19,,25.19,12.45,28.63,18.24,21.63,25.52,9.80,16.01,16.14,24.0,51.2,23.9,16.6,21.0,24.8,23.9,24.9,34.1,13.9
2019-08-20,,31.99,11.25,29.65,14.93,25.38,26.60,13.43,19.65,19.19,24.5,63.1,23.2,15.2,23.2,24.5,24.0,29.7,38.8,17.6
2019-08-21,,34.10,10.67,33.91,19.47,22.35,39.10,12.64,18.61,16.12,19.6,53.7,25.4,14.1,23.8,33.2,24.8,31.7,41.2,14.7
2019-08-22,,36.22,12.37,37.00,21.72,14.00,25.83,8.67,28.50,22.65,21.6,34.5,22.7,18.5,21.2,32.8,25.6,41.4,38.6,23.1
2019-08-23,,43.27,21.33,51.73,32.64,27.34,39.62,12.35,30.48,26.71,27.4,63.4,32.1,26.9,33.7,42.3,38.5,39.7,51.5,25.5
2019-08-24,,39.85,18.09,55.60,23.85,20.23,32.19,13.97,27.80,22.89,31.8,45.5,27.7,22.5,28.5,29.6,33.6,37.2,51.0,20.7
2019-08-25,,39.35,15.39,35.11,16.82,20.58,18.63,12.37,24.70,24.65,28.5,51.2,27.2,18.1,21.0,21.2,23.0,29.7,36.6,19.5
2019-08-26,,36.82,15.81,35.64,19.97,21.44,19.61,12.90,26.01,25.69,26.5,48.9,24.3,16.1,24.3,23.6,25.9,35.5,59.7,20.7
2019-08-27,,30.43,12.06,32.38,16.94,17.63,19.20,15.28,24.53,23.59,24.0,45.5,23.2,17.6,28.1,205.9,29.9,26.6,40.3,19.2
2019-08-28,,39.33,12.42,39.41,19.85,19.02,23.29,15.73,22.06,20.49,28.4,48.6,27.0,20.8,26.5,26.3,27.9,37.4,46.1,18.1
2019-08-29,51.61,39.80,10.80,39.06,19.62,18.16,29.46,14.97,22.23,18.43,28.3,51.9,37.9,16.3,26.8,26.8,32.1,36.1,38.1,19.2
2019-08-30,76.19,50.30,17.07,49.59,27.21,25.33,41.45,11.05,31.55,22.14,28.3,54.5,28.5,23.8,31.0,36.8,32.3,33.0,41.3,19.2
2019-08-31,52.26,39.41,16.82,46.96,27.57,24.77,33.49,12.70,33.13,23.87,29.1,66.5,29.7,27.2,36.8,31.4,36.1,36.1,42.1,24.5
2019-09-01,48.96,38.66,8.88,38.65,18.99,18.49,26.89,14.34,28.20,19.33,26.2,72.9,25.0,20.3,26.1,31.4,28.5,34.1,43.3,16.3
2019-09-02,54.83,42.73,6.73,40.99,19.50,17.73,31.62,13.69,23.80,16.53,31.8,63.4,29.9,20.5,23.8,32.3,29.9,33.5,42.6,12.6
2019-09-03,21.93,20.10,5.09,23.19,19.02,7.84,16.58,8.41,43.19,32.52,9.3,28.0,16.5,19.0,20.3,24.1,27.0,33.2,39.9,22.3
2019-09-04,28.34,16.65,6.96,18.95,12.94,7.69,12.47,5.94,29.12,27.70,15.9,21.2,14.3,17.4,20.7,24.3,26.3,17.9,21.4,12.6
2019-09-05,55.83,26.13,13.61,37.94,22.59,17.74,22.24,11.93,29.62,25.15,24.9,45.0,27.0,25.8,28.5,32.7,31.9,31.7,47.3,19.8
2019-09-06,72.43,30.44,11.91,44.55,30.73,16.65,30.45,18.18,33.52,25.91,32.9,43.1,37.5,23.4,36.5,35.6,35.9,40.3,39.3,24.2
2019-09-07,46.66,33.38,10.32,38.05,26.83,14.96,18.27,52.10,26.19,25.53,36.4,49.0,31.0,22.1,29.0,25.2,25.7,39.4,45.5,19.4
2019-09-08,40.99,40.60,14.24,34.90,21.80,21.11,12.51,11.01,26.56,24.87,35.7,57.6,29.2,17.0,21.6,17.6,25.6,33.9,43.2,18.5
2019-09-09,27.90,26.94,7.17,28.76,19.02,9.91,14.86,13.10,23.18,24.57,31.3,39.7,32.8,16.1,22.5,19.4,25.4,34.4,45.0,15.7
2019-09-10,29.15,19.04,7.66,20.93,13.77,7.30,13.07,9.51,25.54,20.81,15.2,26.1,19.4,17.9,23.0,25.9,28.8,36.3,48.8,19.0
2019-09-11,47.84,29.52,12.68,36.32,22.48,12.46,17.79,15.42,35.16,30.98,29.5,46.1,23.9,16.3,25.8,31.6,39.2,41.6,43.3,25.3
2019-09-12,57.86,33.01,13.00,,29.82,12.26,27.05,11.35,36.08,27.00,33.5,40.4,29.0,18.8,27.0,33.7,39.7,36.3,53.9,24.4
2019-09-13,44.40,22.04,8.95,,22.30,8.34,15.42,7.53,28.36,21.73,26.3,26.0,22.7,18.3,21.4,25.6,27.4,33.1,31.6,18.3
2019-09-14,44.49,20.84,6.30,26.98,18.35,8.06,17.75,9.30,22.58,17.85,23.4,25.4,23.2,16.6,17.1,23.4,25.9,23.6,20.7,15.6
2019-09-15,42.33,20.61,6.72,26.44,17.22,10.83,14.59,9.18,31.72,24.19,24.7,38.8,31.6,15.0,22.0,22.5,23.8,32.6,41.2,22.9
2019-09-16,48.57,27.05,9.32,40.69,26.15,14.63,23.30,10.76,33.13,23.70,36.2,46.1,31.0,25.6,33.9,31.4,33.7,31.1,33.6,20.6
2019-09-17,44.32,31.97,10.07,46.85,34.60,17.60,21.14,14.89,27.84,22.08,32.9,56.9,27.0,26.0,48.8,45.9,43.9,30.6,52.0,16.8
2019-09-18,31.50,15.33,4.58,17.30,10.84,4.07,10.01,14.69,24.48,20.60,18.5,16.6,16.1,13.2,22.9,22.7,30.3,21.1,21.9,14.3
2019-09-19,40.13,17.18,6.20,25.97,17.09,5.23,9.43,5.54,18.74,17.44,22.5,20.8,17.1,12.1,21.8,25.0,22.1,15.2,17.8,13.9
2019-09-20,37.12,17.51,6.12,21.43,18.47,5.53,11.66,7.53,20.10,16.22,21.6,22.1,17.2,16.3,20.7,25.9,25.6,22.3,19.9,16.5
2019-09-21,33.90,19.16,5.53,28.97,19.30,11.69,12.94,8.40,20.88,18.48,18.7,38.8,24.1,13.5,22.1,26.7,26.5,24.7,30.8,11.4
2019-09-22,41.46,24.52,6.10,31.36,17.24,17.30,13.93,7.79,23.65,19.39,27.8,64.2,27.0,18.1,25.8,25.9,32.8,28.2,45.7,14.3
2019-09-23,38.37,25.48,6.34,46.97,33.28,23.07,18.76,8.05,19.88,17.89,33.1,63.6,34.6,16.3,36.1,32.3,29.7,41.8,67.5,12.6
2019-09-24,53.53,45.53,1.93,33.19,20.33,19.00,14.30,12.07,37.00,38.50,39.5,38.6,31.0,19.4,40.3,27.0,32.6,50.5,62.7,22.2
2019-09-25,44.17,34.02,2.42,35.72,23.53,15.77,20.91,11.42,37.68,39.50,33.3,33.6,20.0,21.0,34.8,30.3,41.0,27.5,38.4,
2019-09-26,31.70,20.22,6.34,34.21,19.55,14.15,19.48,7.10,23.89,24.89,21.9,25.8,17.1,17.4,27.6,29.7,27.9,17.8,16.0,9.9
2019-09-27,22.42,10.21,22.39,19.15,15.04,7.18,28.16,6.88,22.18,21.37,15.7,20.5,19.6,13.7,20.9,22.9,20.3,19.6,11.6,9.0
2019-09-28,34.04,19.21,23.47,21.44,14.87,10.27,31.08,6.98,22.21,21.92,24.9,29.2,24.7,13.3,24.9,20.1,25.9,24.2,22.5,9.5
2019-09-29,23.69,18.25,26.40,26.17,13.87,10.10,22.36,7.35,23.06,18.44,23.0,33.8,23.2,19.2,25.2,24.5,27.2,20.3,18.3,17.0
2019-09-30,34.37,25.12,27.40,29.69,16.51,12.08,27.82,9.21,28.01,22.98,27.3,24.7,35.2,16.3,27.8,30.1,32.3,24.0,20.9,12.8
2019-10-01,28.29,22.97,37.09,24.52,14.86,13.75,25.56,10.95,27.79,19.04,25.4,35.6,27.6,15.9,25.2,31.7,34.1,24.5,14.5,13.0
2019-10-02,63.30,12.57,50.73,25.86,18.00,14.91,22.26,10.08,30.49,28.13,36.9,40.8,24.3,18.5,33.0,27.0,28.8,34.4,37.5,17.2
2019-10-03,21.16,12.21,16.25,16.98,9.76,4.79,12.24,4.81,19.25,24.00,13.9,21.8,11.8,10.4,22.5,16.4,18.5,18.3,12.3,7.1
2019-10-04,22.60,15.18,17.79,18.98,15.39,9.16,14.72,6.17,24.32,27.77,13.2,25.6,24.9,17.4,24.5,23.8,28.3,18.8,11.6,
2019-10-05,,24.15,37.87,32.06,24.65,19.08,19.96,8.14,23.36,25.32,26.9,35.5,27.8,21.2,37.0,28.7,39.9,24.7,13.2,11.5
2019-10-06,20.88,17.45,18.74,20.69,11.54,10.06,10.14,5.54,17.81,26.32,18.5,31.3,18.1,19.6,29.9,41.7,23.0,21.2,10.5,7.3
2019-10-07,37.55,26.83,33.78,32.64,24.51,12.40,17.01,7.17,26.17,30.33,28.4,46.3,22.1,25.5,36.5,44.3,26.7,33.1,24.8,7.7
2019-10-08,34.91,7.03,27.70,24.46,20.18,14.68,11.06,11.08,28.49,29.42,31.4,40.2,29.4,104.2,45.2,37.9,38.8,46.3,33.4,13.4
2019-10-09,54.22,,45.71,38.47,28.03,21.30,19.19,11.36,24.15,24.79,,58.7,26.5,34.7,39.0,29.2,46.8,56.8,44.8,11.9
2019-10-10,28.04,,39.05,32.82,23.02,14.55,14.43,,30.07,26.30,,53.9,34.3,22.5,43.4,30.1,37.7,50.4,85.4,14.3
2019-10-11,21.75,3.84,24.38,20.66,16.28,13.10,13.63,5.58,20.86,21.70,,37.0,27.8,19.9,27.9,33.6,36.6,23.3,18.0,8.1
2019-10-12,44.18,,51.08,37.96,26.98,15.96,20.89,8.98,31.02,,,49.4,18.0,26.1,34.3,42.6,45.5,43.2,31.2,15.2
2019-10-13,67.05,,64.31,53.53,32.69,21.64,25.53,11.20,33.21,,,69.7,78.2,29.2,40.8,47.2,42.3,53.3,81.4,30.6
2019-10-14,97.07,,92.44,71.62,51.14,22.07,29.82,11.32,37.55,,,88.5,41.3,29.6,43.0,47.7,46.8,44.3,67.1,12.5
2019-10-15,105.67,74.02,95.14,81.23,53.59,20.59,27.91,10.92,34.28,,,59.6,35.0,31.8,39.7,54.4,50.2,,56.0,22.5
2019-10-16,98.30,54.57,65.33,58.51,47.48,22.87,30.68,12.81,38.20,,,61.3,36.5,28.5,40.1,71.3,51.1,,52.4,22.2
2019-10-17,79.59,52.23,86.33,70.18,45.11,41.84,37.08,10.85,41.15,33.28,,119.9,67.7,43.1,54.8,,53.1,,50.8,22.9
2019-10-18,71.38,52.47,105.98,82.95,56.75,46.64,36.51,10.81,49.67,38.94,,118.3,120.4,53.0,66.8,,60.6,,53.5,26.6
2019-10-19,69.92,35.33,125.47,94.29,65.38,37.12,37.17,11.64,46.00,41.21,,111.6,69.3,,48.6,50.2,49.9,,54.0,27.5
2019-10-20,73.78,52.45,108.03,83.43,60.98,20.33,27.94,10.86,45.60,39.25,,71.9,38.6,,31.2,39.9,38.4,,57.1,26.4
2019-10-21,91.41,47.32,97.58,60.42,47.60,27.41,30.77,10.12,52.34,42.93,,92.9,55.5,,33.2,52.0,51.5,,70.4,26.9
2019-10-22,112.33,86.80,146.10,97.17,76.73,44.70,45.20,11.24,53.64,44.92,78.1,111.7,56.6,,45.0,62.4,55.5,,62.3,35.7
2019-10-23,141.01,102.23,116.43,84.19,59.01,32.96,34.01,12.66,56.90,44.53,88.9,111.9,51.2,,45.3,67.6,70.7,,80.3,27.1
2019-10-24,135.19,89.76,79.77,62.20,38.75,26.40,41.91,13.18,51.49,40.60,76.3,80.5,41.2,,48.4,70.2,69.1,,71.1,23.3
2019-10-25,162.33,126.64,125.61,107.40,70.48,36.30,46.18,11.84,60.78,47.13,108.1,107.2,107.2,,77.1,77.3,79.1,69.4,55.1,31.1
2019-10-26,139.68,118.25,145.92,132.42,89.55,69.06,44.55,25.38,90.38,81.77,103.3,190.2,121.7,88.3,106.1,84.0,92.7,98.9,69.0,88.6
2019-10-27,164.17,135.70,149.92,113.74,80.75,51.60,40.07,19.64,90.33,85.26,155.1,126.9,94.9,69.8,77.6,70.0,88.8,86.1,57.1,59.5
2019-10-28,129.09,90.72,128.60,102.15,81.23,56.13,42.28,24.89,91.84,83.03,84.9,190.3,134.0,91.3,79.6,77.3,80.5,119.4,75.4,63.7
2019-10-29,44.82,41.74,62.72,59.17,38.24,18.78,25.54,38.15,127.32,118.80,33.6,92.0,115.4,104.4,80.5,112.1,97.0,137.4,97.2,108.6
2019-10-30,28.29,26.03,25.82,25.09,19.64,4.33,10.35,7.07,36.78,35.91,27.4,36.4,23.2,29.9,35.9,20.3,35.9,157.2,18.7,19.8
2019-10-31,33.73,36.70,21.88,20.81,16.26,4.28,7.18,7.16,17.66,19.01,28.7,28.9,11.6,27.1,41.0,31.6,37.7,74.6,13.1,2.4
2019-11-01,20.60,21.25,19.63,18.17,13.49,6.00,4.31,7.96,16.53,19.59,21.0,31.3,13.1,20.9,40.8,25.9,28.7,28.0,29.2,6.0
2019-11-02,28.74,28.52,24.77,23.03,20.32,6.89,9.11,12.11,26.66,28.28,26.5,52.0,17.2,22.6,57.1,43.5,68.0,43.4,47.1,11.0
2019-11-03,22.23,20.73,19.45,19.53,11.97,6.29,5.91,14.47,30.21,27.72,20.8,43.2,16.1,18.2,39.2,67.3,80.9,55.9,58.9,12.6
2019-11-04,25.59,14.18,19.30,19.39,13.92,7.88,10.60,12.67,21.69,20.88,20.1,47.5,17.2,21.9,37.9,31.9,40.8,103.7,66.2,10.9
2019-11-05,19.81,12.63,22.04,11.70,7.84,4.36,9.43,8.86,22.04,23.87,17.9,34.8,14.3,13.6,17.6,30.5,24.9,170.7,28.3,11.4
2019-11-06,20.55,12.50,14.81,10.66,8.38,4.17,3.89,7.88,24.62,23.56,17.0,31.9,8.2,20.5,32.5,21.4,27.2,91.2,59.5,7.7
2019-11-07,29.58,26.79,26.45,25.15,19.37,5.01,14.05,,39.83,47.79,21.0,54.2,24.1,26.2,49.3,30.5,53.1,52.4,26.3,6.0
2019-11-08,42.48,45.57,30.71,31.48,22.41,1.20,16.30,,23.56,29.10,32.9,28.2,16.1,20.5,63.3,33.7,48.8,44.1,47.7,6.2
2019-11-09,25.77,21.61,19.99,15.99,12.71,1.96,9.47,11.66,34.14,38.75,21.4,30.8,13.2,14.3,45.5,32.7,45.2,67.8,40.1,7.1
2019-11-10,19.34,19.16,24.45,28.00,18.56,1.21,9.61,8.00,23.46,34.03,17.7,27.1,13.6,25.9,26.5,18.9,24.1,87.4,36.1,5.5
2019-11-11,27.40,29.35,31.51,31.74,24.28,1.14,10.85,10.15,52.80,69.87,26.1,64.7,19.0,44.9,51.7,48.1,50.4,72.5,35.0,8.8
2019-11-12,26.75,23.79,30.03,26.88,19.78,23.65,7.70,14.10,33.89,43.99,28.0,46.0,20.1,40.7,57.0,66.6,66.2,51.8,43.9,20.5
2019-11-13,21.76,16.57,18.27,15.14,12.73,36.68,5.24,13.77,24.56,31.20,22.8,38.3,27.2,16.3,19.8,20.5,46.6,65.6,51.3,11.9
2019-11-14,34.96,34.10,26.70,30.12,22.89,34.45,10.12,15.00,29.56,38.78,34.7,41.4,27.4,27.9,31.4,40.3,42.1,99.1,43.0,11.7
2019-11-15,36.99,33.73,34.51,29.85,23.25,45.21,11.72,13.25,46.08,46.87,34.7,40.9,18.5,18.2,60.6,43.5,84.3,158.3,29.6,12.3
2019-11-16,25.91,23.28,23.60,19.65,14.72,31.50,6.85,12.25,20.52,26.60,25.8,40.5,18.3,15.4,97.2,109.7,82.0,49.5,30.3,11.4
2019-11-17,20.30,16.48,15.72,14.85,10.81,17.13,4.08,11.90,20.50,22.82,18.5,22.5,15.2,17.8,,,,42.5,16.0,14.5
2019-11-18,29.96,31.45,24.62,21.41,17.84,32.02,12.49,13.14,29.50,37.20,17.5,34.6,18.9,35.8,,,,28.6,31.6,15.4
2019-11-19,30.32,29.85,26.73,25.04,18.96,39.85,11.56,11.81,33.00,37.22,25.0,37.9,25.9,32.3,,,,50.1,57.1,13.8
2019-11-20,21.28,20.09,19.61,16.14,12.58,34.27,4.88,10.90,31.21,39.52,18.5,31.7,20.5,20.7,,,,60.3,31.7,14.3
2019-11-21,22.77,14.27,16.74,13.85,10.88,32.97,6.84,8.11,38.80,51.98,11.5,26.6,13.8,23.1,,,,67.1,30.3,10.3
2019-11-22,10.28,7.86,8.33,5.01,6.05,8.49,2.56,6.94,9.42,10.79,10.2,12.3,7.6,11.5,,,,55.5,37.7,0.0
2019-11-23,13.91,12.62,11.62,12.11,9.43,13.84,3.42,5.18,14.03,23.49,13.9,23.3,9.8,13.8,98.8,46.9,66.5,20.0,42.3,1.5
2019-11-24,15.29,17.56,14.94,13.14,10.27,16.78,3.75,5.73,34.33,42.18,15.5,20.3,9.4,24.0,79.4,82.9,82.7,28.0,27.4,3.3
2019-11-25,22.29,23.24,12.43,11.35,9.91,20.35,8.19,6.70,13.72,18.70,19.4,24.6,12.7,31.2,94.7,91.6,87.2,32.8,33.5,2.4
2019-11-26,39.06,57.34,34.55,45.14,27.47,38.75,15.68,,28.44,30.82,32.7,35.0,26.8,56.9,99.0,63.5,69.5,33.3,27.6,2.2
2019-11-27,54.77,61.28,47.40,45.89,37.17,48.20,18.84,,57.60,71.06,41.7,46.5,12.7,67.9,212.0,65.3,93.2,48.7,13.4,8.4
2019-11-28,29.74,20.08,25.04,21.06,17.69,53.00,7.21,,31.95,34.34,23.4,54.4,14.0,42.0,175.6,80.3,167.4,44.5,20.5,10.8
2019-11-29,45.91,32.21,27.66,28.53,28.13,89.08,18.95,,45.77,59.43,24.5,68.3,20.7,37.6,109.4,50.4,80.9,42.0,31.7,5.7
2019-11-30,19.16,30.09,15.87,20.13,13.87,24.99,8.39,,39.53,37.34,24.0,30.6,13.8,27.9,77.3,63.8,55.7,95.3,18.5,7.3
2019-12-01,30.20,29.18,27.53,30.28,28.39,69.01,12.31,,46.34,70.99,23.9,82.5,,48.6,103.4,85.3,78.7,72.0,,11.0
2019-12-02,25.53,23.02,21.93,23.65,18.09,40.22,6.26,,58.35,80.53,,49.1,,46.1,171.6,,117.2,81.0,,8.8
2019-12-03,39.00,45.78,27.40,32.08,22.18,58.04,9.64,,32.27,36.02,,64.9,,44.8,77.6,53.9,32.3,80.6,,8.4
2019-12-04,61.75,76.75,53.26,55.48,42.55,161.56,20.29,,54.39,61.27,,165.6,,74.2,82.3,75.8,52.0,110.3,,13.7
2019-12-05,48.78,65.97,49.40,49.82,40.63,114.59,26.50,,48.65,78.40,,89.2,,84.0,71.6,76.4,82.0,100.8,,8.6
2019-12-06,65.49,92.38,76.80,83.31,61.38,153.31,36.63,19.05,81.87,115.89,,125.5,87.5,92.1,206.9,97.4,160.5,288.2,56.2,12.6
2019-12-07,109.01,130.45,109.65,114.35,90.43,161.82,35.91,19.94,114.48,,,196.6,78.0,108.6,304.5,147.1,197.0,384.0,48.8,11.5
2019-12-08,116.96,162.29,87.39,102.45,78.26,113.42,30.06,18.29,107.13,,,91.1,76.7,84.6,160.5,43.0,132.8,177.4,20.5,11.7
2019-12-09,78.20,43.11,58.35,68.95,56.82,84.86,20.04,11.33,103.40,,,50.6,43.5,61.5,300.4,104.3,133.1,141.6,45.9,12.3
2019-12-10,40.99,46.86,28.96,36.20,24.38,46.23,8.61,11.89,52.41,,,54.6,43.3,38.0,69.1,48.8,114.4,282.7,54.8,11.4
2019-12-11,37.48,45.47,27.70,30.88,22.46,29.08,16.32,14.77,32.19,,,59.0,32.5,34.9,68.6,34.6,33.9,113.8,54.6,3.8
2019-12-12,52.31,67.30,42.27,47.94,33.86,49.43,24.16,7.61,106.64,,,50.8,10.7,34.3,124.4,47.0,58.9,44.7,32.3,11.9
2019-12-13,42.55,43.66,35.97,41.43,35.58,39.00,17.25,11.16,67.12,,,43.4,11.2,30.1,87.4,67.1,106.5,37.6,19.6,11.7
2019-12-14,41.67,38.76,23.13,34.06,26.70,58.05,16.97,12.56,23.74,,,64.3,28.5,39.5,94.5,72.7,104.5,78.1,31.6,12.1
2019-12-15,58.35,51.32,68.94,66.75,58.82,82.12,52.13,11.15,107.17,,,65.1,47.0,71.2,202.9,145.3,149.8,188.2,31.6,13.4
2019-12-16,127.49,,110.43,112.00,98.70,144.08,69.64,13.59,107.88,,,75.9,44.1,80.1,211.3,187.9,269.2,337.4,48.2,8.8
2019-12-17,133.11,,116.84,134.68,97.11,193.38,70.90,16.59,141.57,174.40,,64.7,60.4,77.4,199.9,141.5,236.9,514.8,40.1,9.0
2019-12-18,140.76,75.59,108.35,130.63,106.30,157.72,48.10,22.80,142.21,149.96,,152.6,84.3,70.9,148.9,172.3,260.4,468.5,63.6,13.2
2019-12-19,84.50,86.23,99.56,113.13,84.10,121.09,59.00,21.78,125.29,148.53,63.5,78.4,76.2,76.6,241.4,145.6,277.0,276.1,59.5,12.6
2019-12-20,48.09,24.59,36.24,32.65,26.95,45.04,20.89,17.53,120.28,104.59,21.2,50.2,45.9,47.5,213.7,189.2,318.5,192.3,85.1,20.5
2019-12-21,27.49,19.30,21.68,17.21,14.60,32.00,10.63,14.49,30.60,29.15,20.5,44.2,30.5,24.0,79.4,95.2,67.3,54.0,85.4,17.9
2019-12-22,16.72,14.08,13.17,10.65,8.94,25.70,6.56,7.11,12.74,18.13,12.8,37.9,26.1,31.9,74.9,39.0,42.6,153.2,78.2,5.5
2019-12-23,6.27,8.92,5.12,6.56,4.00,5.71,2.25,2.22,8.28,10.52,8.1,20.2,9.6,16.0,26.3,8.3,16.1,67.6,7.8,2.4
2019-12-24,21.26,21.75,10.55,11.88,9.76,10.16,12.14,3.02,9.11,13.01,21.1,23.8,15.0,16.1,82.2,33.4,63.3,21.3,6.5,1.1
