Datum,Novi Sad Rumenacka,Novi Sad Liman,Beocin Centar,Sremska Mitrovica,Beograd Stari grad,Beograd Novi Beograd,Beograd Mostar,Beograd Vracar,Beograd Zeleno brdo,Smederevo Centar,Obrenovac Centar,Smederevo Carina,Valjevo,Bor Institut RIM,Kragujevac,Kosjeric,Popovac,Zajecar,Cacak,Uzice,Kraljevo,Kamenicki Vis EMEP,Nis O.s. Sveti Sava,Nis IZJZ Nis
2019-10-02,51.32,14.24,18.69,26.73,40.88,27.06,63.63,30.77,21.09,46.31,39.83,5.92,38.34,55.6,37.42,21.66,5.51,17.78,24.76,40.66,26.13,18.22,28.23,20.02
2019-10-03,28.41,10.31,9.38,8.96,9.59,17.49,19.6,20.55,17.05,9,20.33,3.04,21.41,27.06,23.97,27.34,3.19,9.02,19.5,22.71,17.34,18.53,16.06,15.07
2019-10-04,28.98,10.68,10.22,15.47,15.83,21.25,28.15,21.81,24.58,19.15,30.09,4.58,24.88,16.73,19.54,22.06,3.16,9.88,23.91,28.5,17.79,20.65,15.64,12.4
2019-10-05,,11.45,13.73,21.38,34.96,28.97,40.56,30.1,25.32,30.69,32.32,6.27,21.93,30.45,16.5,24.3,5.17,13.04,25.2,30.72,16.58,23.67,14.93,11.2
2019-10-06,23.33,7.67,12.36,14.15,17.17,19.79,25.5,20.38,22.13,15.28,24.67,4.2,21.55,20.16,17.92,27.83,3.27,7.47,21.95,26.74,14.3,21.06,12.82,8.17
2019-10-07,26.31,12.06,14.55,16.85,18.88,25.25,28.73,25.5,18.12,22.93,28.41,6.79,24.27,24.44,20.77,21.35,4.05,13.3,24.95,28.63,18.17,25.42,17.54,13.32
2019-10-08,31.48,12.56,14.37,23.72,21.89,27.91,38.49,27.75,17.1,28.53,28.35,6.29,25.33,,24.17,21.21,6.34,15.07,30.97,39.16,19.67,29.61,17.95,15.51
2019-10-09,53.63,15.96,23.38,33.21,43.93,52.71,57.71,37.23,22.4,43.18,40.71,7.66,33.12,,34.73,25.13,4.31,14.2,31.63,43.42,26.01,15.22,20.14,15.42
2019-10-10,35.75,15.86,17.42,22.49,25.75,31.51,36.4,33.63,19.74,31.93,35.27,8.03,29.59,29.85,30.61,26.83,,23.3,29.91,41.8,24.87,12.59,25.45,18.92
2019-10-11,26.66,12.19,16.88,20.63,25.05,32.32,41.85,26.65,16.35,28.24,28.48,6.47,23.86,27.58,18.89,27.45,6.03,14.76,27.94,31.26,19.9,17.29,19.58,19.02
2019-10-12,45.58,14.14,18.87,31.84,44.41,50.43,56.52,38.37,18.13,38.31,42.34,8.47,21.63,36.64,25.33,23.91,7.72,16.05,29.44,33.15,27.63,17.7,28.43,
2019-10-13,51.91,15.45,22.52,30.55,46.85,41.12,58.04,42.73,28.82,37.59,39.45,9.4,20.89,43.92,23.82,23.17,7.04,16.83,27.28,33.92,26.06,13.96,26.21,
2019-10-14,62.76,20.07,25.76,44.01,56.08,57.05,70.15,58.26,28.04,51.41,47.21,11.11,25.66,49.27,32.84,27.69,10.27,20.54,29.65,43.04,31.14,17.11,33.33,
2019-10-15,59.77,17.46,24.71,38.14,56.88,54,68.87,51.58,35.35,57.86,46.17,8.91,26.11,49.77,35.49,24.94,11.17,22.08,29.98,46.12,32.87,18.21,27.32,
2019-10-16,59.53,21.02,24.33,36.15,45.84,57.73,72.18,48.84,32.91,54.25,47.59,11.14,32.26,44.58,33.18,26.74,8.18,22.48,29.9,45.39,34.68,24.58,42.71,
2019-10-17,50.32,18.41,26.39,31.37,48.54,51.45,62.22,49.47,30.63,51.4,44.03,14.01,32.11,48.51,32.99,27.76,11.09,20.53,33.79,48.17,32.61,39.43,36.56,25.85
2019-10-18,52.84,15.41,16.4,30.49,54.16,41.14,69.6,52.53,35.31,46.31,52.05,10.55,31.57,50.71,35.5,33.51,8.53,21.99,32.57,47.46,35.91,39.91,48.84,33.3
2019-10-19,63.35,18.21,17.68,35.95,69.51,53.47,78.52,63.67,40.31,54.2,44.65,10.25,25.35,51.43,32.57,,7.96,19.67,30.12,40.59,27.53,30.19,31.68,29.57
2019-10-20,55.31,12.42,18.46,32.57,60.51,41.84,69.37,50.62,27.6,40.24,45.01,8.25,20.25,51.04,27.14,,7.32,16.2,28.09,36.75,27.49,34.28,34.33,28.95
2019-10-21,65.05,21.07,23.17,37.48,61.01,46.85,74.28,56.24,31.61,55.42,49.18,8.73,27.58,57.36,32.31,,9.65,26.91,35.37,45.85,41.31,35.24,43.52,32.13
2019-10-22,68.87,20.8,28.19,49.36,80.71,72.54,88.44,75.43,39.81,46.61,64.31,10.09,35.99,56.4,33.15,,13.22,30.14,39.56,48.07,39.64,38.05,42.6,31.97
2019-10-23,64.53,25.82,30.73,46.19,58.21,68.37,78.21,50.41,17.62,65.04,54.39,9.63,33.5,58.33,31.66,27.7,9.79,24.69,34.78,50.89,40.14,43.6,45.07,36.09
2019-10-24,80.94,27.88,32.61,48.41,41.66,51.02,71.49,37.02,17.65,70.62,68.61,9.02,34.99,54.75,33.07,29.75,10.42,20.55,36.86,53.88,41.73,44.41,48.7,38.82
2019-10-25,79.79,25.91,29.33,39.87,58.92,46.92,83.48,56.22,48.26,59.58,74.05,9.49,41.89,48.51,37.71,31.16,11.01,20.39,42.13,62.97,52.06,47.52,52.54,41.12
2019-10-26,53.22,19.07,24.51,39.22,58.65,59.53,80.35,58.88,36.47,53.27,64.62,11.72,36.15,51.31,33.97,28.41,12.15,15.58,43,59.34,47.58,38.97,42.38,33.79
2019-10-27,72.36,23.48,23.23,41.79,68.27,54.19,76.13,64.05,43.06,43.47,63.15,8.53,27.99,58.17,31.91,24.36,9.29,23.77,39.12,47.39,42.76,33.89,42.65,35.52
2019-10-28,50.61,23.54,23.94,32.7,39.81,51.99,70.91,56.49,40.12,46.24,55.92,13.58,37.5,54.07,33.2,28.49,12.45,31.8,42.93,55.37,41.18,32,47.48,45.56
2019-10-29,19.65,12.79,15.83,15.96,11.82,27.11,20.43,26.62,20.58,21.29,34.04,7.98,24.51,35.24,29.83,21.6,28.88,21.04,38.01,83.78,38.65,35.31,49.47,38.26
2019-10-30,17.46,11.51,11.76,17.16,10.49,19.7,19.45,21.65,18.34,17.92,25.12,8.26,18.13,17.2,18.32,16.43,24.56,11.02,33.31,49.68,15.46,35.84,15.37,19.62
2019-10-31,27.02,15.45,18.79,24.71,12.89,21.08,20.82,22.06,15.58,27.2,20.93,7.59,17.89,13.73,15.47,14.54,21.68,6.91,42.15,50.67,13.86,37,7.74,15.36
2019-11-01,12.8,,13.16,24.74,16.15,19.9,27.54,20.4,,38.39,16.55,7.61,16.8,16.8,12.98,16.14,25.79,15.28,39.54,44.77,10.69,43.44,9.09,18.57
2019-11-02,18.19,6.53,14.21,21.89,14.01,11.87,22.87,16.57,14.25,26.55,16.15,8.24,21.89,21.05,14.18,18.77,28.85,14.2,37.88,41.21,12.34,38.95,15.58,23.5
2019-11-03,14.33,3.87,11.65,12.6,13.74,7.67,22.81,14.92,12.13,27.08,11.83,6.67,25.15,29.51,15.09,25.88,38.04,10.68,38.61,47.9,7.74,22.52,23.03,22.64
2019-11-04,25.73,8.25,11.32,23.51,28.69,23.55,37.72,23.89,26.96,32.8,30.67,7.98,31.59,35.04,19.31,24.18,37.08,10.69,42.44,64.06,25.94,30.87,17.5,21.31
2019-11-05,19.53,4.63,7.05,23.41,28.51,14.97,38.09,23.04,17.67,36.46,21.92,5.04,19.96,41.89,19.09,16.67,31.75,12.35,36.82,64.45,20.98,31.33,23.99,23.81
2019-11-06,25.72,8.92,10.82,21.54,26.19,23.56,35.38,28.35,21.9,30.08,21.31,7.62,22.2,39.97,27.17,32.54,37.64,8.91,43.9,55.65,20.52,27.55,23.65,22.33
2019-11-07,34.7,14.69,16.96,26.75,28.15,29.92,37.46,24.73,23.14,23.98,32.9,10.06,19.74,20.96,19.61,40.71,,5.6,45.06,65.38,18.08,36.31,20.01,8.88
2019-11-08,23.43,11.91,16.18,23.2,23.21,30.34,33.08,23.2,16.79,33.33,28.54,7.21,19.1,20.04,14.19,37.98,20.01,7.62,44.38,69.48,19.33,43.4,19.76,15.25
2019-11-09,23.61,8.28,11.16,23.28,24.17,15.94,36.99,25.17,17.53,40.64,25.86,6.63,27.54,32.59,18.74,21.87,7.34,7.3,39.97,74.98,12.22,26.35,25.76,16.87
2019-11-10,17.44,8.18,8.55,12.61,11.53,18.23,19.42,20.56,20.06,22.28,18.58,5.64,15.41,26.09,20.51,18.92,5.1,8.23,32.44,66.24,21.18,37.13,19.1,15.52
2019-11-11,14.61,8.96,12.06,18.07,15.93,24.89,22.82,19.55,15.09,31.98,21.83,9.64,16.96,32.35,12.69,30.17,7.65,12.14,38.73,61.42,21.97,33.99,28.93,15.3
2019-11-12,13.86,8.03,9.69,24.83,18.11,17.48,29.81,20.06,14.59,36.48,12.81,7.6,21.37,23.69,17.36,33.6,8.88,12.15,43.81,76,15.14,57.36,11.63,19.64
2019-11-13,13.44,,9.38,21.85,15.16,9.86,26.82,16.09,12.41,28.8,16.98,5.76,25.1,25.79,16.61,26.05,10,11.64,32.54,74.26,9.48,41.19,17.2,20.48
2019-11-14,23.44,,12.68,19.3,10.32,21.6,17.21,18.85,21.55,13.74,20.89,5.97,10.88,31.07,17.02,37.1,17.23,4.57,32.59,67.28,23.36,35.75,19.66,21.43
2019-11-15,24.73,,15.79,27.55,22.57,18.76,30.46,22.4,17.58,35.26,20.43,6.33,20.24,11.83,16.73,35.55,24.16,7.59,42.47,67.22,20.22,26.4,25.69,18.47
2019-11-16,20.39,11.33,10.31,22.1,19.92,14.24,28.76,18.81,13.25,29.8,13.61,5.43,32.94,10.51,15.69,40.54,40.81,9.48,38.75,82.29,9.44,37.63,12.17,20.37
2019-11-17,10.03,5.89,8.24,16.37,9.98,9.6,18.15,12.17,10.16,18.26,5.69,4.18,18,10.17,14.68,28.86,34.2,5.36,29.9,54.28,6.35,57.12,5.14,13.49
2019-11-18,33.94,19.59,14.71,26.63,19.74,23.32,28.94,22.31,15.03,32.2,30.85,5.4,30.42,14.94,16.81,28.04,28.71,7.57,35.69,68.79,26.28,44.73,15.74,23.29
2019-11-19,19.98,16,13.85,27.35,17.6,20.58,31.19,20.29,13.15,35.52,25.13,5.53,35.16,12.36,19.25,33.91,33.46,10.18,40.06,68.6,26.41,31.98,20.81,22.57
2019-11-20,13.63,7.73,8.55,19.48,16.07,12.13,27.06,17.15,13.98,32.02,11.53,5.05,23.16,14.34,17.39,34.23,36.79,9.14,40.48,68.85,11.76,42,17.36,18
2019-11-21,23.63,9.21,7.53,27.74,14.5,,26.5,16.17,12.21,29.3,18.18,4.8,31.41,15.19,16.98,27.74,34.26,6.55,40.21,67.91,13.43,40.62,17.8,16.59
2019-11-22,12.17,10.51,7.81,18.55,11.28,13.78,19.49,12.21,10.82,22.19,10.56,3.17,20.21,17.66,12.92,26.21,20.3,7.3,30.77,41.23,7.65,51.52,5.53,11.75
2019-11-23,11.62,9.64,8.28,17.63,11.05,15.21,19.31,12.45,9.59,19.62,10,3.43,24.63,19.65,11.86,25.25,13.44,6.64,28.83,41.11,6.25,57.63,8.4,11.8
2019-11-24,10,8.86,9.14,16.13,10.77,14.84,18.29,12.26,11.18,21.39,8.45,4.28,18.31,17.55,12.65,33.35,21.97,5.97,31.22,41.27,6.4,53.81,12.94,12.64
2019-11-25,18.02,11.13,10.39,25.26,13.59,18.7,21.3,15.77,11.72,29.3,17.47,5.08,20.28,18.59,14.87,36.36,29.91,6.28,40.74,45.84,12.62,49.33,6.57,14.54
2019-11-26,25.41,18.9,20.03,26.24,22.37,26.31,26.91,23.48,16.18,38.78,38.57,6.14,19.02,16.78,16.58,28.19,27.12,9.27,45.58,54.21,21.23,39.94,10.99,16.32
2019-11-27,34.98,26.4,20.56,25.31,33.2,33.49,37.26,26.89,22.28,31.27,54.51,6.37,25.55,13.87,16.89,28.05,31.53,9.83,39.96,40.53,30.72,26.98,25.39,20.3
2019-11-28,30.4,16.43,10.96,26.85,36.25,27.46,55.29,37.12,31.26,27.45,61.33,6.79,21.74,14.72,21.48,42.73,41.09,7.55,20.76,47.31,21.27,23.9,23.25,17.53
2019-11-29,48.36,27.72,12.19,35.29,40.17,23.92,69.37,34.95,33.86,26.11,71.59,7.54,32.28,41.35,22.9,43.65,33.63,19.94,25.48,56.68,29.09,27.53,27.39,21.24
2019-11-30,30.45,19.58,12.27,17.67,16.9,24.61,38.85,29.38,22.31,19.3,41.86,5.8,27.99,28.02,21.04,28.77,21.44,15.72,7.91,45.76,21.08,23.76,21.88,16.58
2019-12-01,29.44,15.06,11.7,26.21,28.93,25.7,54.97,29.84,24.55,38.82,38.92,11.18,24.61,30.42,19.68,23.1,15.77,19.41,17.77,37.08,20.09,26.75,22.56,20.89
2019-12-02,25.85,19.52,10.8,22.82,22.19,25.01,42.11,29.99,20.29,29.06,42.18,7.3,38.27,18.29,23.51,30.81,27.09,15.06,16.52,37.34,20.62,27.84,30.54,27.27
2019-12-03,29.94,23.98,20.92,22.18,20.41,24.68,42.12,32.45,28.22,23.42,46.52,6.84,29.97,23.57,26.53,28.8,21.97,20.11,13.55,40.45,25.44,31.02,22.31,14.54
2019-12-04,27.92,18.92,21.19,22.57,22.8,27.28,37.53,33.32,25.89,24.37,33.71,6.45,17.38,30.47,16.36,31.36,22.97,15.96,22.99,,25.38,39.8,19.31,20.17
2019-12-05,25.38,15.8,15.79,23.81,28.26,24.07,42.23,31.28,26.06,33.71,37.27,6.59,16.77,30.48,16.45,27.27,19.72,16.31,23.07,,29.41,31.7,22.58,24.51
2019-12-06,31.3,27,23.48,24.41,32.78,44.75,45.1,40.48,28.66,31.81,38.59,5.89,24.59,58.11,19.19,31.17,21.86,30.71,48.04,40.36,33.18,14.06,33.8,24.67
2019-12-07,33.78,32.55,29.57,37.82,36.85,42.37,51.15,47.95,44.61,30.57,43.59,6.08,23.29,36.98,18.99,39.79,29.06,25.97,58.37,44.61,33.24,17.38,26.62,16.05
2019-12-08,31.39,27.87,31.04,20.02,29.19,37.05,40.33,33.09,29.58,21.57,32.46,3.45,15.03,36.97,14.99,44.02,23.12,18.71,55.5,20.41,21.24,25.21,19.36,8.75
2019-12-09,44.19,30.89,17.69,31.61,37.95,48.2,60.63,43.59,26.35,32.08,41.78,4.09,34.35,48.48,19.13,43.07,21.44,23.5,60.65,30.32,23.08,14.74,33.83,29.26
2019-12-10,26.31,20.62,13.72,13.37,13.99,23.63,28.03,25.71,19.53,17.58,29.58,3.73,17.43,28.69,18.07,41.75,32.33,20.36,47.45,21.14,24.5,34.61,20.23,13.95
2019-12-11,28.78,22.1,13.84,20.08,22.47,24,38.58,30.22,27.74,22.12,34.72,6.05,19.41,18.09,22.96,27.6,28.31,7.49,39.88,25.39,19.13,34.53,11.76,9.51
2019-12-12,19.71,16.72,13.57,21.58,22.09,23.42,31.52,25.65,23.8,30.2,34.95,5.67,16,16.91,15.12,36.35,29.29,5.59,39.44,29.22,15.84,45.83,29.29,14.73
2019-12-13,22.1,16.43,14.28,26.64,28.01,20.5,41.03,30.7,19.98,30.5,33.81,4.99,18.63,17.99,15.93,39.11,37.52,5.73,49.22,49.42,19.99,28.59,25.05,18.31
2019-12-14,28.1,15.76,13.58,22.74,23.63,21.38,35.87,25.12,23.53,23.54,35.77,5.32,18.31,27.95,16.69,33.39,32.72,7.45,42.24,39.58,16.47,41.39,11.49,17.17
2019-12-15,43.1,31.71,18.28,28.17,47.78,39.31,61.9,36.46,23.85,26.06,60.09,5.42,34.09,40.21,16.52,33.56,23.9,16.68,49.94,22.79,17.05,22.47,28.86,19.46
2019-12-16,69.72,46.98,,43.15,55.93,67.69,,60.54,33.99,45.58,68.49,8.67,43.46,47.19,22.84,36.11,25.73,20.12,61.39,45.79,39.61,20.94,37.84,32.17
2019-12-17,75.11,54.06,,43.34,64.72,78.59,86.15,66.44,30.79,46.01,65.69,7.74,41.81,50.55,27.3,31.19,25.04,26.52,57.8,62.69,41.34,19.71,47.64,28.85
2019-12-18,75.39,43.77,32.67,,66.84,70.95,,67.02,36.28,34.02,61.3,12.25,35.48,54.47,26.14,31.14,25.9,32.47,60.54,47.05,38.05,21.3,46.77,31.54
2019-12-19,41.64,37.31,34.06,41.18,41.93,62.09,72.29,48.3,22.12,36.26,61.59,8.4,34.55,52.37,23.28,31.1,26.15,20.04,68.49,30.31,32.07,27.22,37.5,26.16
2019-12-20,37.38,11.09,11,33.19,37.66,29.95,53.9,38.96,21.67,34.03,43.41,6.56,28.45,40.36,24.7,34.91,32.29,17.39,57.77,47.45,23.5,31.79,32.12,23.07
2019-12-21,25.48,14.54,9.71,25.61,28.09,9.8,47.88,26.81,15.95,30.11,21.78,4.51,27.89,25.3,14.85,29.44,39.48,6.94,45.29,52.93,16.76,24.2,18.37,16.2
2019-12-22,19.02,8.17,10.99,23.85,22.39,14.91,39.12,23.63,15.29,25.06,27.63,3.76,21.85,30.78,16.08,24.92,42.33,9.41,50.13,38.52,13.1,21.66,8.72,14.35
2019-12-23,15.62,10.94,6.41,10.2,9.33,11.54,28.62,27.06,19.96,12.9,22.06,2.33,19.67,21.46,23.35,21.81,35.68,10.96,37.84,26.52,15.82,25.08,12.62,14.68
2019-12-24,27.93,20.21,10.98,16.7,14.82,19.2,32.57,30.69,23.3,16.68,31.35,2.94,26.26,19.17,24.41,17.59,32.49,8.88,31.1,36.17,16.66,22.94,13.24,9.5
2019-12-25,32.62,23.18,9.15,25.6,27.99,26.8,42.85,34.22,36.25,24.07,43.22,4.17,30.26,21.88,27.29,35.03,30.3,18.75,35.08,33.7,28.89,26.68,22.18,13.92
2019-12-26,26.13,19.87,9.32,17.23,19.49,19.45,35.65,31.04,29.15,18.78,30.71,3.43,24.61,22.5,22.89,27.37,32.44,15.77,34.4,31.35,20.36,27.11,16.4,11.09
2019-12-27,29.23,21.33,9.97,23.52,26.86,25.16,42.08,34.87,34.17,26.72,37.98,5.1,31.9,28.32,23.33,27.84,25.44,21.09,35.18,40.71,29.95,33.72,24.82,18.59
2019-12-28,22.77,14.04,8.95,9.86,10.42,20.93,19.64,25.53,15.52,14.18,21.28,2.5,14.33,18.79,19.01,16.03,21.52,10.47,28.84,23.39,15.84,30.5,13.11,11.91
2019-12-29,20.71,10.89,7.4,10.6,8.09,17.41,15.11,17.43,11.17,11.49,21.35,3.16,15,17.69,15.57,13.79,14.87,10.14,25.88,19.11,16.53,27.38,8.03,10.15
2019-12-30,34.51,19.1,12.54,27.24,20.44,22.56,34.45,27.35,26.71,25.33,37.06,4.31,28.66,25.4,19.22,23.17,10.41,20.85,28.62,36.44,23.31,28.31,10.75,15.52
2019-12-31,45.1,35.01,19.43,25.23,42.96,30.31,46.21,39.63,39.78,39.34,44.57,4.6,39.21,37.19,20.05,38.92,17.06,17.67,58.68,39.87,33.08,17.96,25.13,21.34
