Datum,Kikinda Centar   ,Novi Sad Rumenačka   ,Novi Sad Liman   ,Beočin Centar   ,Sremska Mitrovica   ,Pančevo Sodara   ,Beograd Novi Beograd   ,Beograd Mostar   ,Beograd Vračar   ,Beograd Zeleno brdo   ,Šabac   ,Kostolac   ,Smederevo Centar   ,Obrenovac Centar   ,Bor Brezonik   ,Bor Gradski park   ,Bor Institut RIM   ,Kragujevac   ,Kosjerić,Zaječar   ,Užice   ,Kraljevo   ,Kamenički Vis EMEP   ,Niš O.š. Sveti Sava   ,Niš IZJZ Niš   ,Kopaonik   ,Vranje   
31.10.2019,1.97,7.27,6.81,6.51,2.39,13.78,8.9,4.97,3.23,17.38,4.3,8.88,17.77,7.57,16.83,44.88,2.86,2.12,4.04,5.26,3.19,2.93,3.92,3.5,3.01,3.81,9.83
01.11.2019,3.91,7.5,7.95,7.33,9.76,13.86,9.8,5.48,3.32,16.49,11.98,9.64,33.74,8.91,19.02,67.12,2.68,3.35,4.16,6.76,2.86,4.13,3.5,3.04,3.49,3.77,9.54
02.11.2019,6.04,13.98,21.32,35.28,6,20.18,11.64,7.57,6.28,24.43,6.25,10.86,54.71,11.88,19.5,28.26,4.15,5.6,5.07,9.2,5.09,4.26,7.86,8.62,5.9,3.83,6.38
03.11.2019,9.82,18.25,24.56,23.52,6.63,17.82,11.95,8.32,4.37,18.75,6.88,11.66,59.11,15.13,33.16,64.43,11.86,6.75,6.17,12.56,6.64,4.61,7.75,9.62,4.87,4.03,4.33
04.11.2019,8.29,16.81,17.74,16.2,6.36,16.77,12.49,12.48,5.47,20.09,6.49,11.68,44.64,23.07,70.59,104.84,20.67,7.82,5.9,16.87,6.99,6.26,7.31,10.41,5.09,3.94,5.05
05.11.2019,6.18,13.7,14.35,10.76,5.16,15.83,12,15.38,4.04,18.25,6.02,12.1,27.22,18.95,66.89,67.26,79.45,6.69,5.79,16.02,5.35,4.22,7.06,6.87,4.49,3.79,5.85
06.11.2019,4.68,10.95,11.83,10.96,4.38,15.4,10.73,6.96,4.16,17.91,5.52,10.7,22.43,14.45,26.78,39.19,43.1,6.35,5.51,13.46,5.45,6.01,5.68,7.88,4.98,3.65,4.48
07.11.2019,5.03,10.84,10.76,9.87,4.91,16.43,14.84,9.85,4.77,19.64,7.53,11.25,23.41,19.72,28.8,50.15,15.02,5.75,5.55,11.33,6.5,3.39,5.57,6.97,5.74,3.39,2.94
08.11.2019,4.54,11.33,10.87,8.4,4.97,16.55,14.03,9.64,4.66,19.71,6.38,12.63,31.49,16.55,20.02,45.51,9.02,5.83,5.61,13.03,8.21,3.77,7.17,6.67,4.54,4.21,2.55
09.11.2019,5,12.73,14.2,11.05,4.5,16.4,10.83,7.52,3.99,18.32,5.96,11.21,30.57,15.15,51.36,67.09,25.4,4.61,5.24,11.25,6.57,3.88,6.09,6.33,4.58,5.23,2.16
10.11.2019,5.7,9.93,11.31,9.01,4.28,17.38,12.34,7.11,4.39,20.63,5.62,11.39,19.98,13.47,62.03,23.32,27.69,4.89,4.87,10.92,4.24,4.21,7.44,6.13,4,4.45,2
11.11.2019,4.64,9.03,9.82,11.6,4.5,49.76,16.62,9.15,6.83,26.55,12.14,19.7,21.25,11.95,36.97,91.57,68.01,3.56,4.89,13.91,4.8,4.04,9.35,5.73,4.77,5.55,5.25
12.11.2019,6.83,10.84,13.25,10.77,5.99,21.39,16.3,9,5.62,21.65,8.92,15.91,52.12,14.11,83.54,26.71,13.09,5.89,6,13.06,7.69,7.83,12.39,9.51,7.1,5.24,4.43
13.11.2019,7.1,8.67,10.86,12.76,9.03,18.78,13.08,7.54,4.7,18.19,9.04,12.02,30.57,16.35,26.7,103.97,9.22,5.81,5.33,13.59,6.52,7.52,8.24,9.45,5.1,5.05,3.52
14.11.2019,4.87,4.31,5.57,8.42,4.24,14.96,12.3,5.69,5.05,18.31,5.15,10.46,16.55,12.55,25.92,104.5,66.52,4.76,5.7,11.05,6.54,5.81,8.59,8.63,5.09,3.9,8.27
15.11.2019,7.5,11.05,22.76,25.48,5.69,16.09,13.6,8.34,4.36,18.4,6.31,10.18,23.78,13.5,20.58,13.98,14.88,3.58,5.3,13.08,7.69,4.71,6.78,7.68,5.45,3.86,8.9
16.11.2019,9.19,8.1,11.81,14.53,5.49,19.73,13.7,8,4.09,19.02,7,10.08,25.99,12.14,17.47,11.87,7.07,3.34,5.95,11.42,8.39,4.9,13.03,10.39,4.98,4.02,5.3
17.11.2019,7.24,5.57,6.97,9.93,5.69,19.52,13.78,6.67,4.38,18.37,7.74,9.56,30.13,12.24,18.33,58.87,4.5,5.15,5.29,7.74,5.99,4.85,9.74,9.48,4.32,5.58,5.79
18.11.2019,6.25,5.61,5.78,10.41,5.67,19.3,14.23,10.26,4.61,18.09,10.03,8.87,32.21,13.39,18.85,45.81,4.1,4.07,5.27,7.65,6.57,9.48,7.9,9.18,6.61,4.06,4.59
19.11.2019,5.81,5.58,4.7,16.52,8.05,18.05,13.13,8.69,3.96,17.57,7.43,8.83,26.61,11.62,15.83,34.78,4.42,2.88,6.18,12.38,6.4,4.86,8.52,8.66,5.47,4.53,8.21
20.11.2019,5.63,4.27,2.79,10.29,4.95,18.66,13.13,7.47,4.18,18.53,7.71,8.94,34.78,12.22,28.75,13.08,4.16,3.54,5.35,7.97,6.99,10.34,8.38,7.5,4.95,3.74,5.18
21.11.2019,7.68,6.32,4.09,10.45,7.69,12.03,13.15,7.62,4.15,17.97,10.57,8.62,35.9,13.13,17.11,225.53,3.84,4.23,5.54,9.69,7.18,,6.64,7.89,4.61,5.87,7.17
22.11.2019,5.28,3.46,1.4,9.54,6.45,6.88,12.11,6,3.65,16.7,8.58,8.75,43.08,11.15,21.35,545.29,3.15,2.26,5.2,5.37,4.38,,4.69,5.6,3.4,6.84,7.03
23.11.2019,4.94,3.88,2.65,15.61,7.67,10.58,12.99,7.02,4.66,18.03,9.16,9.88,43.08,10.9,25.39,162.37,2.96,3.8,4.77,5.14,4.25,,4.81,5.13,4.06,6.72,7.27
24.11.2019,5.28,4.68,3.8,20.5,8.65,18.17,14.23,7.52,5.48,19.3,11.78,9.93,48.72,12.21,24.56,33.1,3.36,4.21,5.49,6.14,4.53,3.57,6.14,7.27,4.53,4.8,7.68
25.11.2019,4.17,7.59,,11.07,6.54,11.51,13.44,7.46,4.7,18.36,10.91,9.75,59.54,13.4,66.1,132.89,4.22,4.63,6.35,6.85,6.07,6.21,5.91,8.86,6.56,5.16,10.06
26.11.2019,3.73,14.13,13.05,11.43,4.87,18.77,10.44,8.08,6.12,19.08,17.24,9.16,34.47,,23.15,146.1,4.4,5.49,6.18,7.72,5.42,4.92,5.51,8.66,5.65,4.7,8.16
27.11.2019,,13.95,9.41,12.5,4.45,11.22,9.16,9.78,6.83,22.33,8.19,9.8,43.82,,31.82,6.99,4.32,4.63,5.83,9.34,6.54,5.17,7.84,10.42,12.47,3.58,11.36
28.11.2019,2.25,11.54,6.63,11.56,5.11,9.56,6.93,8.13,6.93,22.69,7.69,9.27,25.52,8.43,56.56,17.52,4.77,,6.06,7.49,9.44,11.08,9.2,11.59,10.41,2.63,10.79
29.11.2019,,13.05,6.4,10.34,5.56,,7.48,13.75,7.17,31.37,8.92,9.47,20.08,,91.05,46.16,13.56,,5.37,15.18,6.43,4.81,7.06,10.29,9.87,3.15,8.3
30.11.2019,1.85,8.43,3.85,8.98,3.82,,4.13,4.56,3.54,18.96,6.09,8.94,24.49,,27.98,10.87,13.7,,5.29,16.65,3.82,4.26,9.72,7.95,7.63,5.83,9.57
01.12.2019,,9.89,6.71,15.96,7.2,15.7,8.92,9.58,6.16,27.06,17.01,23.56,33.78,,31.7,40.76,14.86,,5.21,18.19,3.77,4.91,10.07,6.78,12.64,3.54,7.44
02.12.2019,,12.85,12.24,21.36,4.72,14.96,8.41,6.97,4.86,22.77,8.57,10.55,44.55,9.78,33.6,14.47,5.84,3.83,5.13,13.62,5.19,25.3,13.24,10.91,14.86,2.99,8.66
03.12.2019,5.35,8.31,3.56,18.94,3.29,5.14,3.66,4.77,3.82,19.31,5.53,7.91,14.06,,25.48,10.79,9.62,1.36,4.42,17.35,3.22,2.87,14.23,5.34,7.25,3.68,8.77
04.12.2019,4.07,7.14,4.23,11.17,3.4,6.69,4.33,5,6.3,23.93,4.47,7.84,11.23,,17.98,205.77,17.07,,4.87,17.46,1.83,3.66,7.78,5.04,8.67,4.27,7.62
05.12.2019,4.32,7.3,6.35,13.19,3.97,9.2,5.17,6.25,5.94,22.99,5.55,9.01,17.39,,11.57,25.64,8.28,2.19,4.75,13.62,5.42,4.88,15.04,8.4,10.64,2.46,10.14
06.12.2019,4.57,12.77,16.21,18.91,7.94,10,14.03,10.67,11.56,27.59,6.9,12.14,11.94,,149.81,113.61,42.02,1.56,5.72,46.43,6.97,4.73,15.33,13.04,13.56,2.73,10.3
07.12.2019,6.31,11.27,18.74,12.85,6.84,15.32,11.56,12.48,12.67,27.59,9.14,12.39,27.5,11.75,176.95,102.41,162.03,2.36,6.81,58.21,9.55,6.11,6.9,12.35,10.98,2.94,9.41
08.12.2019,5,10.8,,11.42,4.45,7.65,8.05,8.74,9.29,28.85,6.08,8.45,8.86,7.83,9.13,15.83,27.11,1.25,4.84,37.68,6.57,3.75,8.53,9.64,9.41,6.18,11.38
09.12.2019,6.83,13.8,,13.03,6.18,12.53,11.75,,11.47,37.06,9.87,11.09,26.44,22.21,16.77,47.87,29.11,5.19,6.01,33.48,9.22,4.11,8.43,11.86,11.74,3.42,9.68
10.12.2019,5.71,10.09,,10.09,4.63,9.03,5.39,,5.68,20.15,6.01,9.58,16.91,9.56,161.7,55.22,78.04,5.02,5.47,47.53,9.26,4.81,22.18,14.37,10.62,6.27,9.34
11.12.2019,4.72,9.1,,11.04,4.43,6.24,4.22,,5.67,20.75,5.42,8.33,10.56,7.6,7.8,194.56,11.02,6.53,4.69,25.82,4.39,5.1,7.15,7.89,7.55,7.25,13.14
12.12.2019,6.02,10.26,,14.73,6.23,11.1,8.34,11,9.19,28.73,7.45,10.2,31.55,11.42,9.01,81.83,6.84,6.42,5.52,17.62,5.41,22.43,8.79,13.2,10.09,6.02,12.75
13.12.2019,9.5,16.67,,18.36,9.92,12.05,12.8,13.04,9.5,26.39,14.74,10.83,44.46,19.61,10.53,55.92,6.86,7.66,6.27,15.85,8.43,28.13,11.83,16.81,11.55,5,13.77
14.12.2019,7.5,12.46,,11.89,6.77,10.9,9.4,9.83,7.14,23.95,10.89,10.27,35.33,14.72,12.95,40.21,7.36,8.75,6.38,15.28,8.66,9.6,13.36,15.9,10.9,4.71,17.7
15.12.2019,8.68,26.17,,24.37,6.52,12.84,10.15,14.9,10.03,39.16,10.3,10.86,30.13,17.16,64.26,126.63,34.69,4.66,5.88,25.78,7.68,3.93,10.96,12.15,11.78,3.16,9.7
16.12.2019,6.56,21.6,,,7.34,17.2,14.45,26.55,15.77,33.51,11.06,10.23,44.31,16.06,66.8,174.69,37.26,6.49,8.07,38.06,14.19,7.98,10.65,13.59,14.44,2.44,14.63
17.12.2019,6.18,23.08,,,7.72,17.83,17.89,22.73,13.99,24.76,12.3,12.13,32.51,17.85,,91.44,102.49,8.65,7.54,55.16,18.63,14.01,9.9,17.95,18.3,2.79,7.99
18.12.2019,9.89,22.22,,14.25,8.21,14.3,12.09,21.98,19.37,38.15,14.69,12.08,23.58,13.59,227.42,131.33,78.3,6.91,8.35,84.8,16.13,9.12,13.32,18.62,21.1,3.82,4.51
19.12.2019,12.23,13.47,,16.5,8.4,17.73,12.91,16.3,10.2,35.46,6.75,11.43,41.35,15.9,50,230.17,142.96,6.2,6.61,59.27,13.23,5.59,22.25,12.53,14.14,2.66,4.24
20.12.2019,13.35,16.37,,16.4,9.39,19.43,14.53,13.75,8.57,27.67,5.59,16.02,45.67,14.85,74.12,183.75,174.43,15.21,7.86,55.03,14.75,12.97,31.04,17.15,15.92,3.47,7.12
21.12.2019,9.76,15.98,,14.2,10.85,12.88,8.3,11.03,5.83,22.01,5.8,11.5,37.46,16.05,368.18,366.37,135.76,10.01,7.33,27.48,6.84,8.87,9.44,19.45,13.5,3.67,
22.12.2019,10.98,14.39,,15.18,9.08,12.04,9.46,7.35,6.66,23.7,3.79,11.82,31.19,17.25,128.79,137.56,136.75,11.22,6.86,24.41,5.92,8.75,8.49,18.44,12.82,4.51,
23.12.2019,8.51,11.51,,11.18,7.58,8.02,6.22,5.56,5.44,19.34,,7.05,8.75,15.05,19.65,6.9,53.38,10.34,5.68,34.53,4.72,7.1,9.35,15.56,9.22,5,
24.12.2019,6.04,10.27,,10.28,6.45,6.84,4.69,5,5.33,20.13,4.15,2.68,8.67,10.9,12.06,4.79,16.29,9.21,5.67,24.59,4.49,4.75,7.59,9.9,8.16,4.44,7.23
25.12.2019,4.66,10.46,,9.96,6.28,7.25,4.84,6.15,6.21,22.12,4.57,3.79,8.6,11.17,15.97,20.19,23.88,8.55,5.75,29.74,4.7,9.73,13.03,9.97,8.46,8.73,6.66
26.12.2019,3.93,9.47,,9.25,5.44,5.84,3.56,5.02,4.83,19.85,2.68,2.98,7.97,8.35,8.12,,13.21,6.9,5.09,24.53,3.6,6.59,10.52,7.98,8.03,8.8,6.02
27.12.2019,4.28,9.22,,9.85,5.34,6.87,3.66,5.85,5.79,21.56,3.96,3.04,17.65,7.91,8.11,,9.86,8.37,6.18,21.1,3.94,8.75,11.32,8.43,8.18,7.71,10.27
28.12.2019,3.42,8.59,,9.87,4.59,5.58,2.81,3.56,3.34,18.3,1.42,4.13,10.57,4.85,4.81,,5.71,5.43,4.44,26.23,2.81,4.18,7.72,7.28,7.52,5.05,8.93
29.12.2019,3.08,7.49,,9.99,3.85,5.54,2.25,2.93,2.53,18.04,0.55,3.66,13.58,3.26,3.43,,4.75,4.63,3.92,14.18,1.68,5.87,8.62,6.54,7.14,4.68,10.46
30.12.2019,3.53,8.16,,10.69,4.64,5.66,2.01,4.31,3.74,18.54,2.32,2.29,18.28,4.46,7.48,10.12,20.38,9.29,7.65,24.25,2.61,6.7,15.06,6.75,7.51,3,9.24
31.12.2019,5.49,10.94,,13.07,5.54,11.78,7.65,7.91,10.75,35.08,9.23,7.03,23.56,9.36,19.53,26.93,24.72,7.56,6.51,31.8,4.52,6.31,20.85,14.01,11.45,5.01,11.36
