Datum,Beograd Novi Beograd,Beograd Stari grad,Beograd Mostar,Beograd Vracar,Beograd Zeleno brdo,Bor Gradski park,Bor Krivelj,Cacak,Kikinda,Kostolac,Kraljevo,Nis O.s. Sveti Sava,Novi Sad SPENS,Novi Sad Liman,Popovac,Smederevo Carina,Uzice,Valjevo
2014-07-09,11.58,9.96,14.16,13.42,7.51,137.98,43.14,5.12,2.27,15.99,3.73,12.62,13.66,3.94,15.11,12.55,9.57,17.34
2014-07-10,12.65,10.4,17.49,13.07,5.72,85.64,20.81,4.55,3.15,6.45,4.71,12.63,13.58,4.18,14.86,5.56,9.11,11.74
2014-07-11,9.79,6.45,,12.85,5.24,13.16,15.17,5.43,3.57,2.86,3.46,12.76,14.06,4.0,14.9,16.19,9.06,
2014-07-12,5.76,7.85,13.53,13.26,5.16,11.07,13.4,5.0,2.6,2.06,3.22,12.67,12.8,3.68,15.14,11.71,8.5,
2014-07-13,6.65,12.03,17.53,15.23,7.96,419.98,17.66,4.09,3.61,3.36,2.35,11.98,18.87,5.49,15.05,10.48,8.05,
2014-07-14,7.67,13.19,20.98,17.57,7.75,364.05,36.2,6.5,3.78,6.91,2.77,12.17,25.89,6.31,14.72,11.44,9.77,
2014-07-15,5.77,7.06,14.11,12.67,5.16,300.77,20.39,10.57,2.24,16.88,5.14,12.02,12.09,3.67,14.59,12.23,8.19,
2014-07-16,6.12,6.0,13.28,11.73,3.46,138.22,11.14,4.67,3.08,2.99,3.27,12.1,11.71,3.59,14.7,5.35,7.73,
2014-07-17,6.12,6.17,13.86,12.16,3.77,17.29,18.04,6.7,3.08,6.57,3.76,12.05,12.34,3.69,15.19,4.68,8.17,
2014-07-18,6.12,5.66,12.83,12.68,3.52,10.28,12.06,5.78,2.93,15.7,4.13,12.35,11.97,3.91,15.18,5.03,8.12,
2014-07-19,6.12,5.5,12.89,12.84,3.91,54.04,17.0,4.95,2.59,1.18,3.96,12.33,11.92,3.15,14.66,5.81,8.51,
2014-07-20,6.12,5.98,13.16,13.53,4.35,14.28,11.42,3.67,3.01,14.39,3.27,11.72,12.86,3.0,15.2,4.7,7.99,
2014-07-21,9.73,21.47,24.52,19.23,10.81,14.74,16.12,4.56,7.13,4.0,2.61,12.42,15.39,5.45,15.96,11.66,7.85,
2014-07-22,5.37,9.4,18.28,18.58,7.34,30.78,,4.41,1.58,2.57,2.58,13.27,16.06,4.92,15.85,7.8,8.34,
2014-07-23,10.78,16.8,26.32,24.13,21.35,10.57,11.82,6.42,1.12,2.68,4.11,12.93,14.05,4.77,15.87,6.24,8.51,
2014-07-24,2.12,6.07,14.42,4.29,3.36,10.76,13.31,4.66,1.38,2.59,2.97,12.14,13.87,4.56,15.91,6.44,8.0,
2014-07-25,1.75,6.93,14.9,3.73,3.5,9.5,10.89,7.1,1.11,3.37,5.03,12.54,13.52,3.6,15.61,5.23,8.39,
2014-07-26,8.09,16.47,19.9,8.32,7.85,254.87,15.42,7.67,1.33,10.08,4.46,12.18,14.33,3.53,15.82,11.62,8.47,
2014-07-27,5.43,10.65,16.96,6.98,9.07,500.67,13.83,4.88,2.24,4.98,2.68,12.26,14.62,4.59,15.59,8.91,7.69,
2014-07-28,4.25,8.24,16.54,6.35,5.99,542.27,,4.67,2.65,3.44,2.54,12.84,15.62,4.47,15.66,6.12,8.01,
2014-07-29,41.2,43.55,46.75,25.91,24.94,246.95,,5.22,11.62,5.15,2.54,12.82,18.2,5.86,15.56,8.91,8.49,
2014-07-30,9.64,16.83,21.16,12.77,12.02,354.77,,5.74,6.71,4.99,2.85,13.04,19.12,6.75,16.26,14.65,8.4,
2014-07-31,4.04,7.18,14.2,6.66,7.32,305.9,,5.76,2.54,2.35,2.66,13.24,16.36,4.66,16.34,6.48,8.34,
2014-08-01,8.66,16.88,19.72,13.37,12.11,455.09,,6.6,2.51,11.18,2.76,13.16,15.34,3.55,16.45,13.25,8.15,
2014-08-02,3.8,8.96,16.74,7.86,6.38,232.71,,7.3,2.58,48.51,4.45,12.9,16.6,3.88,16.5,7.23,8.73,
2014-08-03,4.86,11.15,16.43,10.21,10.72,444.24,,6.27,3.97,14.21,2.91,13.07,20.33,6.48,16.46,23.73,7.89,
2014-08-04,2.03,6.73,14.3,6.75,3.96,20.86,,6.23,2.83,5.09,2.95,12.7,17.21,4.53,16.48,4.81,7.84,
2014-08-05,4.72,8.98,15.21,11.28,6.58,346.09,,7.41,3.16,3.38,3.13,13.44,15.78,4.31,16.25,3.99,8.7,
2014-08-06,9.78,13.45,18.71,12.7,7.25,192.24,,6.45,3.1,8.45,2.97,12.79,16.12,4.79,16.81,12.75,8.68,
2014-08-07,2.01,6.77,16.21,9.5,4.1,373.08,,9.67,3.2,21.48,3.33,13.21,15.74,4.28,16.42,13.62,8.09,
2014-08-08,4.98,8.97,18.52,11.25,4.32,16.97,,9.25,3.03,3.41,3.81,13.16,15.07,3.3,14.96,10.07,8.04,
2014-08-09,4.83,9.59,16.45,9.79,3.14,14.38,,8.76,3.21,11.86,4.02,12.69,15.85,3.95,15.84,11.71,8.45,
2014-08-10,8.59,15.54,19.33,14.09,9.35,17.82,,6.92,3.58,99.51,2.63,13.13,19.56,7.05,16.56,35.9,8.32,
2014-08-11,21.45,25.58,30.11,24.71,12.86,20.68,,7.77,8.08,7.88,2.94,12.48,18.96,7.11,16.91,11.51,8.39,
2014-08-12,4.46,8.89,16.71,11.25,3.77,20.82,,9.06,4.01,5.24,3.29,13.41,17.52,4.98,16.97,7.64,8.87,
2014-08-13,4.4,9.68,18.35,13.48,5.65,80.54,,8.74,5.74,3.63,2.87,13.25,19.61,6.93,17.37,11.46,8.68,
2014-08-14,4.78,7.54,15.1,10.34,4.29,737.6,,9.78,3.12,5.61,3.49,14.07,17.61,5.75,17.71,11.94,9.19,
2014-08-15,2.92,5.74,14.56,9.58,2.79,20.59,,9.9,1.63,5.1,4.51,13.37,16.56,5.02,17.23,4.58,7.99,
2014-08-16,3.03,5.95,13.87,9.68,3.15,20.27,,9.18,1.88,3.95,4.86,12.97,16.31,5.25,17.6,4.44,8.0,
2014-08-17,2.32,,,,2.75,14.39,,8.14,1.87,3.32,3.95,13.17,16.42,4.83,17.17,4.28,8.02,
2014-08-18,4.52,,,,4.98,262.35,,8.87,2.37,25.26,4.47,14.26,25.8,8.19,17.33,12.48,8.13,
2014-08-19,31.7,29.62,36.14,30.75,16.55,241.68,,8.63,5.06,7.97,3.88,14.93,18.84,4.98,17.83,14.43,8.02,
2014-08-20,32.85,29.73,40.2,33.01,19.64,462.86,100.42,8.84,9.78,9.06,2.9,15.06,20.87,6.86,17.76,11.08,8.36,
2014-08-21,5.98,9.54,18.91,13.32,5.27,83.57,282.86,9.11,2.56,4.88,2.91,12.81,17.04,4.66,15.32,8.56,7.84,
2014-08-22,5.99,8.84,18.52,11.96,4.59,52.25,93.65,8.49,2.1,12.07,2.52,12.87,17.13,,17.0,10.04,7.99,
2014-08-23,18.07,18.35,26.18,19.14,13.56,384.08,24.02,8.88,10.72,8.45,2.7,13.72,20.61,,18.29,8.39,7.81,
2014-08-24,4.59,6.91,14.36,11.5,4.83,141.26,24.33,11.39,2.78,4.34,4.35,13.62,17.55,,18.6,5.6,8.28,
2014-08-25,3.31,6.45,13.79,10.6,3.52,11.22,14.48,9.14,,13.35,3.24,13.0,17.08,,20.06,5.32,7.78,
2014-08-26,29.65,30.61,40.06,32.01,21.05,106.68,75.51,8.88,,8.58,3.59,14.76,23.48,,18.78,10.75,7.52,
2014-08-27,7.01,10.09,17.37,14.56,6.78,70.08,82.75,12.88,,7.16,3.17,14.28,19.08,,18.05,7.91,8.07,
2014-08-28,3.71,6.71,14.24,10.47,1.89,14.24,17.24,10.08,,18.62,3.89,13.92,18.32,,18.13,6.04,9.36,
2014-08-29,8.44,13.03,22.48,14.89,8.42,206.9,16.27,14.21,4.78,6.16,4.66,15.11,18.47,,18.63,9.9,7.53,
2014-08-30,9.11,12.71,18.35,15.45,6.65,426.04,29.07,9.93,4.14,13.57,4.36,16.14,20.53,,18.88,12.67,7.52,
2014-08-31,10.82,14.27,19.08,17.24,8.08,325.04,27.52,10.65,5.88,7.37,3.86,17.76,24.76,,20.48,7.46,8.23,
2014-09-01,10.01,11.49,21.78,16.14,7.46,755.05,18.36,10.7,7.29,8.77,3.48,15.74,22.37,,19.36,11.78,8.41,
2014-09-02,9.51,11.51,20.03,18.97,12.05,,19.75,11.37,2.67,14.79,3.35,14.12,19.85,7.39,17.98,12.53,8.37,
2014-09-03,5.88,7.8,14.68,12.61,4.99,1171.0,21.08,10.41,2.53,2.61,3.22,14.01,19.81,8.44,19.03,2.2,7.96,
2014-09-04,9.31,7.99,15.0,10.82,7.46,,16.36,11.01,2.46,2.42,2.73,13.92,18.72,8.93,18.36,2.69,7.96,
2014-09-05,13.34,12.96,19.25,13.15,9.73,1506.81,15.05,10.84,2.3,2.6,2.89,14.05,18.57,9.11,18.69,3.64,8.01,
2014-09-06,10.42,11.77,18.45,12.51,6.22,807.02,19.27,10.79,2.5,4.72,2.86,14.45,19.6,7.16,19.08,5.52,8.04,
2014-09-07,12.56,12.42,22.48,14.26,5.9,191.43,24.83,10.72,2.45,14.1,2.8,14.26,19.01,6.87,18.88,11.45,7.49,
2014-09-08,6.04,7.81,16.33,9.19,2.82,55.22,89.86,10.14,2.64,4.23,3.23,13.83,18.64,5.15,18.55,3.17,7.35,
2014-09-09,5.98,9.64,16.59,9.16,3.13,181.96,14.46,11.81,2.87,3.55,2.73,13.98,19.24,6.09,18.57,3.17,7.59,13.9
2014-09-10,9.78,11.11,20.39,10.38,4.78,216.91,28.42,10.93,3.63,4.97,2.97,13.53,20.21,6.66,18.89,3.73,7.45,11.99
2014-09-11,9.81,9.5,23.24,10.75,5.34,200.53,19.38,11.47,6.08,6.89,3.0,14.96,20.74,5.95,19.52,3.99,8.03,12.17
2014-09-12,8.78,9.29,21.38,8.55,3.73,297.86,29.88,10.94,5.69,7.16,2.81,14.95,20.7,6.14,18.74,4.88,8.1,12.15
2014-09-13,9.6,10.68,20.43,8.8,5.15,429.84,18.52,11.56,5.97,6.7,2.53,15.15,21.47,5.98,19.31,3.97,7.35,12.06
2014-09-14,9.01,10.01,17.51,8.91,9.75,481.68,14.83,12.07,3.62,,2.86,13.97,19.88,6.76,18.78,4.08,7.3,12.27
2014-09-15,6.41,7.5,15.29,6.44,3.47,154.02,16.47,12.68,3.37,2.12,3.8,14.74,18.96,7.62,18.88,2.18,7.63,12.74
2014-09-16,7.43,8.45,15.3,6.89,3.76,791.79,14.96,11.87,3.54,2.61,2.71,15.05,18.68,6.66,19.21,2.13,6.55,11.5
2014-09-17,11.85,10.69,17.56,8.91,4.51,734.49,14.25,11.79,4.23,4.31,2.95,14.89,21.39,6.1,19.24,4.08,6.88,12.05
2014-09-18,11.64,12.86,19.8,10.74,6.26,430.53,14.5,11.35,3.77,5.43,3.75,14.99,20.37,6.23,19.41,4.87,6.65,11.71
2014-09-19,8.48,11.2,24.42,9.41,5.32,317.49,23.27,11.49,3.77,6.22,3.2,14.58,24.61,7.74,19.48,11.86,7.2,12.31
2014-09-20,8.76,10.3,19.44,9.31,7.36,303.09,63.79,12.1,4.28,6.14,2.72,15.44,21.19,5.99,19.59,9.67,7.15,11.95
2014-09-21,10.14,12.13,20.21,13.37,9.53,118.27,28.31,4.24,2.59,6.22,2.93,15.03,20.96,6.6,19.48,6.52,7.71,13.84
2014-09-22,9.48,10.01,16.28,10.71,8.99,,16.52,4.43,3.55,4.82,3.49,15.76,21.95,7.57,20.37,5.18,7.27,12.13
2014-09-23,9.44,10.16,16.08,9.85,7.66,,16.63,4.15,3.19,4.66,3.05,15.35,22.35,6.97,19.55,6.23,6.88,13.66
2014-09-24,9.13,9.64,17.13,9.63,6.76,,16.94,2.46,2.66,4.71,5.06,15.18,20.26,7.29,20.15,4.91,7.27,13.29
2014-09-25,11.56,13.4,19.37,14.38,10.15,,66.39,2.77,4.87,9.1,4.05,15.83,22.36,8.82,20.19,8.59,7.5,14.57
2014-09-26,8.38,8.71,16.26,9.56,8.92,,15.73,3.29,2.55,4.85,3.27,15.4,19.59,7.33,20.18,4.01,7.03,12.32
2014-09-27,6.14,7.24,15.41,6.84,4.27,,14.02,2.62,1.62,3.88,3.4,14.76,18.42,6.94,19.36,3.46,6.39,
2014-09-28,5.54,7.7,15.3,6.26,4.7,,14.39,6.72,2.21,4.0,3.66,14.27,17.13,8.72,19.2,4.05,6.01,
2014-09-29,6.4,8.95,19.25,5.97,4.11,,18.62,2.63,1.77,6.25,4.67,14.54,17.32,8.48,18.98,8.09,6.1,
2014-09-30,18.43,17.58,24.49,15.79,10.78,,16.75,8.6,10.56,16.94,8.29,15.23,24.17,10.49,18.51,6.27,6.68,
2014-10-01,13.16,18.49,22.33,16.51,16.95,,19.5,7.61,3.24,22.56,6.27,16.34,22.64,9.47,19.46,6.94,6.56,
2014-10-02,12.35,14.32,19.65,13.23,6.48,,17.2,3.85,6.1,8.63,4.5,16.97,19.34,9.53,19.82,10.28,6.26,
2014-10-03,13.05,,19.03,11.39,5.03,,18.7,2.1,5.21,6.11,3.86,15.23,20.18,7.17,21.56,7.92,6.82,
2014-10-04,15.39,,,12.06,4.77,,15.41,2.07,5.49,6.36,4.05,15.35,23.21,7.4,21.0,5.99,6.66,
2014-10-05,37.27,23.59,28.29,24.5,12.59,,16.22,2.24,6.48,6.79,3.76,16.87,23.29,7.52,22.51,6.19,6.8,
2014-10-06,24.83,26.55,27.96,26.21,14.79,,16.18,2.95,10.23,8.09,3.67,16.68,23.43,7.83,21.82,6.5,6.85,
2014-10-07,4.52,12.66,23.08,11.41,6.87,,16.5,2.36,5.85,7.53,3.38,16.66,23.15,7.7,18.65,7.1,6.92,
2014-10-08,6.47,14.86,19.68,10.62,8.27,,16.15,1.42,7.29,5.34,4.21,16.11,27.05,9.5,19.56,9.13,6.49,
2014-10-09,5.67,13.57,20.37,11.21,6.63,,13.59,2.07,7.98,4.83,4.08,17.49,,11.96,20.23,6.18,6.64,
2014-10-10,12.87,21.7,21.72,16.44,10.99,,,2.25,8.8,6.68,4.5,,,13.47,20.29,9.78,6.81,
2014-10-11,5.19,14.55,22.01,15.51,6.69,,,1.81,7.97,7.18,3.44,,,13.96,20.94,12.63,7.06,
2014-10-12,14.7,23.12,30.18,21.22,16.57,,,3.92,12.36,9.84,3.98,,,8.4,20.75,17.6,7.44,
2014-10-13,18.41,18.67,27.47,21.55,20.94,,,3.38,22.49,21.02,4.5,,,30.98,21.31,12.91,7.65,
2014-10-14,11.51,16.64,27.79,17.52,8.88,,,4.05,11.89,11.85,2.94,,28.05,12.65,21.92,15.35,8.12,
2014-10-15,5.31,14.13,21.47,14.35,7.46,,,4.66,8.71,6.62,2.68,,20.66,8.76,19.93,7.89,6.03,
2014-10-16,5.76,14.04,21.06,17.43,13.06,,,3.6,6.45,4.74,2.3,,18.77,7.95,20.95,8.44,7.94,
2014-10-17,2.37,13.13,29.18,15.39,8.25,,,4.28,5.78,4.35,2.0,,19.62,7.86,21.63,6.39,7.38,
2014-10-18,4.79,8.87,,10.38,6.2,,,4.33,4.39,6.18,3.37,,15.88,7.69,21.07,4.27,6.85,
2014-10-19,10.71,13.43,22.51,23.58,17.32,,,1.88,4.17,2.87,2.97,,16.65,8.3,20.58,6.39,5.96,
2014-10-20,6.66,21.95,24.05,18.25,9.81,,,5.65,8.11,4.88,3.47,,19.67,10.4,22.18,23.17,7.19,
2014-10-21,6.55,20.31,24.92,23.69,7.88,,,6.31,7.43,,4.22,,20.82,10.32,22.62,14.46,8.35,
2014-10-22,5.23,12.74,19.21,15.56,4.66,,,6.36,7.23,,3.67,6.04,22.71,8.59,22.7,7.2,8.35,14.34
2014-10-23,5.71,10.15,18.03,14.41,11.05,,,6.9,7.19,,2.39,4.21,19.55,9.38,,7.15,7.73,14.62
2014-10-24,23.33,22.52,26.84,20.09,15.08,,19.7,7.5,12.94,,2.77,3.72,25.49,9.75,,13.37,6.88,16.99
2014-10-25,18.46,20.29,24.04,17.16,11.1,,17.39,6.6,5.76,,1.05,2.94,21.13,9.56,20.74,13.36,5.64,13.51
2014-10-26,7.92,13.95,22.07,12.89,9.65,,18.71,4.09,17.16,,1.09,2.34,,8.36,20.38,14.19,5.33,14.95
2014-10-27,26.74,38.67,35.93,23.96,24.43,,18.34,5.36,6.45,,0.61,3.33,,10.06,20.6,18.8,5.37,14.31
2014-10-28,22.64,24.11,35.56,23.25,16.3,,20.01,7.73,14.88,,0.93,4.31,,9.95,20.93,18.43,5.96,16.04
2014-10-29,20.4,16.79,26.69,11.81,10.69,,17.56,7.57,18.18,,3.87,4.61,,8.37,21.41,12.08,6.47,17.8
2014-10-30,10.16,27.11,32.54,22.75,13.76,52.07,21.79,25.0,9.66,,5.47,6.33,,9.66,22.2,19.16,6.5,20.38
2014-10-31,3.47,17.61,30.98,17.67,20.1,18.57,18.63,8.97,2.65,,4.97,9.52,,,24.49,22.65,5.6,22.3
2014-11-01,12.21,25.32,35.68,24.49,29.22,28.38,30.15,13.49,2.52,,2.86,7.21,,,28.36,27.61,7.05,34.67
2014-11-02,23.34,28.36,30.3,21.44,32.8,49.16,35.19,4.52,3.0,,1.77,6.02,,,27.15,45.81,6.19,24.97
2014-11-03,21.59,28.8,34.78,20.82,21.19,27.52,26.41,3.87,8.69,,2.67,10.05,,,26.76,22.33,7.3,21.58
2014-11-04,16.65,21.54,36.18,15.46,16.6,250.55,31.31,4.83,10.76,,2.57,7.58,,,25.49,16.31,7.97,22.09
2014-11-05,10.38,17.32,30.84,14.25,13.88,104.57,188.89,5.87,21.83,,5.57,8.1,,,29.43,18.57,8.29,23.41
2014-11-06,5.81,15.79,29.82,12.27,9.11,588.01,918.13,5.05,15.28,,6.27,7.0,,,24.36,25.53,8.95,26.29
2014-11-07,5.82,15.01,27.85,11.24,9.5,563.56,98.62,6.16,13.99,,4.86,7.89,,,40.79,23.96,9.07,22.14
2014-11-08,12.0,22.64,28.79,16.13,19.28,714.92,347.83,4.68,18.62,,2.8,7.46,,,50.79,28.4,8.31,19.3
2014-11-09,20.9,27.41,31.04,20.11,33.06,149.67,144.45,6.47,6.41,,3.24,6.38,,,37.98,15.06,7.3,23.8
2014-11-10,18.16,21.6,32.94,17.48,14.35,51.57,496.27,4.32,10.3,,2.03,5.09,,,23.6,14.24,6.77,18.48
2014-11-11,9.99,16.41,25.26,10.65,11.0,86.08,522.26,7.89,11.11,,2.02,5.42,,,22.91,17.15,7.63,21.73
2014-11-12,15.16,23.41,26.29,15.61,15.3,62.89,21.71,7.43,14.96,,8.54,5.97,,,23.92,16.54,,19.41
2014-11-13,19.28,,,15.25,10.27,477.77,19.05,6.01,8.93,,13.09,5.24,,,23.92,15.88,,17.53
2014-11-14,16.72,26.13,26.04,16.67,14.42,441.35,18.89,6.92,6.75,,2.65,5.04,,,23.43,13.94,,16.45
2014-11-15,23.51,30.04,31.17,18.4,22.97,84.69,15.36,4.68,4.71,,1.8,4.86,,,23.4,14.96,,16.98
2014-11-16,32.9,39.14,35.2,25.34,30.22,135.08,17.31,5.35,5.85,,1.7,5.68,,,23.69,8.47,,15.33
2014-11-17,25.15,29.75,39.18,20.68,17.14,158.25,19.55,5.88,7.92,,14.41,4.94,,,24.01,12.81,,16.87
2014-11-18,17.17,29.75,26.55,17.52,22.01,102.15,16.59,7.96,7.28,,14.94,5.0,,,24.23,15.46,,16.25
2014-11-19,14.08,27.95,32.96,21.41,18.95,92.57,44.99,5.88,6.87,,2.79,4.7,,,23.85,17.95,,18.86
2014-11-20,8.46,17.77,19.94,7.49,17.89,20.53,19.93,16.16,3.3,,5.53,6.65,,,23.41,7.96,,16.73
2014-11-21,4.65,17.79,19.3,7.51,15.25,25.2,22.19,16.29,3.46,,4.36,7.59,,,23.18,7.95,,21.91
2014-11-22,7.08,22.85,22.95,11.84,19.76,16.73,19.74,9.53,2.83,,2.36,9.53,,,24.26,19.89,,19.46
2014-11-23,8.47,25.98,24.89,13.08,18.91,23.81,20.5,6.6,2.98,,2.28,6.6,,,24.0,30.71,,21.47
2014-11-24,17.81,31.29,32.86,23.04,22.43,92.71,23.49,11.59,4.64,,6.05,6.18,,,40.01,32.01,,19.54
2014-11-25,19.9,26.01,25.08,13.25,16.28,97.47,20.57,8.51,3.97,,9.29,4.39,,,24.42,20.05,,16.72
2014-11-26,33.77,38.98,33.47,22.45,35.04,59.08,18.71,7.47,14.11,,13.95,4.67,,,23.2,25.83,,17.42
2014-11-27,40.92,35.15,31.74,22.86,22.54,37.22,19.05,8.69,8.75,,16.23,5.28,,,23.44,22.94,,16.36
2014-11-28,38.05,39.54,,26.81,25.09,15.34,89.13,10.62,7.68,,13.44,9.63,,,24.32,21.79,,24.08
2014-11-29,15.77,29.91,33.1,21.1,22.25,37.59,80.21,9.31,7.8,,1.79,6.69,,,24.05,22.08,,20.3
2014-11-30,17.22,27.13,23.69,13.25,11.42,18.52,,5.49,25.11,,0.8,4.88,,,23.33,13.01,,15.99
2014-12-01,19.34,22.09,24.61,11.32,12.9,222.03,,4.38,9.73,,18.98,5.51,,,24.06,10.05,,16.67
2014-12-02,87.5,24.14,25.6,14.33,17.88,,,6.18,7.85,,12.55,6.34,,,24.27,13.24,,15.98
2014-12-03,80.7,25.66,26.2,21.16,11.18,,,4.3,7.56,,19.82,5.58,,,24.21,18.77,,17.55
2014-12-04,41.41,30.52,30.06,19.6,17.57,316.48,22.25,6.43,8.16,,12.73,5.17,,,23.83,20.64,,18.46
2014-12-05,71.7,40.31,37.86,27.86,27.78,279.69,18.65,8.2,8.91,,11.09,9.6,,,23.95,19.53,,19.28
2014-12-06,57.85,22.62,22.2,11.33,12.46,702.24,19.13,5.81,11.51,,1.09,6.33,,,24.36,9.25,,15.9
2014-12-07,31.35,25.57,21.34,11.06,30.77,168.75,43.14,6.12,9.76,,1.18,8.07,,,24.63,9.62,,15.48
2014-12-08,26.07,40.41,24.11,16.74,34.87,79.15,36.37,8.62,11.35,,2.95,10.15,,,26.19,24.96,,15.78
2014-12-09,9.63,17.46,19.72,9.71,10.07,51.21,27.41,4.86,6.59,,1.23,19.31,,,24.99,14.61,,15.53
2014-12-10,6.25,13.58,19.03,6.39,17.61,27.73,29.28,11.92,4.19,,2.12,8.85,,,24.14,8.43,,15.65
2014-12-11,35.67,32.14,30.12,23.02,43.37,25.71,28.06,16.09,4.85,,,10.42,,,25.2,29.19,,18.52
2014-12-12,41.86,40.7,38.95,27.92,46.88,49.59,140.58,13.96,4.94,,,16.37,,18.47,32.4,21.85,,23.36
2014-12-13,32.7,31.89,39.99,26.62,27.38,331.08,226.73,10.69,8.8,,,12.67,,13.34,24.95,33.15,,29.02
2014-12-14,24.88,31.11,44.03,37.9,23.53,156.34,205.33,13.69,10.86,,,10.35,,14.99,24.38,21.5,,29.12
2014-12-15,33.21,34.7,,43.29,34.17,543.16,485.84,14.5,8.53,,,11.58,,15.37,24.58,16.58,,26.33
2014-12-16,31.5,35.06,,31.75,22.4,215.25,164.59,7.61,14.2,,,23.12,,16.08,25.88,22.42,,25.13
2014-12-17,16.62,24.97,28.77,21.61,18.92,570.82,275.81,3.3,9.32,,,15.43,,13.33,27.05,18.67,,19.57
2014-12-18,16.25,21.65,24.24,18.84,24.75,25.46,32.32,8.66,6.24,,,13.13,,14.51,25.26,13.19,,18.86
2014-12-19,22.72,35.74,,37.75,35.91,47.09,81.57,8.46,9.18,,,12.43,,21.33,24.69,27.76,,30.55
2014-12-20,20.39,32.79,32.64,27.01,25.67,34.83,25.34,8.63,6.7,,,10.22,,17.38,25.15,27.72,,22.18
2014-12-21,13.2,22.61,25.16,16.14,14.09,22.87,24.37,3.66,6.83,,,9.49,,16.46,24.84,17.48,,19.68
2014-12-22,23.26,46.63,81.27,34.1,23.2,22.31,24.89,9.03,8.52,,,12.52,,17.98,24.87,30.42,,31.06
2014-12-23,20.2,51.81,55.76,44.77,40.72,62.04,35.79,13.71,7.1,,,12.19,,16.21,25.76,37.61,,32.5
2014-12-24,32.73,47.1,50.48,46.1,46.02,21.83,73.09,9.49,10.73,,,13.31,,20.92,25.7,34.67,,29.4
2014-12-25,28.01,58.77,42.0,37.41,32.56,26.2,33.18,17.6,11.4,,,14.55,,23.02,25.93,56.37,,27.3
2014-12-26,14.51,26.02,23.9,14.84,9.59,17.98,17.99,9.49,5.75,,,11.38,,12.3,25.19,17.89,,17.07
2014-12-27,24.92,36.27,25.17,21.78,36.64,22.36,21.51,8.77,5.99,,,12.43,25.17,8.45,27.67,17.73,,25.27
2014-12-28,25.93,26.5,26.34,19.62,25.19,206.71,33.12,9.09,6.43,,,11.94,28.17,10.52,26.07,15.56,,19.21
2014-12-29,16.71,21.48,23.19,14.32,29.39,29.82,22.78,7.15,5.02,,,13.82,24.56,7.45,28.66,12.32,,19.93
2014-12-30,14.89,22.77,20.77,13.33,21.3,40.84,23.97,12.49,4.04,,,19.7,22.66,7.57,39.51,17.32,,22.81
2014-12-31,16.77,24.21,26.8,21.95,39.5,197.06,24.13,15.67,3.68,,,11.38,21.83,5.55,27.2,49.84,,24.64
