Datum,Beograd Novi Beograd,Beograd Stari grad,Beograd Mostar,Beograd Vracar,Beograd Zeleno brdo,Bor Brezonik,Bor Institut RIM,Bor Krivelj,Bor Gradski park,Cacak,Popovac,Kamenicki Vis EMEP,Kikinda,Kosjeric,Kragujevac,Krusevac,Loznica,Nis IZJZ Nis,Nis O.s. Sveti Sava,Obrenovac Centar,Pancevo Sodara,Paracin,Sremska Mitrovica,Sabac,Smederevo Carina,Uzice,Valjevo,Vranje,Zajecar,Smederevo Radinac
2012-05-08,7.05,6.12,8.84,6.12,7.07,,10.25,7.13,10.11,6.12,,8.35,,6.12,7.41,6.47,6.12,10.14,6.99,13.28,6.63,12.42,6.12,6.12,6.12,21.56,14.76,8.06,9.03,6.1
2012-05-09,7.6,6.12,9.31,6.12,6.1,,9.65,6.12,10.56,6.12,9.64,7.89,,6.42,10.09,9.55,12.65,9.25,7.49,,9.49,13.34,8.36,8.56,11.22,18.64,11.56,7.81,8.37,13.23
2012-05-10,11.35,8.68,14.51,6.73,9.45,,8.22,6.12,15.17,6.43,6.12,6.12,,11.16,12.85,6.12,6.12,9.49,6.82,,19.67,6.98,6.12,6.79,9.39,13.84,24.95,8.28,7.12,11.95
2012-05-11,9.69,6.37,11.66,8.05,6.99,,16.61,6.97,28.21,13.1,8.49,8.73,,7.55,11.5,9.18,7.91,12.86,8.74,7.0,11.43,20.18,7.0,6.37,6.38,16.68,27.38,9.28,21.22,6.1
2012-05-12,12.76,11.24,14.19,7.48,7.23,,32.35,6.55,33.42,6.72,7.96,9.9,,9.51,11.97,8.19,7.19,12.93,9.51,18.28,13.8,15.23,7.35,6.73,8.5,16.55,23.3,9.23,10.1,6.72
2012-05-13,6.38,6.12,6.12,6.12,6.1,,17.08,6.12,7.25,6.52,6.12,6.86,,6.12,6.12,6.12,6.12,6.12,6.12,7.85,6.38,6.97,6.12,6.12,6.12,6.37,9.69,6.12,8.82,6.1
2012-05-14,6.37,6.12,6.12,6.12,6.1,,163.69,6.12,621.49,6.12,6.12,6.12,,6.12,6.12,6.12,6.12,6.12,6.12,6.12,11.65,9.74,6.12,6.12,6.12,6.12,6.12,6.12,6.12,6.1
2012-05-15,6.37,6.12,6.12,6.12,6.1,,38.71,7.88,865.78,6.12,6.12,6.12,,6.12,6.12,6.38,6.12,6.12,6.12,6.12,14.36,8.09,6.12,6.12,10.48,6.12,6.12,6.12,7.76,6.1
2012-05-16,7.95,6.12,8.01,7.38,6.1,,9.79,6.12,9.12,6.12,6.12,6.12,,6.72,9.78,6.67,6.12,9.65,7.75,9.41,15.18,9.38,6.12,6.37,6.12,9.3,13.92,6.12,13.95,6.1
2012-05-17,7.02,6.12,6.12,6.12,6.1,,7.1,6.12,6.1,6.12,6.12,7.08,,6.12,6.12,6.42,6.12,6.12,7.28,6.12,14.19,11.44,6.12,6.41,22.37,6.12,6.94,6.12,59.68,6.1
2012-05-18,7.65,6.12,24.52,6.12,8.69,14.85,14.75,6.12,16.17,10.65,9.66,13.34,,7.77,6.38,6.12,6.12,10.44,12.51,6.83,20.19,12.72,6.12,7.38,16.06,9.23,10.99,6.12,25.38,10.85
2012-05-19,12.35,8.57,28.81,7.04,11.03,260.51,59.81,,290.3,6.12,7.76,8.98,,6.12,13.97,8.94,15.2,13.02,10.91,12.65,16.84,14.98,15.08,21.37,9.76,11.6,11.49,7.89,19.65,10.71
2012-05-20,9.14,7.07,13.03,6.38,6.1,47.95,101.4,,69.4,6.12,6.12,13.33,,6.12,6.38,6.12,7.26,10.71,7.38,7.81,16.1,8.27,13.08,30.28,6.12,10.19,10.98,8.51,44.3,6.1
2012-05-21,16.03,12.87,17.86,9.14,11.84,215.6,78.09,,296.09,6.12,6.46,6.38,16.59,6.89,7.44,7.29,6.12,22.78,9.88,7.39,31.85,6.96,18.37,15.45,14.97,11.45,22.79,8.66,21.89,11.06
2012-05-22,16.68,7.17,7.08,6.45,6.43,29.06,8.97,,366.62,6.12,6.12,7.61,19.64,6.37,7.88,6.38,6.69,17.38,6.75,19.37,19.66,6.12,7.86,16.24,6.12,9.55,20.09,6.37,12.99,6.1
2012-05-23,10.04,6.12,10.11,6.12,,38.32,128.57,,171.37,6.12,6.12,6.12,7.7,6.12,6.71,6.46,7.19,6.12,6.12,11.77,18.49,7.18,6.92,6.12,8.02,6.12,10.6,6.12,17.69,6.1
2012-05-24,6.99,6.12,10.27,6.12,,74.42,23.92,,29.25,6.63,6.12,6.12,6.12,6.83,8.63,6.41,21.05,9.56,8.45,7.79,16.48,15.64,6.96,7.47,6.12,7.6,20.56,20.29,15.23,6.1
2012-05-25,6.42,6.12,6.12,6.12,6.1,19.29,11.12,,10.41,6.12,6.12,6.12,16.26,6.12,9.21,6.12,7.04,12.97,7.26,6.77,14.76,12.25,6.12,7.0,6.12,6.12,6.44,,59.23,6.1
2012-05-26,6.12,6.12,7.75,6.12,6.1,30.41,15.04,6.12,199.97,6.12,10.86,6.12,33.7,6.12,14.49,6.44,7.35,10.48,7.8,16.18,13.93,13.38,6.12,6.12,8.15,6.97,10.22,,33.02,7.09
2012-05-27,7.23,6.4,9.76,6.12,6.1,216.96,34.25,58.63,26.4,7.49,6.12,6.12,22.34,6.43,10.45,6.4,7.02,10.42,6.12,7.82,14.61,8.58,6.12,7.02,6.12,6.66,11.27,,32.1,6.1
2012-05-28,6.38,6.12,8.57,6.12,6.1,17.54,24.8,6.12,9.64,6.64,10.55,7.32,17.58,8.82,11.74,7.04,21.81,8.25,7.53,31.42,15.99,9.7,7.36,7.23,6.12,14.28,15.17,,22.71,6.1
2012-05-29,6.57,6.12,7.64,6.12,6.1,20.66,40.06,6.75,76.41,6.55,6.48,6.65,10.65,6.12,8.11,6.12,18.31,7.7,6.37,11.48,15.43,10.13,6.41,6.12,6.12,8.1,12.9,,9.31,
2012-05-30,7.05,6.46,11.07,6.12,6.1,23.3,16.23,8.04,13.31,6.4,9.0,12.71,17.98,9.48,13.52,7.25,17.22,17.8,9.17,24.33,16.54,14.97,8.15,11.09,6.63,13.36,23.34,,8.07,
2012-05-31,6.12,6.12,9.59,6.12,6.1,19.81,60.67,7.04,28.18,8.97,8.23,7.57,22.63,6.12,8.29,6.54,24.83,11.35,7.06,27.59,15.16,8.73,6.4,12.5,6.12,12.19,18.45,,9.04,
2012-06-01,8.52,11.49,15.95,9.9,12.39,268.46,39.4,46.92,62.46,6.12,6.12,6.74,19.82,6.12,11.53,7.54,,15.79,7.6,11.4,20.55,9.27,9.35,11.57,8.18,10.37,17.52,,6.12,7.35
2012-06-02,7.0,6.12,7.47,6.12,6.99,43.69,13.43,8.99,129.73,6.12,6.12,8.39,22.06,6.12,13.21,7.06,,12.86,7.44,10.85,18.62,6.81,16.24,8.57,10.17,10.07,10.01,,7.44,6.1
2012-06-03,8.22,10.96,16.23,15.23,17.26,150.22,79.66,39.28,88.87,6.12,6.12,6.97,17.92,6.12,6.4,6.12,,14.66,6.4,6.12,25.41,6.12,11.14,9.6,7.12,9.82,11.37,,6.41,6.1
2012-06-04,11.34,15.56,14.42,12.2,14.41,22.93,14.53,6.48,12.36,6.12,6.12,7.9,7.54,6.12,7.61,6.12,,28.48,8.77,10.19,31.48,6.12,16.56,16.64,23.47,11.85,11.29,,6.12,16.21
2012-06-05,6.12,6.12,6.12,6.12,6.1,41.52,57.88,10.37,85.91,6.12,6.12,8.66,18.36,8.51,6.72,6.44,,14.77,7.1,6.37,16.96,8.72,6.12,7.33,8.38,7.28,9.06,,8.84,6.1
2012-06-06,6.38,6.12,6.12,6.12,6.1,17.71,6.86,6.4,7.67,8.11,7.4,7.1,22.68,6.12,15.2,8.04,,9.27,6.41,25.74,15.83,9.0,6.41,7.5,6.88,10.17,12.04,6.12,6.46,6.1
2012-06-07,6.12,20.26,15.16,17.13,13.96,299.64,93.19,19.32,138.39,6.12,6.12,6.38,26.93,6.12,9.38,6.12,,11.23,6.4,46.77,31.85,6.38,11.56,16.88,15.13,12.3,13.7,6.38,6.12,12.8
2012-06-08,13.62,16.48,21.08,22.06,16.3,292.19,81.04,45.45,78.46,6.12,6.12,6.38,11.36,6.12,7.86,6.12,,19.88,6.65,20.75,26.77,6.12,11.6,24.62,13.3,12.58,13.36,6.52,6.71,6.1
2012-06-09,7.49,7.1,12.08,11.04,8.43,300.29,172.68,32.2,468.11,6.12,6.12,6.37,8.37,6.12,7.56,6.83,,22.03,6.42,6.76,23.97,6.12,19.12,21.46,8.7,14.14,16.86,6.12,13.73,6.1
2012-06-10,6.57,6.97,10.71,7.94,7.07,89.24,80.12,6.12,382.43,6.12,6.12,6.68,7.76,6.12,8.63,6.12,,25.91,8.02,10.89,22.07,6.12,16.66,18.13,15.8,11.54,23.73,6.12,7.97,6.1
2012-06-11,9.01,8.65,12.04,12.07,12.98,72.85,43.48,,712.58,7.05,6.12,6.12,14.88,6.12,10.01,6.12,,27.52,9.64,20.55,26.84,6.12,12.87,15.34,13.21,11.79,16.51,6.12,6.92,6.1
2012-06-12,6.12,6.12,21.06,6.12,6.1,197.57,10.97,,27.48,6.46,6.12,6.12,31.02,6.12,8.4,6.12,,27.52,8.3,7.8,22.24,6.12,10.63,9.34,10.66,11.34,10.58,6.12,6.12,6.1
2012-06-13,6.46,6.12,11.87,6.82,7.49,17.62,36.41,,6.1,6.44,6.12,7.57,14.56,6.12,11.47,6.59,,17.49,7.17,8.48,18.86,9.52,7.47,8.87,7.77,9.83,10.45,6.12,23.66,6.1
2012-06-14,6.12,6.12,6.92,6.49,6.1,22.54,32.21,,16.92,6.74,6.12,6.12,12.67,6.12,13.82,8.41,,8.42,6.12,49.6,16.69,8.86,10.36,7.22,6.12,13.18,13.98,6.12,15.3,6.1
2012-06-15,6.12,6.12,7.22,6.52,6.1,17.1,7.99,,7.24,10.46,6.12,7.69,14.98,6.12,15.87,10.09,,10.37,8.88,52.12,16.4,13.4,8.21,10.98,6.77,11.54,14.25,6.12,18.76,6.1
2012-06-16,6.12,8.04,10.76,10.46,9.52,34.25,106.44,,373.2,9.49,6.12,6.12,6.12,6.12,10.22,6.12,,11.48,6.12,12.0,31.32,7.9,12.21,25.2,10.57,11.63,12.26,6.12,7.15,6.1
2012-06-17,6.12,6.45,8.96,8.49,8.03,45.84,258.27,,610.5,6.12,6.12,6.12,22.25,6.12,8.18,6.12,,10.01,6.12,6.12,22.52,6.12,14.01,12.32,11.57,8.68,9.89,6.12,6.12,6.72
2012-06-18,6.12,6.12,8.08,7.53,8.6,18.63,220.65,,547.72,6.12,6.12,6.12,16.88,6.12,6.96,6.69,,11.02,6.42,7.25,20.28,6.12,21.69,12.54,6.82,11.4,10.44,6.12,7.39,6.1
2012-06-19,6.12,6.12,9.78,7.76,7.19,28.81,317.45,,870.44,6.12,6.12,6.12,,6.12,7.25,,,11.52,7.58,6.49,24.51,6.12,25.71,18.79,8.42,11.8,11.09,6.12,6.39,6.1
2012-06-20,6.12,6.12,16.67,8.77,6.8,49.66,120.5,,233.74,6.12,6.12,6.4,,6.12,9.1,,,13.21,6.49,6.58,35.61,6.93,17.2,8.53,,12.1,11.19,6.12,9.95,6.1
2012-06-21,,6.12,12.17,7.18,6.1,106.33,243.8,,534.57,6.12,,11.66,,6.12,11.89,6.12,26.68,21.22,7.28,7.61,35.09,6.12,14.31,8.22,,13.59,14.31,6.12,9.31,6.1
2012-06-22,,6.4,8.71,7.61,8.41,212.58,153.89,,382.66,8.06,,16.92,,6.12,15.15,9.13,11.88,18.75,7.75,18.32,34.57,8.76,9.11,6.82,19.67,16.31,22.47,7.23,8.69,6.1
2012-06-23,,6.12,6.71,6.12,6.6,19.06,12.11,,10.04,8.3,,9.09,,6.12,9.1,6.12,6.12,12.19,6.47,10.67,18.14,6.53,6.68,6.12,6.12,12.28,14.4,6.12,26.82,6.1
2012-06-24,,6.12,6.12,6.12,7.07,111.21,117.29,,290.45,6.12,,9.39,,6.12,11.88,7.57,6.4,12.22,6.79,6.12,18.92,10.35,6.37,6.12,7.32,6.92,10.92,6.12,9.66,6.1
2012-06-25,6.82,6.41,10.34,8.29,8.46,147.81,59.14,,123.37,6.12,,6.12,,6.12,9.91,6.12,21.27,13.13,6.12,15.1,27.91,6.12,12.78,11.38,15.92,12.13,12.91,6.12,6.12,6.1
2012-06-26,6.12,6.12,6.12,6.12,6.1,25.94,16.69,,19.34,6.94,,6.37,,6.12,13.94,6.12,12.99,6.86,6.12,13.87,17.79,6.92,6.12,6.12,6.12,8.68,8.78,6.12,6.7,6.1
2012-06-27,6.12,6.12,6.12,6.12,6.1,17.62,30.21,6.12,9.57,6.12,,18.35,,6.12,12.06,6.12,8.71,7.1,7.12,28.92,18.72,6.37,6.64,6.12,7.58,10.1,7.04,6.12,12.58,6.1
2012-06-28,16.5,11.77,16.12,15.92,10.2,25.74,28.0,7.87,48.39,6.12,,11.67,,6.12,12.1,6.55,9.0,10.17,6.94,31.38,22.62,6.12,18.1,12.6,19.01,11.72,9.48,6.12,14.47,6.1
2012-06-29,9.55,9.49,10.81,11.42,10.3,198.93,123.57,18.93,,6.12,,18.01,,6.12,9.62,6.12,6.37,11.94,6.48,11.03,33.38,6.12,18.96,16.41,17.07,11.91,10.76,6.12,14.17,8.34
2012-06-30,9.61,7.54,9.33,11.48,8.4,384.95,154.6,58.05,,6.12,,13.16,,6.12,13.2,7.07,25.2,14.54,8.53,8.36,32.16,8.73,12.13,16.7,22.26,12.19,9.98,6.12,10.04,7.0
2012-07-01,10.21,8.58,8.47,14.69,9.04,242.74,143.64,26.85,,6.12,,12.1,,6.12,13.9,6.43,6.12,10.19,,6.98,34.07,6.37,16.48,24.72,22.81,11.64,9.72,6.12,8.74,6.1
2012-07-02,10.17,8.76,9.61,11.6,10.76,46.35,138.15,8.96,,6.12,,11.47,,6.12,12.18,7.48,6.12,9.64,,7.75,6.85,6.12,16.4,15.64,18.24,12.24,10.6,6.12,,6.1
2012-07-03,6.77,6.72,6.93,9.22,6.82,29.05,265.35,6.42,,6.12,,16.12,,6.12,13.58,7.09,6.12,9.35,,6.12,8.89,6.12,15.26,21.47,17.32,12.34,10.97,6.12,,9.35
2012-07-04,9.64,6.12,9.41,12.45,6.1,22.59,18.07,6.12,,7.17,,17.78,,6.12,14.83,6.98,13.64,15.58,,28.79,10.44,6.4,15.62,25.19,24.0,22.71,20.47,6.12,9.3,18.4
2012-07-05,20.84,6.12,23.33,23.2,8.7,231.95,109.99,6.12,,8.88,,10.42,,6.12,15.12,6.41,13.02,20.12,,28.22,8.21,6.12,13.28,19.24,24.55,11.97,15.14,6.55,10.53,6.37
2012-07-06,11.35,6.12,16.54,15.95,11.64,79.52,136.75,15.27,,6.12,,7.3,,6.12,14.82,7.05,12.54,18.83,,12.09,8.36,6.12,17.89,13.6,21.08,7.66,12.62,6.12,8.79,6.1
2012-07-07,14.18,14.38,13.29,18.62,12.74,161.56,83.5,32.16,,13.37,,9.7,17.11,9.61,13.69,6.12,57.06,12.19,,55.75,7.79,6.12,14.38,11.64,21.51,7.26,10.76,6.12,14.0,7.05
2012-07-08,20.27,21.2,19.97,26.28,24.08,56.05,33.52,16.44,,21.22,,8.27,8.01,16.63,21.46,11.72,77.54,13.19,,103.15,11.17,11.98,10.56,15.26,18.94,10.29,18.99,6.12,11.36,6.1
2012-07-09,11.4,14.04,13.46,17.29,16.41,38.24,126.43,6.12,,19.05,,9.31,7.37,18.48,18.38,8.4,25.05,17.04,,45.97,8.1,10.77,14.83,16.26,23.14,16.05,20.27,6.12,15.45,12.8
2012-07-10,8.92,7.94,9.7,9.73,8.23,77.61,76.61,14.62,,17.38,,9.61,6.12,12.91,9.83,6.49,25.75,15.03,,31.44,10.6,9.43,10.27,10.36,16.59,10.2,15.64,6.12,24.86,6.1
2012-07-11,20.63,14.01,16.98,21.19,13.28,483.01,78.94,16.06,8.3,8.35,6.12,6.12,6.12,7.41,7.13,6.12,23.14,11.39,,71.19,9.27,6.12,13.44,15.26,21.4,9.29,12.8,6.12,18.29,6.1
2012-07-12,7.22,7.44,8.84,8.09,7.51,63.2,78.86,14.3,8.08,12.1,6.74,6.47,6.12,13.24,13.31,6.43,20.07,10.98,,28.13,6.58,8.0,,7.26,13.42,9.04,11.21,6.12,19.0,6.46
2012-07-13,8.61,8.87,12.08,11.49,9.05,137.11,51.04,10.39,6.69,7.22,6.58,6.12,7.12,9.73,6.12,6.43,9.24,10.95,,13.12,8.22,6.12,10.02,9.91,14.15,8.52,9.49,6.12,9.85,37.31
2012-07-14,28.03,33.98,33.97,46.27,59.87,393.17,194.55,20.18,9.16,6.12,6.12,7.44,7.95,6.64,6.12,6.12,7.79,11.38,,12.6,53.64,6.12,15.58,17.32,15.26,6.87,6.99,6.12,10.05,8.11
2012-07-15,7.75,7.07,7.71,7.14,7.13,309.79,164.94,47.29,9.99,16.43,6.12,7.88,6.12,10.3,18.91,8.29,14.92,14.21,,38.46,6.44,8.82,6.12,7.23,6.12,6.81,10.52,7.1,13.18,6.1
2012-07-16,6.12,6.12,6.12,6.12,6.1,25.0,9.6,10.66,6.1,23.09,6.12,13.84,6.12,13.0,11.68,8.61,30.5,9.13,,14.71,6.12,19.52,6.12,6.12,6.12,6.12,7.2,6.41,7.9,6.1
2012-07-17,6.12,6.12,6.12,7.07,6.53,23.06,10.42,7.89,6.1,9.96,9.1,7.09,6.12,6.37,10.84,7.37,7.92,7.45,,15.82,6.12,8.43,6.12,6.12,6.12,6.12,6.38,6.12,30.31,6.1
2012-07-18,6.12,6.54,6.12,8.08,6.46,24.9,22.07,6.88,6.46,9.82,8.73,10.26,6.12,6.78,10.88,6.12,7.33,8.91,11.19,10.85,6.12,7.91,6.12,6.12,6.12,7.26,7.05,6.12,27.33,6.1
2012-07-19,12.89,10.33,17.05,13.37,11.26,457.14,150.84,22.0,10.16,9.29,9.89,7.09,8.7,8.0,8.56,6.12,6.65,8.18,9.63,21.06,11.53,6.38,24.0,12.29,11.29,6.42,7.84,6.12,7.7,17.27
2012-07-20,7.14,9.14,10.48,15.85,12.12,426.85,391.36,64.38,16.69,11.23,8.36,6.12,6.75,12.49,9.9,6.65,25.59,13.07,13.58,15.03,10.77,7.89,6.12,10.37,11.86,11.31,12.7,6.12,29.91,20.59
2012-07-21,6.12,6.44,7.16,12.61,11.91,278.09,192.57,51.93,10.93,21.08,11.56,9.39,6.12,11.7,10.84,6.57,56.5,14.16,15.13,26.21,6.12,9.28,6.12,7.44,10.03,9.34,16.31,6.12,17.11,12.12
2012-07-22,6.12,6.12,6.12,6.37,6.1,25.05,10.29,8.29,6.1,14.75,9.34,11.22,6.12,7.98,12.62,7.12,6.44,11.45,18.92,6.58,6.84,13.98,6.12,6.12,6.12,6.12,6.94,6.12,36.56,6.1
2012-07-23,6.12,6.12,6.12,6.78,6.93,24.33,66.1,8.02,9.59,21.03,6.12,6.12,6.12,19.73,18.17,9.12,15.51,8.07,8.66,22.54,24.89,19.42,6.67,6.83,6.61,6.4,13.21,6.12,10.41,6.44
2012-07-24,13.58,12.07,9.01,17.71,15.26,37.61,81.99,6.41,10.17,7.98,6.68,6.12,6.12,8.41,6.77,6.12,10.95,8.32,6.68,6.84,19.29,6.64,6.43,13.61,10.03,6.12,8.72,6.12,6.37,6.1
2012-07-25,12.87,11.39,12.4,18.9,15.31,45.75,31.4,7.46,15.58,6.12,6.12,6.12,6.12,6.12,6.58,8.26,7.0,7.18,6.12,6.12,18.09,6.98,13.65,18.04,6.9,6.12,7.55,6.12,6.12,6.1
2012-07-26,6.37,6.12,8.72,10.53,6.8,18.61,74.71,6.47,,9.12,6.12,9.32,6.12,9.78,10.58,14.23,37.31,8.76,6.12,16.3,6.12,21.62,6.12,6.67,6.12,7.27,17.28,6.12,13.06,6.1
2012-07-27,6.12,6.12,7.64,9.25,6.1,6.12,6.12,6.12,,6.12,6.12,6.86,6.12,6.12,11.76,7.59,11.16,8.81,10.07,14.25,6.12,14.26,6.12,6.12,9.19,6.74,6.12,6.12,21.65,6.1
2012-07-28,6.12,6.12,6.88,,7.32,35.77,78.15,8.1,,6.12,6.12,8.66,6.12,6.12,6.69,6.12,7.14,8.69,9.94,92.02,6.12,8.7,7.6,7.58,16.47,9.11,6.12,6.12,16.49,6.1
2012-07-29,10.67,9.39,8.29,15.56,10.59,162.69,44.11,78.24,,6.12,6.12,6.71,8.87,6.12,6.37,6.12,8.56,10.97,8.04,12.34,18.6,6.12,15.08,15.57,14.51,6.12,6.12,6.12,9.84,6.1
2012-07-30,6.12,6.12,6.44,8.46,6.1,10.86,98.13,7.53,,10.57,6.12,10.31,6.12,6.93,9.09,7.88,15.2,11.79,12.83,20.87,6.12,9.37,6.12,6.12,6.12,9.07,6.12,6.12,76.0,6.1
2012-07-31,6.12,6.12,6.49,9.38,6.82,10.29,31.51,7.74,,12.88,6.12,13.21,6.12,6.12,7.34,6.48,7.46,10.63,13.77,14.56,6.12,15.93,6.12,6.12,6.12,8.36,6.12,6.62,12.77,6.1
2012-08-01,6.12,6.12,6.12,10.24,7.28,111.21,33.39,62.13,,7.48,6.12,10.13,6.12,6.12,8.08,6.12,42.86,9.95,13.99,14.73,6.12,8.91,7.94,6.12,7.22,8.96,8.36,6.12,9.78,6.1
2012-08-02,6.53,7.15,7.56,14.29,16.71,439.95,179.06,184.96,187.54,6.12,6.12,6.71,7.99,6.12,6.82,6.12,10.82,11.06,9.25,8.58,8.55,6.88,8.54,6.12,10.77,6.44,16.56,6.12,11.18,6.1
2012-08-03,14.93,17.81,15.35,23.1,43.88,297.91,102.62,33.55,258.69,6.12,6.12,11.93,6.12,6.12,9.45,6.12,7.79,12.72,11.79,40.5,29.57,6.12,10.92,10.93,28.11,6.68,7.8,6.12,20.37,20.49
2012-08-04,14.49,15.3,14.01,21.9,23.35,125.01,156.42,27.33,279.09,8.02,6.12,9.22,6.12,6.12,18.87,6.85,19.01,10.61,13.2,19.11,18.17,6.69,7.39,8.61,15.3,8.42,23.56,6.12,22.19,23.11
2012-08-05,8.91,9.47,8.83,15.49,12.25,269.92,79.64,115.52,463.15,6.12,6.12,7.27,6.12,6.12,10.7,6.12,8.01,9.08,8.53,10.33,33.88,6.12,20.76,14.0,10.35,6.51,10.2,6.12,10.29,6.1
2012-08-06,20.15,18.95,17.53,25.39,24.05,465.68,246.15,116.77,535.38,6.93,6.12,6.72,9.65,6.12,16.82,6.12,7.06,11.48,9.32,67.96,28.72,6.12,13.13,11.13,14.62,7.38,10.72,6.38,27.35,9.32
2012-08-07,10.15,10.47,8.4,13.18,11.36,20.76,113.07,13.52,102.83,9.27,6.12,10.13,7.88,7.09,12.37,10.0,6.12,12.05,12.79,14.4,7.81,11.31,6.12,6.41,9.17,10.11,15.12,6.12,26.94,6.36
2012-08-08,6.12,6.12,6.12,6.85,6.1,7.99,8.4,6.51,8.49,6.59,6.12,10.01,6.12,7.8,7.9,7.76,6.12,10.97,15.17,8.11,6.12,13.88,6.12,6.12,7.12,9.49,20.87,6.12,13.13,
2012-08-09,6.12,6.12,6.12,8.32,6.68,6.12,44.79,7.23,7.47,6.53,9.99,17.91,6.12,10.41,9.44,12.86,6.12,12.01,16.89,9.06,6.12,15.44,6.12,6.12,6.42,12.03,21.08,6.72,28.66,
2012-08-10,6.12,6.12,6.12,8.07,7.02,8.88,42.65,6.41,32.73,13.2,6.67,,6.12,6.12,11.24,10.71,6.86,11.96,20.49,10.78,6.66,12.87,6.12,6.12,6.37,6.65,7.39,6.12,27.18,8.34
2012-08-11,6.12,6.12,6.12,7.0,6.63,14.1,158.49,8.15,377.88,8.0,8.84,,6.12,6.67,11.93,6.12,16.09,9.83,15.84,12.9,6.12,14.04,6.12,6.12,6.12,7.03,7.34,6.44,15.78,6.96
2012-08-12,6.37,6.12,6.12,7.08,6.1,10.41,10.73,9.18,25.61,14.95,8.45,,6.12,7.81,13.36,6.12,36.3,8.55,16.69,28.43,6.12,12.06,6.12,6.12,6.12,7.97,16.77,7.13,11.84,6.89
2012-08-13,6.37,6.12,6.12,9.58,7.04,6.56,13.83,6.87,22.55,6.12,9.17,11.09,6.12,9.12,19.0,7.02,38.2,7.25,12.26,32.35,6.44,9.03,11.01,6.12,7.78,8.1,7.25,6.12,17.59,7.42
2012-08-14,7.05,6.49,8.0,14.09,14.62,114.04,42.76,8.26,82.61,14.18,10.82,16.56,8.1,8.01,21.65,7.06,10.31,14.55,12.62,15.86,7.15,9.09,6.44,6.42,12.36,8.14,12.87,6.12,11.34,10.58
2012-08-15,6.98,7.59,6.41,13.05,9.25,6.37,14.18,7.4,7.13,7.02,12.54,16.89,6.12,6.12,19.97,6.38,9.09,8.02,14.97,36.07,8.1,10.7,6.63,6.12,6.48,6.54,11.86,6.45,19.58,9.13
2012-08-16,13.61,9.7,12.79,18.32,15.63,137.09,28.1,20.91,84.26,11.66,7.35,13.2,6.12,8.96,15.85,6.12,24.39,9.61,11.02,17.61,14.75,8.11,9.86,8.18,8.36,10.71,15.82,6.12,30.56,9.6
2012-08-17,6.37,6.12,6.12,10.74,8.22,26.56,84.33,6.12,113.67,12.14,6.67,14.22,6.12,7.87,17.18,8.87,6.65,8.93,12.85,25.89,6.12,13.71,6.77,7.26,6.12,8.41,15.96,6.12,14.7,6.45
2012-08-18,6.12,6.12,6.12,7.37,6.1,6.12,23.29,6.47,22.76,9.75,8.4,12.82,6.72,6.59,13.38,9.79,6.12,7.51,10.84,8.15,6.45,29.55,6.12,6.12,6.12,6.67,11.39,6.12,17.04,8.4
2012-08-19,7.16,6.38,7.06,8.12,6.1,51.17,85.22,6.78,273.11,7.27,15.42,23.78,7.57,6.42,10.27,9.13,6.12,11.25,15.65,6.97,6.12,45.63,6.12,6.12,6.12,7.41,16.44,6.12,8.48,8.37
2012-08-20,7.66,8.8,8.51,12.85,6.73,212.52,78.88,63.9,150.97,6.12,16.43,18.14,6.12,6.47,14.38,11.49,6.84,13.71,14.53,10.97,7.81,46.97,6.12,6.4,8.63,7.33,10.23,6.38,17.7,13.46
2012-08-21,20.95,17.51,17.4,25.9,21.18,285.0,30.49,26.73,92.51,8.18,8.55,10.19,7.35,6.12,27.87,7.6,19.73,12.11,13.29,46.15,31.84,,24.37,27.14,24.46,8.92,17.07,6.12,13.88,62.5
2012-08-22,38.03,30.19,29.59,36.22,35.66,478.42,229.75,75.68,683.11,11.17,6.93,7.02,10.62,7.34,23.87,6.12,22.79,11.85,12.06,51.38,46.52,,16.2,22.21,23.59,13.67,27.92,7.09,12.98,28.3
2012-08-23,21.07,21.22,20.68,35.47,29.86,485.59,293.8,25.72,398.55,13.77,6.12,9.49,29.53,8.49,23.8,6.12,21.08,13.75,14.21,60.87,21.18,,10.78,16.84,13.98,11.89,26.02,6.59,16.02,24.37
2012-08-24,31.99,29.96,31.44,30.76,20.76,444.82,111.65,43.92,223.8,9.79,8.52,12.92,8.59,6.41,24.35,8.41,13.11,13.61,7.73,46.02,45.54,,9.22,22.18,13.78,11.98,14.79,6.78,16.89,22.83
2012-08-25,19.53,19.65,13.97,26.69,16.95,258.5,163.07,81.93,,6.12,7.5,15.1,7.95,6.12,18.93,6.12,9.92,11.9,6.55,38.46,17.0,,16.49,18.6,16.07,10.13,16.38,6.48,23.74,
2012-08-26,14.47,11.68,10.01,20.47,12.62,361.12,247.97,163.81,,6.66,9.0,16.74,9.27,8.57,19.77,8.46,22.67,10.51,6.44,26.88,16.18,,9.64,9.33,19.38,8.9,13.94,6.12,21.68,
2012-08-27,6.12,6.12,6.12,8.61,6.56,7.23,6.45,6.12,,7.84,7.98,10.1,6.12,6.12,14.73,6.47,30.81,6.12,6.12,29.67,8.27,,6.12,6.12,6.12,6.12,8.27,6.12,8.46,
